,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"20,740","18,430","21,264","22,288","23,572","21,071","19,938","22,762","25,045","33,767","26,520","25,208","29,366","30,442","26,168","32,927","31,092","29,743","30,231","27,445","33,177","26,869","24,266","24,446","36,095","41,497","33,030","32,965","40,280","30,796","27,916","22,028","27,678","26,277","31,182","33,914","40,836","42,958","43,908","46,596"
Cash & Cash Equivalents,"20,740","18,430","21,264","22,288","23,572","21,071","19,938","22,762","25,045","33,767","26,520","25,208","29,366","30,442","26,168","32,927","31,092","29,743","30,231","27,445","33,177","26,869","24,266","24,446","36,095","41,497","33,030","32,965","40,280","30,796","27,916","22,028","27,678","26,277","31,182","33,914","40,836","42,958","43,908","46,596"
Cash Growth,-25.83%,-20.32%,-4.59%,14.38%,13.65%,14.33%,-6.24%,2.13%,6.25%,60.25%,33.01%,10.75%,17.25%,-9.85%,-1.33%,30.62%,5.88%,-2.30%,15.53%,-16.65%,6.71%,-9.66%,-19.73%,-10.93%,8.80%,54.44%,36.12%,34.85%,11.59%,-25.79%,-15.48%,-33.18%,-31.29%,-14.67%,11.70%,53.96%,47.54%,63.48%,40.81%,37.39%
Receivables,"47,374","48,646","47,316","47,000","45,628","47,264","46,407","46,695","46,660","47,497","47,331","50,073","49,966","51,762","53,703","56,735","56,870","57,665","58,132","55,320","59,355","61,265","58,856","56,794","44,269","37,034","40,389","43,434","41,800","47,512","48,728","53,581","53,088","55,900","55,116","57,384","57,271","58,011","58,651","60,237"
"Property, Plant & Equipment","3,893","3,870","3,921","3,938","3,940","4,016","4,032","4,108","4,137","4,210","4,301","4,433","4,433","4,445","4,367","4,329","4,271","4,251","4,295","4,416","4,479","4,658","4,715","4,834","4,798","4,829","4,835","5,015","4,943","4,891","4,960","4,988","5,046","5,093","5,095","5,215","5,204","5,177","5,124","5,138"
Total Assets,"151,497","152,384","153,862","159,103","154,684","157,152","154,216","161,184","158,816","159,642","153,377","158,893","161,385","166,997","168,577","181,196","179,956","184,861","189,092","188,602","197,193","197,603","194,184","198,321","186,060","188,608","187,259","191,367","193,067","186,973","184,261","188,548","195,862","205,298","214,915","228,354","235,842","244,904","250,587","261,108"
Accounts Payable,"11,844","11,645","11,510","11,300","10,643","11,056","11,340","11,822","12,027","11,729","11,372","11,190","11,700","12,106","12,240","14,657","14,038","13,800","15,605","12,255","16,162","16,518","12,866","12,738","7,977","7,731","8,232","9,444","8,585","9,708","9,641","10,574","11,196","11,371","11,021","12,133","12,526","12,359","13,196","13,109"
Total Liabilities,"131,520","132,171","133,646","138,430","132,854","135,267","132,881","140,511","138,089","138,930","132,360","138,392","140,450","145,822","147,492","162,935","160,343","163,969","167,632","166,312","174,975","174,511","171,159","175,250","165,054","167,546","165,390","168,383","168,618","161,434","159,835","166,371","173,479","182,063","190,975","203,643","209,850","218,201","223,263","233,051"
Total Debt,"56,916","58,272","59,094","61,435","57,073","57,226","51,813","52,873","49,907","52,992","47,755","52,571","55,247","55,371","51,114","59,082","54,313","57,855","57,592","61,523","60,446","60,563","61,292","64,277","56,085","50,364","46,493","44,830","43,597","39,227","36,736","40,918","40,459","42,479","43,908","43,921","42,862","48,308","48,060","49,159"
Debt Growth,-4.70%,4.74%,5.95%,1.80%,0.28%,-1.80%,-12.32%,-13.94%,-12.56%,-7.40%,-7.83%,-0.57%,10.70%,4.49%,7.03%,12.39%,-1.69%,4.49%,12.67%,4.13%,11.29%,4.68%,6.42%,4.48%,-7.21%,-16.84%,-24.15%,-30.25%,-22.27%,-22.11%,-20.99%,-8.73%,-7.20%,8.29%,19.52%,7.34%,5.94%,13.72%,9.46%,11.93%
Common Stock,"12,549","12,457","12,423","13,079","13,874","13,840","13,684","13,542","13,280","13,053","12,974","12,914","12,772","12,633","12,493","12,382","12,397","12,479","12,443","12,388","12,131","12,147","12,034","11,937","11,841","11,921","11,979","12,042","12,039","12,018","12,557","11,648","11,602","11,627","11,632","11,642","11,671","11,657","11,547","11,517"
Retained Earnings,"8,822","9,127","9,335","9,513","10,107","10,199","10,025","9,665","9,949","10,280","10,661","10,371","10,633","10,970","10,908","8,307","9,597","10,896","11,521","12,499","12,686","13,551","13,652","13,871","12,161","12,052","12,762","13,837","15,308","16,402","14,832","13,474","13,754","14,751","15,685","16,279","17,427","18,130","18,953","19,612"
Comprehensive Income,"-1,394","-1,371","-1,542","-1,919","-2,151","-2,154","-2,374","-2,534","-2,502","-2,621","-2,618","-2,784","-2,470","-2,428","-2,316","-2,428","-2,381","-2,483","-2,504","-2,597","-2,599","-2,606","-2,661","-2,737","-2,996","-2,911","-2,872","-2,895","-2,898","-2,881","-2,963","-2,945","-2,973","-3,143","-3,377","-3,210","-3,106","-3,084","-3,176","-3,072"
Shareholders' Equity,"19,977","20,213","20,216","20,673","21,830","21,885","21,335","20,673","20,727","20,712","21,017","20,501","20,935","21,175","21,085","18,261","19,613","20,892","21,460","22,290","22,218","23,092","23,025","23,071","21,006","21,062","21,869","22,984","24,449","25,539","24,426","22,177","22,383","23,235","23,940","24,711","25,992","26,703","27,324","28,057"
Net Cash / Debt,"-36,176","-39,842","-37,830","-39,147","-33,501","-36,155","-31,875","-30,111","-24,862","-19,225","-21,235","-27,363","-25,881","-24,929","-24,946","-26,155","-23,221","-28,112","-27,361","-34,078","-27,269","-33,694","-37,026","-39,831","-19,990","-8,867","-13,463","-11,865","-3,317","-8,431","-8,820","-18,890","-12,781","-16,202","-12,726","-10,007","-2,026","-5,350","-4,152","-2,563"
Net Cash Per Share,-33.90,-37.66,-36.13,-37.25,-32.75,-35.69,-31.97,-30.02,-25.82,-20.43,-23.01,-29.27,-28.66,-27.92,-28.32,-29.52,-26.97,-32.61,-31.82,-39.67,-32.35,-40.30,-44.77,-47.99,-24.74,-11.01,-16.72,-14.72,-4.12,-10.51,-11.21,-23.91,-16.86,-21.52,-16.99,-13.31,-2.72,-7.22,-5.66,-3.48
Book Value Per Share,18.85,19.21,19.42,19.78,21.42,21.69,21.46,20.69,21.57,22.08,22.84,21.97,23.29,23.79,24.02,20.68,22.83,24.29,25.01,26.04,26.42,27.69,27.91,27.86,26.03,26.20,27.20,28.55,30.41,31.88,31.08,28.11,29.57,30.90,32.01,32.90,34.98,36.09,37.33,38.17
