,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,591,260,654,"1,164",636,932,-931,"1,562",822,"1,434"
Depreciation & Amortization,899,955,841,874,912,943,734,515,509,538
Other Operating Activities,"1,500","2,332",758,552,"2,674",-134,"1,942",546,"1,983","1,935"
Operating Cash Flow,"2,990","3,547","2,253","2,590","4,222","1,741","1,745","2,623","3,314","3,907"
Operating Cash Flow Growth,42.65%,18.63%,-36.48%,14.96%,63.01%,-58.76%,0.23%,50.32%,26.34%,17.89%
Capital Expenditures,"-2,753","-1,555","-1,450","-1,031",-995,"-1,041",-710,-482,-660,-686
Acquisitions,583,-124,251,"-1,139",76,-117,-476,497,-63,-401
Change in Investments,808,-84,"-1,146",-112,-465,693,-101,"-1,289","-1,532","-1,480"
Other Investing Activities,-108,-172,158,-373,-60,-206,-127,87,-92,-178
Investing Cash Flow,"-1,470","-1,935","-2,187","-2,655","-1,444",-671,"-1,414","-1,187","-2,347","-2,745"
Dividends Paid,-95,-90,-84,-84,-80,-76,-70,-65,-61,-57
Share Issuance / Repurchase,-616,"-1,258",-134,-216,"-1,026","-1,051",-923,"-1,136",-729,-849
Debt Issued / Paid,-265,-101,196,656,-178,120,933,6,-67,-100
Other Financing Activities,-466,-76,-144,-155,"-1,551",-137,-138,-94,-180,-294
Financing Cash Flow,"-1,442","-1,525",-166,201,"-2,835","-1,144",-198,"-1,289","-1,037","-1,300"
Exchange Rate Effect,-8,-11,-13,9,-10,5,9,-4,-19,5
Net Cash Flow,70,76,-113,145,-67,-69,142,143,-89,-133
Free Cash Flow,237,"1,992",803,"1,559","3,227",700,"1,035","2,141","2,654","3,221"
Free Cash Flow Growth,-33.98%,740.51%,-59.69%,94.15%,106.99%,-78.31%,47.86%,106.86%,23.96%,21.36%
Free Cash Flow Margin,1.65%,14.85%,6.13%,11.35%,22.94%,4.69%,8.23%,14.61%,18.90%,20.26%
Free Cash Flow Per Share,0.62,5.50,2.38,4.63,10.11,2.31,3.69,8.24,10.93,14.16
