,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"14,325","13,415","13,105","13,735","14,066","14,931","12,583","14,657","14,044","15,901"
Revenue Growth (YoY),-1.97%,-6.35%,-2.31%,4.81%,2.41%,6.15%,-15.73%,16.48%,-4.18%,13.22%
Cost of Revenue,"8,432","8,152","6,789","6,842","7,830","8,271","8,739","9,142","9,614","10,256"
Gross Profit,"5,893","5,263","6,316","6,893","6,236","6,660","3,844","5,515","4,430","5,645"
"Selling, General & Admin","3,585","4,499","4,844","4,665","4,828","4,950","4,720","2,957","3,077","3,393"
Operating Expenses,"3,585","4,499","4,844","4,665","4,828","4,950","4,720","2,957","3,077","3,393"
Operating Income,"2,308",764,"1,472","2,228","1,408","1,710",-876,"2,558","1,353","2,252"
Interest Expense / Income,498,520,536,646,574,591,515,424,378,376
Other Expense / Income,762,27,62,248,70,-61,-287,97,-70,-9
Pretax Income,"1,048",217,874,"1,334",764,"1,180","-1,104","2,037","1,045","1,885"
Income Tax,457,-43,220,170,128,248,-173,475,223,451
Net Income,591,260,654,"1,164",636,932,-931,"1,562",822,"1,434"
Net Income Growth,-0.67%,-56.01%,151.54%,77.98%,-45.36%,46.54%,-,-,-47.38%,74.45%
Shares Outstanding (Basic),382,362,338,337,319,303,280,260,243,227
Shares Outstanding (Diluted),383,363,338,338,320,303,280,260,243,228
Shares Change,-1.79%,-5.19%,-6.72%,-0.24%,-5.21%,-5.18%,-7.59%,-7.18%,-6.50%,-6.36%
EPS (Basic),1.55,0.72,1.93,3.46,1.99,3.08,-3.32,6.02,3.39,6.30
EPS (Diluted),1.55,0.72,1.93,3.45,1.99,3.07,-3.32,6.00,3.38,6.29
EPS Growth,1.31%,-53.55%,168.06%,78.76%,-42.32%,54.27%,-,-,-43.67%,86.09%
Free Cash Flow,237,"1,992",803,"1,559","3,227",700,"1,035","2,141","2,654","3,221"
Free Cash Flow Per Share,0.62,5.50,2.38,4.63,10.11,2.31,3.69,8.24,10.93,14.16
Dividend Per Share,0.251,0.251,0.250,0.252,0.251,0.250,0.250,0.250,0.250,0.250
Dividend Growth,-19.55%,0%,-0.40%,0.80%,-0.40%,-0.40%,0%,0%,0%,0%
Gross Margin,41.14%,39.23%,48.20%,50.19%,44.33%,44.61%,30.55%,37.63%,31.54%,35.50%
Operating Margin,16.11%,5.70%,11.23%,16.22%,10.01%,11.45%,-6.96%,17.45%,9.63%,14.16%
Profit Margin,4.13%,1.94%,4.99%,8.47%,4.52%,6.24%,-7.40%,10.66%,5.85%,9.02%
Free Cash Flow Margin,1.65%,14.85%,6.13%,11.35%,22.94%,4.69%,8.23%,14.61%,18.90%,20.26%
Effective Tax Rate,43.61%,-19.82%,25.17%,12.74%,16.75%,21.02%,-,23.32%,21.34%,23.93%
EBITDA,"2,445","1,692","2,251","2,854","2,250","2,714",145,"2,976","1,932","2,799"
EBITDA Margin,17.07%,12.61%,17.18%,20.78%,16.00%,18.18%,1.15%,20.30%,13.76%,17.60%
Depreciation & Amortization,899,955,841,874,912,943,734,515,509,538
EBIT,"1,546",737,"1,410","1,980","1,338","1,771",-589,"2,461","1,423","2,261"
EBIT Margin,10.79%,5.49%,10.76%,14.42%,9.51%,11.86%,-4.68%,16.79%,10.13%,14.22%
