,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,"6,451","6,071","6,147","7,218","5,845","4,561","5,818","15,767","22,679","6,282"
Cash & Cash Equivalents,"6,451","6,071","6,147","7,218","5,845","4,561","5,818","15,767","22,679","6,282"
Cash Growth,42.28%,-5.89%,1.25%,17.42%,-19.02%,-21.97%,27.56%,171.00%,43.84%,-72.30%
"Property, Plant & Equipment",594,532,550,501,466,475,457,459,454,400
Total Assets,"65,224","69,186","71,877","72,978","71,567","70,818","73,402","88,129","94,616","85,406"
Total Liabilities,"58,074","61,784","64,317","65,182","63,604","63,311","66,075","80,079","86,719","80,225"
Total Debt,"3,796","2,791","3,081","5,185","4,632","6,507","7,340","5,728","2,796","6,235"
Debt Growth,-21.41%,-26.48%,10.39%,68.29%,-10.67%,40.48%,12.80%,-21.96%,-51.19%,123.00%
Common Stock,"1,223","1,070",905,848,527,-665,"-1,976","-1,741","-2,385","-2,335"
Retained Earnings,"6,318","6,744","7,084","7,331","7,887","8,781","9,538","9,727","10,494","11,258"
Comprehensive Income,-391,-412,-429,-383,-451,-609,-235,64,-212,"-3,742"
Shareholders' Equity,"7,150","7,402","7,560","7,796","7,963","7,507","7,327","8,050","7,897","5,181"
Net Cash / Debt,"2,655","3,280","3,066","2,033","1,213","-1,946","-1,522","10,039","19,883",47
Net Cash / Debt Growth,-,23.54%,-6.52%,-33.69%,-40.33%,-,-,-,98.06%,-99.76%
Book Value Per Share,39.09,41.19,42.78,45.26,45.79,46.43,50.83,57.88,60.21,39.56
