,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,533,586,515,473,738,"1,227","1,195",482,"1,140","1,122"
Depreciation & Amortization,122,123,118,121,121,120,114,108,99,92
Share-Based Compensation,32,31,38,34,39,48,39,24,41,60
Other Operating Activities,141,-108,188,-146,182,213,-265,299,-674,-665
Operating Cash Flow,836,639,865,486,"1,085","1,616","1,090",928,634,638
Operating Cash Flow Growth,20.81%,-23.56%,35.37%,-43.82%,123.25%,48.94%,-32.55%,-14.86%,-31.68%,0.63%
Capital Expenditures,-102,-70,-119,-95,-69,-90,-86,-79,-70,-82
Change in Investments,"1,214","-3,694","-3,153",-195,-94,"-1,081",-421,"-4,549","1,782","-9,914"
Other Investing Activities,62,21,17,36,43,15,13,26,11,44
Investing Cash Flow,"1,174","-3,743","-3,255",-254,-120,"-1,156",-494,"-4,602","1,723","-9,952"
Dividends Paid,-123,-137,-147,-152,-180,-263,-402,-383,-392,-376
Share Issuance / Repurchase,-258,-211,-218,-163,-442,"-1,286","-1,376",-195,-695,-15
Debt Issued / Paid,-937,-947,317,"2,152",-31,"1,884",727,"-1,746","-2,800","3,711"
Other Financing Activities,"1,225","4,019","2,514",-998,"-1,685","-2,079","1,712","15,947","8,442","-10,403"
Financing Cash Flow,-93,"2,724","2,466",839,"-2,338","-1,744",661,"13,623","4,555","-7,083"
Net Cash Flow,"1,917",-380,76,"1,071","-1,373","-1,284","1,257","9,949","6,912","-16,397"
Free Cash Flow,734,569,746,391,"1,016","1,526","1,004",849,564,556
Free Cash Flow Growth,18.96%,-22.48%,31.11%,-47.59%,159.85%,50.20%,-34.21%,-15.44%,-33.57%,-1.42%
Free Cash Flow Margin,29.27%,22.90%,28.95%,15.04%,32.84%,45.84%,30.66%,35.75%,16.83%,16.00%
Free Cash Flow Per Share,4.01,3.17,4.22,2.27,5.84,9.44,6.96,6.10,4.30,4.25
