,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"9,655","10,650","10,748","10,685","9,288","8,244","7,422","11,612","10,373","9,400","11,885"
Market Cap Growth,-15.29%,10.30%,0.92%,-0.58%,-13.08%,-11.24%,-9.96%,56.45%,-10.67%,-9.38%,-
Enterprise Value,"8,986","10,603","10,196","9,789","7,868","8,132","7,939","12,203","11,001","9,892","12,377"
PE Ratio,-28.88,16.81,18.13,34.90,16.38,23.90,28.79,45.95,22.02,30.30,38.86
PS Ratio,2.09,2.19,2.15,2.13,2.00,1.85,1.67,2.45,1.96,1.69,2.14
PB Ratio,1.96,2.33,2.17,2.28,1.93,1.79,1.63,2.69,2.32,2.09,2.65
P/FCF Ratio,16.92,15.45,11.79,9.64,13.01,19.66,14.51,19.69,-1383.04,13.18,16.66
P/OCF Ratio,12.65,11.84,9.54,8.49,10.79,15.59,12.13,16.84,106.28,10.77,13.62
EV/Sales Ratio,1.94,2.18,2.04,1.95,1.69,1.83,1.79,2.58,2.08,1.78,2.22
EV/EBITDA Ratio,90.04,10.31,9.86,9.44,10.59,13.02,16.62,22.29,14.68,18.52,23.17
EV/EBIT Ratio,-104.13,12.44,12.32,12.06,14.77,19.62,29.94,39.35,20.70,29.15,36.47
EV/FCF Ratio,15.75,15.38,11.18,8.83,11.02,19.39,15.52,20.69,-1466.85,13.87,17.35
Debt / Equity Ratio,0.27,0.42,0.43,0.46,0.44,0.40,0.50,0.42,0.38,0.38,0.38
Debt / EBITDA Ratio,13.52,1.88,2.06,2.06,2.88,2.95,4.80,3.34,2.29,3.18,3.18
Debt / FCF Ratio,2.36,2.81,2.34,1.93,3.00,4.39,4.48,3.10,-229.20,2.38,2.38
Quick Ratio,1.73,1.53,2.15,2.23,2.34,1.84,1.27,1.19,1.11,1.07,1.07
Current Ratio,1.86,1.62,2.29,2.41,2.49,2.08,1.51,1.58,1.74,1.80,1.80
Asset Turnover,0.49,0.57,0.54,0.52,0.51,0.50,0.50,0.54,0.59,0.59,0.59
Return on Equity (ROE),-5.60%,14.20%,12.40%,6.10%,12.40%,7.40%,5.70%,5.80%,10.90%,7.00%,7.00%
Return on Assets (ROA),-3.50%,7.40%,6.40%,3.10%,6.20%,3.90%,2.90%,2.90%,5.20%,3.30%,3.30%
Return on Capital (ROIC),-6.70%,10.41%,8.98%,4.69%,8.75%,5.71%,5.02%,5.14%,7.43%,6.94%,6.94%
Earnings Yield,-3.46%,5.95%,5.51%,2.87%,6.10%,4.18%,3.47%,2.18%,4.54%,3.30%,2.61%
FCF Yield,5.91%,6.47%,8.48%,10.37%,7.68%,5.09%,6.89%,5.08%,-0.07%,7.59%,6.00%
Dividend Yield,0.90%,1.40%,1.40%,1.40%,2.70%,3.10%,3.60%,2.20%,2.60%,3.00%,2.38%
Payout Ratio,-27.40%,24.70%,25.80%,49.40%,44.40%,75.20%,102.60%,102.60%,57.50%,90.70%,92.63%
Buyback Yield / Dilution,10.37%,12.68%,2.90%,0.93%,7.76%,1.75%,3.73%,1.07%,0.63%,1.09%,1.09%
Total Shareholder Return,11.27%,14.08%,4.30%,2.33%,10.46%,4.85%,7.33%,3.27%,3.23%,4.09%,3.48%
