,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"89,901","93,719","91,804","105,299","104,702","97,879","88,570","92,751","100,818","106,213","106,513","107,404","114,071","124,339","125,261","140,188","130,724","116,791","123,605","110,949","119,640","99,918","94,576","101,450","78,575","89,725","92,267","100,823","111,581","115,141","101,505","102,360","85,025","73,642","62,941","66,285","57,863","55,217","51,678","60,379","50,434"
Market Cap Growth,22.56%,24.18%,12.49%,11.52%,16.46%,4.44%,-3.52%,-11.92%,-3.71%,8.51%,20.26%,15.80%,13.15%,17.07%,17.60%,30.52%,14.60%,-6.07%,-1.32%,-20.86%,-8.48%,-14.45%,-23.49%,-8.56%,-34.32%,-10.20%,-2.44%,-0.62%,42.01%,28.33%,10.01%,1.52%,-23.80%,-36.04%,-37.99%,-35.24%,-31.95%,-25.02%,-17.90%,-8.91%,-
Enterprise Value,"93,664","97,683","96,452","108,774","108,484","102,911","98,065","101,632","110,444","116,097","116,208","116,376","123,468","132,846","133,507","150,008","142,289","128,124","134,928","122,338","133,319","113,602","107,079","120,166","97,440","106,876","108,161","115,445","125,507","128,760","114,779","115,812","99,213","87,774","75,868","79,172","70,744","67,704","63,262","71,187","61,242"
PE Ratio,18.98,19.50,18.81,21.25,21.16,19.65,17.81,19.19,20.54,21.68,21.59,21.27,22.38,23.07,22.82,28.86,31.60,26.48,27.32,20.74,21.22,20.36,19.11,22.46,15.93,17.55,18.60,18.50,19.36,19.25,16.95,17.29,15.19,17.75,9.57,11.47,10.61,-37.69,-6.98,-8.63,-8.63
PS Ratio,2.89,2.98,2.90,3.31,3.32,3.15,2.89,3.06,3.35,3.53,3.54,3.57,3.75,4.07,4.04,4.43,4.05,3.56,3.77,3.39,3.70,3.11,2.96,3.16,2.43,2.86,2.91,3.13,3.39,3.32,2.87,2.90,2.41,2.10,1.81,1.94,1.73,1.67,1.58,1.85,1.54
PB Ratio,5.15,5.40,5.68,8.03,7.52,7.48,7.27,8.12,8.59,8.93,8.88,10.43,10.38,10.73,10.31,12.12,11.91,11.27,12.06,11.33,12.33,9.91,8.84,10.08,7.74,8.26,7.77,7.84,8.11,7.97,7.02,6.80,5.70,5.36,4.47,4.50,3.78,7.08,11.06,12.56,10.49
P/FCF Ratio,20.42,21.09,18.19,19.99,19.91,19.96,18.47,18.58,19.53,20.64,19.74,20.26,22.64,22.91,23.65,28.52,31.61,26.97,26.24,21.65,20.42,17.98,17.17,18.47,13.73,14.91,14.46,14.96,15.37,15.92,15.29,17.34,16.56,16.84,15.95,16.40,13.77,11.98,10.13,11.65,9.73
P/OCF Ratio,15.20,15.95,14.26,15.89,15.83,15.51,14.14,14.45,15.28,16.22,15.68,16.12,17.85,18.43,19.01,22.47,24.23,20.66,20.46,17.23,16.29,14.06,13.53,14.35,10.86,12.00,11.63,12.43,12.99,13.44,12.75,13.73,12.55,12.24,11.09,11.86,9.88,8.85,7.81,9.04,7.55
Debt / Equity Ratio,0.38,0.40,0.45,0.52,0.47,0.65,0.92,0.94,0.95,0.99,1.03,1.13,1.07,0.97,0.96,1.21,1.43,1.40,1.45,1.49,1.77,1.65,1.89,2.10,2.30,1.99,1.72,1.53,1.39,1.32,1.31,1.21,1.18,1.25,1.17,1.14,1.10,2.15,3.60,3.49,3.49
Quick Ratio,0.99,1.10,0.96,1.27,1.42,1.58,0.91,0.85,0.84,0.90,1.16,1.14,1.17,1.35,1.30,1.18,1.04,0.96,1.21,1.14,1.21,1.15,1.63,0.79,1.02,1.23,1.24,1.23,1.19,1.11,1.11,1.04,0.89,0.80,0.87,0.88,0.82,0.85,0.65,0.70,0.70
