,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"7,367","7,268","8,265","7,720","8,687","9,121","7,957","7,851","9,460","9,229","9,296","8,956","9,294","9,648","9,720","8,176","7,834","8,854","9,037","8,777","7,929","8,087","8,743","8,349","8,957","6,279","6,686","6,500","9,174","11,408","12,781","14,434","14,746","13,966","10,838","10,010","12,942","14,341","14,893","11,032","12,428"
Market Cap Growth,54.98%,34.76%,32.60%,6.45%,17.90%,25.49%,-3.73%,1.70%,8.90%,1.18%,16.82%,14.07%,-1.75%,4.54%,4.56%,-8.71%,-15.71%,-8.23%,-7.03%,7.35%,1.21%,-8.67%,-3.25%,-4.88%,12.96%,-22.36%,-23.53%,-22.14%,2.42%,81.69%,91.16%,122.06%,60.75%,22.42%,-15.20%,-30.65%,-12.24%,2.69%,37.42%,10.21%,-
Enterprise Value,"7,388","8,146","9,123","8,575","8,742","10,138","8,885","8,721","9,695","10,292","10,440","9,802","9,887","10,787","10,881","9,570","8,416","10,347","10,584","10,261","10,990","12,879","13,625","13,139","12,788","10,592","11,173","10,571","11,840","14,528","15,555","17,203","16,275","16,331","13,530","12,848","14,927","17,140","17,919","14,048","15,445"
PE Ratio,28.42,24.43,26.07,21.37,18.21,18.38,15.36,15.60,20.81,19.99,18.68,16.25,15.36,15.46,16.90,13.27,14.13,17.17,16.32,16.11,12.81,12.94,13.48,12.78,13.65,9.39,14.74,11.45,26.13,26.04,17.11,20.41,15.48,13.69,10.98,10.02,13.80,15.85,15.84,11.83,13.58
PS Ratio,1.03,1.01,1.13,1.04,1.15,1.20,1.05,1.03,1.24,1.20,1.20,1.15,1.03,1.03,1.01,0.82,0.87,0.97,0.97,0.93,0.82,0.82,0.87,0.82,0.88,0.61,0.69,0.69,1.01,1.27,1.35,1.46,1.44,1.32,1.00,0.92,1.18,1.32,1.38,1.02,1.15
PB Ratio,3.33,3.40,3.78,3.71,4.11,4.77,4.01,4.21,4.81,4.75,4.66,4.61,4.61,4.92,4.90,4.06,3.54,4.20,4.38,4.11,3.31,3.49,3.61,3.38,3.23,2.48,2.73,2.39,3.17,3.97,4.17,4.55,4.18,4.01,3.15,2.94,3.55,4.03,4.04,3.00,3.38
P/FCF Ratio,17.55,15.78,18.69,16.55,15.86,18.27,13.40,11.15,17.94,14.25,19.35,12.70,29.78,16.19,13.75,39.73,10.79,23.94,27.49,16.22,20.44,7.97,7.76,7.52,6.73,5.53,8.62,5.18,5.46,6.62,5.63,7.40,7.84,9.35,11.69,16.20,30.05,27.87,26.35,14.89,16.78
P/OCF Ratio,12.43,11.32,13.18,12.02,12.47,14.22,10.85,9.36,13.74,11.32,14.20,9.95,18.12,12.14,10.64,20.40,8.88,16.91,18.94,12.65,14.03,6.73,6.61,6.35,5.86,4.67,6.92,4.54,4.97,6.09,5.26,6.77,7.10,8.26,9.57,12.39,21.26,20.64,19.85,11.89,13.40
Debt / Equity Ratio,0.75,0.77,0.80,0.84,0.81,0.92,0.90,0.94,0.89,0.90,0.91,0.90,0.84,0.98,0.92,1.04,0.62,0.99,0.99,1.56,1.56,2.34,2.27,2.15,1.81,2.32,2.27,2.09,1.79,1.79,1.67,1.66,1.36,1.37,1.36,1.35,1.24,1.26,1.29,1.28,1.28
Quick Ratio,0.95,0.91,0.98,0.98,1.00,0.97,0.98,0.96,0.98,0.94,0.95,0.95,0.91,0.88,0.88,0.88,0.93,0.89,0.88,1.18,0.95,0.89,0.90,0.89,0.88,0.91,0.89,0.93,0.94,0.91,0.94,0.96,0.99,0.98,0.97,0.99,0.99,0.96,0.97,0.98,0.98
Current Ratio,0.99,0.96,1.04,1.04,1.05,1.03,1.03,1.01,1.01,0.99,0.99,0.99,0.97,0.94,0.93,0.93,0.97,0.95,0.94,1.25,1.01,0.96,0.97,0.95,0.93,0.97,0.98,1.01,0.98,0.97,1.00,1.01,1.03,1.03,1.03,1.05,1.03,1.03,1.03,1.04,1.04
Interest Coverage,13.00,-0.12,8.29,8.47,19.54,0.85,10.80,7.38,18.41,0.55,9.19,9.87,20.22,2.17,8.37,11.70,17.70,0.93,9.02,9.03,8.86,1.05,5.13,5.63,9.61,1.49,0.47,4.81,4.64,3.33,9.22,8.31,12.19,6.29,8.64,8.70,9.23,3.86,5.37,6.71,6.18
Return on Capital (ROIC),Upgrade,9.23%,10.25%,10.31%,10.86%,14.14%,15.32%,15.28%,16.10%,14.54%,15.06%,15.69%,17.17%,18.83%,18.30%,17.43%,17.43%,17.63%,15.13%,16.59%,12.36%,12.86%,7.61%,7.89%,8.18%,8.21%,9.73%,8.07%,9.57%,6.98%,9.24%,12.09%,10.65%,13.64%,13.70%,13.52%,13.62%,12.61%,12.34%,12.25%,12.50%
Dividend Yield,1.70%,1.90%,1.70%,2.00%,1.80%,1.80%,2.20%,2.40%,2.10%,2.20%,2.30%,2.60%,2.60%,2.60%,2.70%,3.30%,3.60%,3.30%,3.30%,3.50%,4.10%,4.10%,3.90%,4.20%,4.10%,5.90%,5.70%,6.00%,4.30%,3.50%,3.20%,2.90%,2.90%,3.10%,4.10%,4.50%,3.50%,3.20%,3.10%,4.30%,4.07%
Payout Ratio,16.30%,-190.00%,39.60%,45.20%,12.80%,-,40.00%,66.70%,18.80%,1500.00%,38.50%,46.90%,19.00%,300.00%,66.70%,40.90%,27.70%,-525.00%,55.30%,50.00%,24.70%,-1175.00%,53.40%,54.70%,27.60%,2550.00%,-212.50%,35.40%,87.90%,117.40%,40.30%,44.30%,29.70%,72.50%,50.00%,45.30%,37.70%,93.90%,44.90%,48.40%,55.23%
Buyback Yield / Dilution,14.04%,-2.08%,4.51%,-0.07%,5.41%,2.77%,2.45%,2.56%,1.95%,0.44%,1.87%,1.83%,1.51%,2.44%,2.32%,2.62%,3.01%,3.98%,2.70%,2.22%,0.66%,-0.29%,-0.44%,-0.88%,-0.79%,-1.87%,0.46%,-0.54%,-0.28%,-1.10%,-2.47%,-1.50%,-0.94%,-0.61%,0.55%,1.43%,1.73%,2.76%,2.29%,2.18%,2.18%
Total Shareholder Return,15.74%,-0.18%,6.21%,1.93%,7.21%,4.57%,4.65%,4.96%,4.05%,2.64%,4.17%,4.43%,4.11%,5.04%,5.02%,5.92%,6.61%,7.28%,6.00%,5.72%,4.76%,3.81%,3.46%,3.32%,3.31%,4.03%,6.16%,5.46%,4.02%,2.40%,0.73%,1.40%,1.96%,2.49%,4.65%,5.93%,5.23%,5.96%,5.39%,6.48%,6.25%
