,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"22,599","22,856","21,833","26,716","27,704","29,659","27,892","32,472","32,158","35,987","38,269","35,150","39,041","41,618","44,591","48,801","57,695","64,011","69,834","60,444","67,193","67,975","68,288","73,557","62,307","65,028","67,447","72,572","70,650","70,724","70,597","71,426","75,749","70,277","63,550","72,062","70,277","74,983","75,002","70,809","69,556"
Market Cap Growth,21.86%,19.06%,12.39%,24.57%,22.59%,29.77%,27.75%,21.55%,16.08%,21.34%,37.20%,8.24%,21.40%,15.65%,16.52%,38.84%,47.78%,53.81%,56.61%,23.86%,16.46%,6.19%,-2.21%,21.69%,-7.27%,-4.34%,-1.23%,-1.34%,13.39%,8.76%,4.67%,-1.58%,7.22%,-0.63%,-9.98%,0.89%,-7.22%,6.70%,18.02%,-1.74%,-
Enterprise Value,"23,939","24,190","23,054","28,074","39,413","41,112","39,195","43,652","42,651","45,853","47,913","44,884","48,436","46,730","49,261","70,278","79,052","84,737","90,076","80,469","87,029","87,553","87,058","92,345","81,028","80,762","82,441","86,927","84,447","85,152","85,803","86,795","91,049","83,868","78,448","87,773","86,427","90,733","89,392","85,683","84,430"
PE Ratio,23.79,23.47,18.42,23.23,25.68,36.39,40.13,47.20,39.70,31.62,39.21,26.87,29.71,54.83,43.29,165.99,-576.95,103.08,439.21,67.54,72.49,86.70,63.11,96.79,67.51,82.63,87.94,48.12,43.08,37.92,35.26,42.62,41.39,42.18,37.63,47.41,46.02,47.43,52.67,58.09,57.46
PS Ratio,2.74,2.74,2.59,3.15,3.27,3.15,2.71,2.90,2.63,2.92,3.07,2.83,3.17,3.42,3.69,3.98,4.27,4.34,4.37,3.54,3.94,3.97,3.95,4.24,3.58,3.84,4.20,4.23,3.97,3.81,3.69,3.74,4.00,3.71,3.37,3.85,3.74,3.94,3.87,3.63,3.57
PB Ratio,4.25,4.25,4.32,5.27,3.87,4.09,3.89,4.50,4.20,4.48,5.01,4.64,4.90,3.31,3.44,2.30,2.73,3.00,3.33,2.82,3.15,3.16,3.24,3.47,2.97,2.71,2.84,2.94,2.85,2.93,2.98,2.96,3.09,2.76,2.51,2.83,2.74,2.89,2.91,2.80,2.75
P/FCF Ratio,15.72,15.16,19.98,25.99,33.99,32.77,24.60,25.15,19.48,18.51,20.51,20.20,20.86,30.29,24.46,27.70,34.32,34.85,35.45,31.71,33.45,28.82,28.78,25.95,24.83,26.28,24.35,20.63,16.86,16.59,20.45,26.88,38.97,46.79,38.26,52.95,61.48,43.02,35.46,26.73,26.26
P/OCF Ratio,11.07,10.95,12.50,15.93,18.57,18.64,16.12,17.03,14.38,14.21,14.95,14.58,15.14,19.55,17.49,19.10,22.83,23.84,24.37,21.66,23.37,20.82,20.51,19.37,17.81,18.96,19.06,16.65,13.95,13.66,15.19,18.86,24.88,26.91,24.13,30.55,33.47,28.42,25.09,20.64,20.27
Debt / Equity Ratio,0.75,0.74,0.79,2.00,1.93,1.82,1.79,1.77,1.63,1.48,1.51,1.45,1.29,1.51,1.46,1.07,1.08,1.04,1.02,0.98,0.97,0.94,0.92,0.92,1.01,0.78,0.75,0.72,0.71,0.73,0.74,0.72,0.76,0.64,0.64,0.65,0.71,0.65,0.62,0.64,0.64
Quick Ratio,1.86,1.84,1.76,4.72,0.82,0.74,0.72,0.69,0.82,0.87,0.80,0.61,0.62,4.78,4.77,0.68,0.84,0.62,0.50,0.46,0.43,0.45,0.52,0.40,0.53,0.82,0.91,0.83,1.12,0.69,0.72,0.63,0.85,0.71,0.43,0.40,0.61,0.50,0.61,0.46,0.46
