,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"2,072","2,157","2,202","2,051","2,051","3,120","3,060","2,986","3,067","3,198","3,231","2,922","2,969","3,035","3,166","3,080","4,222","4,278","4,402","4,160","4,195","4,350","4,584","4,225","4,253","3,855","3,741","5,315","4,907","4,607","4,849","4,718","4,750","4,641","4,761","4,586","4,821","4,878","5,087","4,706"
Revenue Growth (YoY),3.60%,5.07%,4.81%,1.79%,-1.01%,44.65%,38.96%,45.59%,49.54%,2.50%,5.59%,-2.14%,-3.20%,-5.10%,-2.01%,5.41%,42.20%,40.96%,39.04%,35.06%,-0.64%,1.68%,4.13%,1.56%,1.38%,-11.38%,-18.39%,25.80%,15.38%,19.51%,29.62%,-11.23%,-3.20%,0.74%,-1.81%,-2.80%,1.49%,5.11%,6.85%,2.62%
Cost of Revenue,"1,019","1,046","1,100","1,006","1,005","1,946","1,630","1,578","1,584","1,651","1,679","1,470","1,537","1,532","1,589","1,527","2,616","2,262","2,309","2,187","2,221","2,276","2,318","2,247","2,520","2,195","2,314","2,583","2,661","2,649","2,762","2,498","2,637","2,574","2,684","2,453","2,586","2,778","3,386","2,679"
Gross Profit,"1,053","1,111","1,102","1,045","1,046","1,174","1,430","1,408","1,483","1,547","1,552","1,452","1,432","1,503","1,577","1,553","1,606","2,016","2,093","1,973","1,974","2,074","2,266","1,978","1,733","1,660","1,427","2,732","2,246","1,958","2,087","2,220","2,113","2,067","2,077","2,133","2,235","2,100","1,701","2,027"
"Selling, General & Admin",525,528,561,544,511,751,757,748,732,728,796,709,724,719,758,773,"1,056","1,086","1,101","1,073","1,089","1,076","1,094","1,121","1,025",980,"1,059","1,149","1,148","1,200","1,285","1,185","1,192","1,149","1,182","1,187","1,205","1,190","1,138","1,213"
Research & Development,147,137,140,129,129,178,196,187,182,207,253,182,187,186,216,191,259,277,277,258,252,282,270,270,264,262,242,291,317,330,368,314,327,315,300,313,337,306,281,290
Other Operating Expenses,0,0,0,23,113,108,182,121,104,96,407,-249,76,822,116,354,104,142,140,-244,497,90,792,86,75,59,442,50,348,-64,53,30,28,66,104,47,66,57,-65,86
Operating Expenses,672,665,701,696,753,"1,037","1,135","1,056","1,018","1,031","1,456",642,987,"1,727","1,090","1,318","1,419","1,505","1,518","1,087","1,838","1,448","2,156","1,477","1,364","1,301","1,743","1,490","1,813","1,466","1,706","1,529","1,547","1,530","1,586","1,547","1,608","1,553","1,354","1,589"
Operating Income,381,446,401,349,293,137,295,352,465,516,96,810,445,-224,487,235,187,511,575,886,136,626,110,501,369,359,-316,"1,242",433,492,381,691,566,537,491,586,627,547,347,438
Interest Expense / Income,33,33,36,76,91,105,99,97,99,97,95,95,86,184,157,158,185,182,181,171,171,156,141,136,134,135,123,118,124,115,111,98,97,99,104,102,118,119,113,111
Other Expense / Income,-15,-10,-12,-13,-23,-7,6,-11,-10,-3,-7,22,-3,-4,4,-28,-4,-318,-20,-,-38,10,-30,-30,35,-24,-533,-34,3,-120,10,-117,-37,46,67,3,-20,-43,98,-31
Pretax Income,363,423,377,286,225,39,190,266,376,422,8,693,362,-404,326,105,6,647,414,715,3,460,-1,395,200,248,94,"1,158",306,497,260,710,506,392,320,481,529,471,136,358
Income Tax,76,97,76,50,9,-23,9,37,38,32,-10,131,18,-271,-1,241,18,53,549,115,-17,9,-164,117,17,-38,-34,154,6,-28,-4,32,52,31,33,-28,68,64,28,77
Net Income,287,326,301,236,216,62,181,229,338,390,18,562,344,-133,327,-136,-12,594,-135,600,20,451,163,278,183,286,128,"1,004",300,525,264,678,454,361,287,509,461,407,108,281
Preferred Dividends,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38,38,38,38,38,38,38,38,38,38,38,9,23,23,23,23,22,23,23,23,22,23,23,15,0,0
Net Income Common,287,326,301,236,216,62,181,229,338,390,18,562,344,-165,289,-174,-50,556,-173,562,-18,413,125,240,145,277,105,981,277,502,242,655,431,338,265,486,438,392,108,281
Net Income Growth,3.99%,7.95%,234.44%,-12.92%,-24.74%,-80.98%,-39.87%,-2.97%,56.48%,529.03%,-90.06%,145.41%,1.78%,-,1505.56%,-,-,-,-,-,-,-25.72%,-,-57.30%,-,-32.93%,-16.00%,308.75%,91.03%,81.23%,130.48%,-33.23%,55.60%,-32.67%,9.50%,-25.80%,1.62%,15.98%,-59.25%,-42.18%
Shares Outstanding (Basic),193,193,192,192,193,209,210,211,212,212,213,212,213,213,228,228,266,267,268,268,269,270,270,270,271,272,290,290,291,291,287,284,285,285,285,283,284,284,290,290
Shares Change,-0.48%,-0.54%,-1.22%,-1.09%,-0.04%,8.38%,9.60%,9.77%,9.78%,1.35%,1.27%,0.75%,0.48%,0.52%,6.88%,7.38%,25.10%,25.27%,17.58%,17.67%,1.06%,0.95%,0.89%,0.82%,0.78%,0.76%,7.38%,7.24%,7.15%,7.01%,-0.92%,-2.07%,-1.99%,-1.98%,-0.69%,-0.23%,-0.31%,-0.37%,1.72%,2.48%
EPS (Basic),1.48,1.69,1.56,1.22,1.10,0.30,0.85,1.08,1.59,1.83,0.08,2.64,1.61,-0.75,1.27,-0.76,-0.19,2.08,-0.68,2.09,-0.07,1.53,0.46,0.88,0.53,0.98,0.34,3.38,0.95,1.73,0.86,2.30,1.51,1.18,0.94,1.71,1.54,1.37,0.35,0.97
EPS (Diluted),1.45,1.65,1.52,1.20,1.08,0.29,0.83,1.06,1.56,1.80,0.08,2.58,1.58,-0.75,1.24,-0.76,-0.19,2.03,-0.67,2.05,-0.07,1.51,0.45,0.87,0.53,0.97,0.33,3.35,0.94,1.72,0.85,2.28,1.50,1.18,0.93,1.70,1.53,1.36,0.34,0.96
EPS Growth,4.32%,8.55%,237.78%,-12.41%,-25.52%,-82.42%,-45.39%,-11.67%,44.44%,520.69%,-90.36%,143.40%,1.28%,-,1450.00%,-,-,-,-,-,-,-25.62%,-,-57.56%,-,-35.76%,-26.67%,285.06%,77.36%,77.32%,157.58%,-31.94%,59.57%,-31.40%,9.41%,-25.44%,2.00%,15.25%,-63.44%,-43.53%
