,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,166.33,128.99,143.86,159.95,249.13,239.43,44.89,361.41,482.87,359.5
Depreciation & Amortization,147.79,146.83,162.33,334.2,359.69,374.28,345.9,303.33,319.7,352.28
Share-Based Compensation,11.05,11.29,12.31,24.39,12.55,19.51,13.58,17.09,10.39,24.86
Other Operating Activities,-68.49,-22.63,-42.38,-64.89,-11.04,-11.95,94.75,-22.44,-157.14,-22.11
Operating Cash Flow,277.74,285.54,297.18,469.78,610.33,621.27,499.12,659.39,655.82,719.59
Operating Cash Flow Growth,10.77%,2.81%,4.07%,58.08%,29.92%,1.79%,-19.66%,32.11%,-0.54%,9.72%
Capital Expenditures,-119.45,-98.53,-98.29,-241.76,24.25,-62.44,8.64,28.56,-52.29,-221.69
Acquisitions,-98.55,-39.24,-313.04,-758.44,-144.88,-225.8,-36.08,-315.58,-157.43,-129.59
Change in Investments,7.71,-1.58,2.7,-7.03,14.6,-3.81,-6.16,0.67,3.61,9.3
Other Investing Activities,-,-,-,-,-,9.35,7.96,-,-,-
Investing Cash Flow,-210.29,-139.35,-408.63,"-1,007.23",-106.02,-282.69,-25.64,-286.35,-206.11,-341.98
Dividends Paid,-172.9,-181.39,-201.03,-322.65,-375.98,-390.6,-300.54,-403.09,-428.28,-453.07
Share Issuance / Repurchase,102.45,188.59,541.86,69.91,-220.52,-38.97,120.37,78.52,-20.52,-27.6
Debt Issued / Paid,72.73,-183.69,-204.36,"1,196",123.21,192.89,11.64,-307.01,-6.75,149.91
Other Financing Activities,-36.64,-46.62,-47.77,-374.66,-35.21,-31.53,-42.06,-24.88,-20.42,-24.28
Financing Cash Flow,-34.36,-223.12,88.71,568.95,-508.49,-268.21,-210.59,-656.46,-475.96,-355.04
Net Cash Flow,33.09,-76.92,-22.74,31.5,-4.19,70.37,262.89,-283.42,-26.25,22.58
Free Cash Flow,158.29,187.01,198.89,228.03,634.58,558.83,507.76,687.95,603.53,497.9
Free Cash Flow Growth,-33.82%,18.14%,6.35%,14.65%,178.29%,-11.94%,-9.14%,35.49%,-12.27%,-17.50%
Free Cash Flow Margin,29.43%,32.82%,32.37%,23.17%,56.61%,49.32%,49.97%,58.99%,49.31%,37.65%
Free Cash Flow Per Share,1.70,1.99,1.90,1.34,3.75,3.33,2.99,4.02,3.53,2.70
