,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"3,953","4,033","4,062","4,724","6,026","6,178","5,923","5,665","7,683","6,743"
Revenue Growth (YoY),1.59%,2.02%,0.72%,16.30%,27.56%,2.52%,-4.13%,-4.36%,35.62%,-12.23%
Gross Profit,"3,953","4,033","4,062","4,724","6,026","6,178","5,923","5,665","7,683","6,743"
"Selling, General & Admin","2,346","2,311","2,375","3,042","3,260","3,218","3,139","3,259","3,598","3,602"
Other Operating Expenses,466,450,465,714,838,757,762,850,831,808
Operating Expenses,"2,812","2,761","2,840","3,756","4,098","3,975","3,901","4,109","4,429","4,410"
Operating Income,"1,141","1,272","1,222",968,"1,928","2,203","2,022","1,556","3,254","2,333"
Other Expense / Income,-40,46,3,-2,-5,-7,-9,-14,-13,-6
Pretax Income,"1,181","1,226","1,219",970,"1,933","2,210","2,031","1,570","3,267","2,339"
Income Tax,271,326,303,179,637,344,314,227,642,422
Net Income,910,900,916,791,"1,296","1,866","1,717","1,343","2,625","1,917"
Preferred Dividends,23,22,23,37,70,66,97,106,106,118
Net Income Common,887,878,893,754,"1,226","1,800","1,620","1,237","2,519","1,799"
Net Income Growth,6.10%,-1.01%,1.71%,-15.57%,62.60%,46.82%,-10.00%,-23.64%,103.64%,-28.58%
Shares Outstanding (Basic),907,871,837,928,"1,072","1,041",992,968,947,924
Shares Outstanding (Diluted),913,878,844,939,"1,089","1,055","1,002",975,957,933
Shares Change,-3.25%,-3.77%,-3.84%,11.14%,15.99%,-3.12%,-4.97%,-2.74%,-1.78%,-2.54%
EPS (Basic),0.98,1.01,1.06,0.81,1.14,1.73,1.63,1.28,2.65,1.94
EPS (Diluted),0.97,0.99,1.05,0.80,1.13,1.71,1.62,1.27,2.63,1.93
EPS Growth,8.99%,2.06%,6.06%,-23.81%,41.25%,51.33%,-5.26%,-21.60%,107.09%,-26.62%
Free Cash Flow,"1,455","1,224","1,057","1,544","1,703","2,409","2,839","1,610","1,091","4,389"
Free Cash Flow Per Share,1.60,1.41,1.26,1.66,1.59,2.31,2.86,1.66,1.15,4.75
Dividend Per Share,0.215,0.250,0.290,0.330,0.380,0.565,0.710,0.740,0.750,0.790
Dividend Growth,19.44%,16.28%,16.00%,13.79%,15.15%,48.68%,25.66%,4.23%,1.35%,5.33%
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
Operating Margin,28.86%,31.54%,30.08%,20.49%,31.99%,35.66%,34.14%,27.47%,42.35%,34.60%
Profit Margin,22.44%,21.77%,21.98%,15.96%,20.35%,29.14%,27.35%,21.84%,32.79%,26.68%
Free Cash Flow Margin,36.81%,30.35%,26.02%,32.68%,28.26%,38.99%,47.93%,28.42%,14.20%,65.09%
Effective Tax Rate,22.95%,26.59%,24.86%,18.45%,32.95%,15.57%,15.46%,14.46%,19.65%,18.04%
EBITDA,"1,402","1,472","1,466","1,284","2,340","2,592","2,272","1,681","3,299","2,476"
EBITDA Margin,35.47%,36.50%,36.09%,27.18%,38.83%,41.96%,38.36%,29.67%,42.94%,36.72%
Depreciation & Amortization,221,246,247,314,407,382,241,111,32,137
EBIT,"1,181","1,226","1,219",970,"1,933","2,210","2,031","1,570","3,267","2,339"
EBIT Margin,29.88%,30.40%,30.01%,20.53%,32.08%,35.77%,34.29%,27.71%,42.52%,34.69%
