,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,887,878,893,754,"1,226","1,800","1,620","1,237","2,519","1,799"
Depreciation & Amortization,221,246,247,314,407,382,241,111,32,137
Share-Based Compensation,35,44,58,99,100,99,96,101,104,120
Other Operating Activities,381,130,-90,485,12,159,852,118,"-1,608","2,295"
Operating Cash Flow,"1,547","1,320","1,131","1,689","1,815","2,506","2,906","1,673","1,153","4,469"
Operating Cash Flow Growth,19.09%,-14.67%,-14.32%,49.34%,7.46%,38.07%,15.96%,-42.43%,-31.08%,287.60%
Capital Expenditures,-92,-96,-74,-145,-112,-97,-67,-63,-62,-80
Acquisitions,732,-47,0,-481,-144,0,-185,0,-29,-70
Change in Investments,"-4,886","-2,725","-2,017","-5,876","-2,089","-2,494","-4,748","-24,724","-15,049","-10,856"
Other Investing Activities,54,52,68,45,106,109,82,66,72,72
Investing Cash Flow,"-4,192","-2,816","-2,023","-6,457","-2,239","-2,482","-4,918","-24,721","-15,068","-10,934"
Dividends Paid,-217,-240,-267,-335,-480,-656,-804,-829,-823,-854
Share Issuance / Repurchase,-448,-457,-426,-108,-639,"-1,078",-817,-126,"-1,117",6
Debt Issued / Paid,"1,010",-507,"2,491",225,805,-722,"-1,276",986,"-1,581","16,718"
Other Financing Activities,"2,333","2,736",-952,"5,056",732,"2,439","4,963","23,376","17,258","-9,431"
Financing Cash Flow,"2,678","1,532",846,"4,838",418,-17,"2,066","23,407","13,737","6,439"
Net Cash Flow,33,36,-46,70,-6,7,54,359,-178,-26
Free Cash Flow,"1,455","1,224","1,057","1,544","1,703","2,409","2,839","1,610","1,091","4,389"
Free Cash Flow Growth,28.08%,-15.88%,-13.64%,46.07%,10.30%,41.46%,17.85%,-43.29%,-32.24%,302.29%
Free Cash Flow Margin,36.81%,30.35%,26.02%,32.68%,28.26%,38.99%,47.93%,28.42%,14.20%,65.09%
Free Cash Flow Per Share,1.60,1.41,1.26,1.66,1.59,2.31,2.86,1.66,1.15,4.75
