,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"6,942","7,533","6,655","11,733","8,655","9,157","9,383","11,302","7,886","8,605","8,986","8,801","8,190","8,737","8,569","8,813","9,235","8,121","8,034","7,637","6,836","9,167","9,763","9,485","15,039","19,992","10,564","7,752","7,059","8,271","9,764","8,052","7,409","10,090","13,494","14,614","10,812","7,254","6,811","12,691"
Short-Term Investments,"5,282","3,797","3,422","1,359",976,468,474,750,466,660,682,"1,228","1,015","1,589","1,463","1,179",656,"1,649","1,956",927,893,439,"1,150",545,488,"12,438","16,552","17,838","14,861","13,071","10,231","8,192","4,873","1,358",763,"2,606","3,955","6,508","6,561","3,274"
Cash & Cash Equivalents,"12,224","11,330","10,077","13,092","9,631","9,625","9,857","12,052","8,352","9,265","9,668","10,029","9,205","10,326","10,032","9,992","9,891","9,770","9,990","8,564","7,729","9,606","10,913","10,030","15,527","32,430","27,116","25,590","21,920","21,342","19,995","16,244","12,282","11,448","14,257","17,220","14,767","13,762","13,372","15,965"
Cash Growth,3.13%,-20.91%,-36.67%,-14.20%,-21.21%,-15.05%,-2.18%,-7.94%,-13.28%,-3.74%,-1.92%,-16.79%,10.21%,11.45%,3.76%,-0.37%,7.45%,-5.38%,-0.42%,-14.29%,-21.86%,-1.68%,9.24%,17.12%,100.89%,237.60%,148.47%,155.13%,41.17%,-34.19%,-26.26%,-36.52%,-43.97%,-46.36%,-28.70%,6.01%,20.23%,20.21%,-6.21%,-7.29%
Receivables,"10,877","11,111","11,403","11,290","11,572","11,311","12,312","12,283","12,949","12,969","13,290","13,033","13,442","13,450","14,118","14,153","15,621","15,802","16,045","16,782","16,453","15,848","16,885","14,607","14,841","13,532","13,732","11,987","13,129","13,632","14,127","13,073","13,135","14,091","13,657","12,755","14,056","13,492","13,267","11,925"
Inventory,"44,941","46,251","47,058","46,756","48,502","49,028","48,624","47,257","47,266","44,182","42,680","43,199","43,247","42,453","43,031","61,388","61,303","61,250","62,038","62,567","65,369","68,492","73,279","76,622","80,020","83,745","86,961","81,715","82,668","81,799","81,897","78,823","79,819","79,917","79,777","78,151","78,503","78,322","78,972","79,741"
Other Current Assets,"-3,265","-3,165","-3,320","-3,371","-3,284","-3,158","-3,217","-3,358","-2,980","-2,909","-3,401","-3,773","-3,527","-3,398","-3,039",-339,-272,-421,-387,-83,-42,"1,165",579,970,623,570,"3,203","2,350","2,228","2,322",869,526,776,544,"1,560","1,397","1,485","1,836","1,324","1,644"
Total Current Assets,"64,777","65,527","65,218","67,767","66,421","66,806","67,576","68,234","65,587","63,507","62,237","62,488","62,367","62,831","64,142","85,194","86,543","86,401","87,686","87,830","89,509","95,111","101,656","102,229","111,011","130,277","131,012","121,642","119,945","119,095","116,888","108,666","106,012","106,000","109,251","109,523","108,811","107,412","106,935","109,275"
"Property, Plant & Equipment","10,263","10,449","10,707","11,007","11,172","11,338","11,614","12,076","12,269","12,533","12,713","12,807","12,842","12,820","12,712","12,672","12,628","12,605","12,571","12,645","12,594","12,601","12,527","12,502","12,405","12,182","11,969","11,820","11,643","11,341","11,113","10,918","10,755","10,617","10,508","10,550","10,493","10,455","10,484","10,661"
Long-Term Investments,"1,208","1,196","1,203","1,154","1,154","1,256","1,277","1,284","1,297","1,312","1,303","1,317","1,319","1,278","1,270","1,260","1,248","1,203","1,190","1,087","1,183","1,142","1,117","1,092","1,124","1,066","1,052","1,016",980,883,963,975,992,981,979,983,969,"1,025","1,061","1,035"
