,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"93,290","92,779","91,792","92,667","108,261","95,927","88,980","96,873","86,455","82,729","82,183","96,080","110,689","119,358","150,259","175,642","194,498","195,462","213,660","183,143","219,654","204,803","214,094","183,335","83,921","103,441","93,281","120,843","148,501","140,097","128,918","118,316","111,644","80,888","71,899","113,529","127,084","127,032","115,622","157,693","124,400"
Market Cap Growth,43.71%,19.38%,3.55%,-9.65%,16.05%,3.39%,-3.06%,4.54%,-20.14%,-13.76%,-7.64%,-0.82%,28.03%,44.28%,82.84%,82.81%,75.72%,63.76%,42.19%,4.27%,12.93%,4.78%,0.20%,0.10%,-61.79%,-49.49%,-56.43%,-34.09%,76.95%,35.44%,38.20%,-2.09%,-24.82%,-42.26%,-44.23%,-4.05%,13.83%,57.05%,60.81%,38.90%,-
Enterprise Value,"90,001","90,332","90,595","88,645","107,668","95,318","88,139","94,785","88,067","84,479","82,971","96,003","112,283","119,807","150,995","176,767","197,059","197,810","215,546","188,426","226,669","214,413","227,833","200,607","107,321","132,390","127,124","158,836","190,156","182,314","171,342","160,174","157,103","126,640","114,861","153,310","167,708","165,538","154,522","194,035","160,742"
PE Ratio,20.99,18.52,17.61,17.02,18.61,18.19,15.84,18.72,17.09,22.27,19.16,19.09,20.52,16.18,21.75,20.77,20.79,19.94,20.63,17.51,21.68,41.01,56.37,-288.26,-24.59,-36.33,-20.90,-10.18,-12.60,-15.89,-15.20,-28.16,-22.86,-15.33,-8.51,-23.00,-30.77,-28.41,-40.81,-70.97,-70.97
PS Ratio,1.06,1.05,1.02,1.02,1.17,1.01,0.92,1.01,0.90,0.86,0.87,1.03,1.19,1.31,1.64,1.87,2.04,2.02,2.19,1.81,2.18,2.22,2.46,2.40,1.19,1.55,1.54,2.08,2.63,2.27,2.05,1.90,1.83,1.33,1.17,1.70,1.80,1.73,1.53,2.03,1.60
PB Ratio,6.43,6.60,6.33,10.69,13.69,15.31,13.20,15.29,21.38,141.42,39.34,117.60,1165.15,-58.59,138.36,106.06,159.16,-135.64,-165.76,540.25,1757.23,-38.48,-52.01,-21.28,-8.68,-8.87,-7.89,-6.60,-8.22,-8.40,-8.93,-7.89,-7.25,-5.43,-4.06,-7.15,-8.19,-8.19,-6.91,-9.15,-9.15
P/FCF Ratio,13.87,18.32,29.95,13.92,19.54,14.10,10.14,13.93,10.84,10.51,10.05,12.13,12.27,10.82,13.15,15.01,15.16,15.49,15.49,13.35,16.46,24.85,182.05,-46.46,-7.62,-6.54,-5.23,-6.22,-8.06,-10.39,-14.72,-30.60,-29.79,-24.77,-390.75,48.83,24.91,16.16,24.87,35.36,27.89
P/OCF Ratio,10.64,13.05,17.52,10.46,13.82,10.29,7.91,10.35,8.19,7.92,7.62,9.15,9.78,9.13,11.32,13.16,13.52,13.85,13.98,11.95,14.67,21.11,78.68,-74.95,-8.80,-7.27,-5.61,-6.56,-8.49,-11.03,-15.84,-34.64,-34.41,-30.17,93.25,32.33,19.83,13.80,19.16,26.46,20.87
Debt / Equity Ratio,0.62,0.63,0.61,1.05,1.14,1.44,1.34,1.57,2.46,18.83,5.01,12.18,113.67,-5.29,9.92,6.71,10.19,-8.41,-9.21,40.85,117.95,-3.61,-5.99,-3.17,-4.03,-5.26,-5.16,-3.47,-3.52,-3.81,-4.32,-3.87,-3.75,-3.84,-3.23,-3.59,-3.57,-3.37,-3.12,-3.04,-3.04
Quick Ratio,0.44,0.42,0.40,0.51,0.38,0.37,0.38,0.48,0.43,0.45,0.47,0.46,0.45,0.45,0.44,0.32,0.34,0.33,0.33,0.31,0.29,0.28,0.30,0.25,0.32,0.50,0.44,0.43,0.39,0.40,0.40,0.36,0.31,0.30,0.31,0.33,0.31,0.30,0.29,0.29,0.29
