,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-09-25,2016-12-25,2017-03-26,2017-06-25,2017-09-24,2017-12-24,2018-03-25,2018-06-24,2018-09-30,2018-12-30,2019-03-31,2019-06-30,2019-09-29,2019-12-29,2020-03-29,2020-06-28,2020-09-27,2020-12-27,2021-03-28,2021-06-27,2021-09-26,2021-12-26,2022-03-27,2022-06-26,2022-09-25,2022-12-25,2023-03-26,2023-06-25,2023-09-24,2023-12-24,Current
Market Capitalization,"134,069","133,325","125,802","125,726","110,562","105,384","83,619","74,478","76,030","76,560","92,471","98,745","84,073","84,081","76,888","95,423","79,436","86,733","105,820","68,863","69,024","92,478","93,156","101,396","76,115","99,016","129,186","168,281","151,077","155,269","151,017","204,669","178,032","140,112","136,096","124,252","139,107","126,361","120,171","159,704","170,402"
Market Cap Growth,16.57%,26.31%,8.84%,0.84%,-17.53%,-20.96%,-33.53%,-40.76%,-31.23%,-27.35%,10.59%,32.58%,10.58%,9.82%,-16.85%,-3.36%,-5.52%,3.15%,37.63%,-27.83%,-13.11%,6.62%,-11.97%,47.24%,10.27%,7.07%,38.68%,65.96%,98.48%,56.81%,16.90%,21.62%,17.84%,-9.76%,-9.88%,-39.29%,-21.86%,-9.81%,-11.70%,28.53%,-
Enterprise Value,"117,441","115,172","108,237","107,938","96,103","94,966","77,267","68,900","71,570","71,223","85,580","99,617","86,028","85,116","61,473","82,866","62,959","73,304","110,102","74,934","75,097","94,546","96,829","105,908","82,117","104,341","133,698","171,714","155,286","158,102","154,348","209,109","182,166","148,809","145,196","132,891","148,416","133,174","124,245","163,130","173,828"
PE Ratio,19.39,17.61,15.79,15.59,15.45,17.27,15.86,15.53,15.49,14.81,16.21,20.20,18.79,21.58,31.45,-22.61,-17.12,-20.16,-21.32,33.00,28.52,27.47,21.24,23.90,18.80,36.09,24.85,25.01,18.83,16.87,16.70,20.50,15.96,10.89,10.52,10.56,13.20,14.67,16.62,20.57,22.13
PS Ratio,5.21,5.07,4.75,4.66,4.02,3.97,3.31,3.11,3.36,3.35,3.93,4.15,3.62,3.73,3.45,4.28,3.53,3.82,4.68,3.22,3.26,3.66,3.84,4.14,3.08,4.95,5.49,6.31,5.14,4.77,4.50,5.68,4.53,3.33,3.08,2.89,3.39,3.28,3.36,4.40,4.70
PB Ratio,3.51,3.44,3.21,3.24,2.92,3.17,2.66,2.46,2.57,2.50,2.91,3.16,2.68,2.69,2.50,3.99,3.34,3.76,131.13,19.04,17.85,16.93,18.98,22.47,25.00,29.95,21.26,22.80,20.35,18.99,15.18,18.06,13.36,8.73,7.56,6.61,7.06,6.11,5.57,6.93,7.39
P/FCF Ratio,17.11,15.46,16.26,17.27,21.27,23.13,17.50,14.11,11.27,11.71,13.04,16.63,13.95,19.49,17.84,21.74,19.75,14.78,33.87,38.43,33.10,18.85,14.56,14.45,10.67,25.23,29.31,26.75,18.93,16.53,17.46,27.59,24.73,21.00,19.90,15.20,19.93,18.08,12.05,16.12,17.20
P/OCF Ratio,14.60,13.64,14.16,14.84,18.43,19.37,15.19,12.66,10.45,10.94,12.12,15.24,12.81,17.18,15.37,18.43,16.30,12.84,27.08,27.52,24.83,16.41,12.79,12.60,9.13,18.68,22.22,21.38,15.58,13.86,14.33,21.73,19.34,16.06,14.96,12.26,15.64,14.60,10.64,14.32,15.28
Debt / Equity Ratio,-,-,-,-,0.03,0.33,0.35,0.36,0.40,0.38,0.37,0.37,0.38,0.70,0.71,0.95,0.97,0.97,20.29,4.53,4.24,3.01,3.25,3.53,5.24,4.82,2.59,2.13,2.12,1.92,1.58,1.39,1.18,0.97,0.86,0.90,0.81,0.75,0.71,0.67,0.67
Quick Ratio,3.19,3.36,3.32,3.13,2.86,3.83,3.16,2.75,2.58,2.78,2.85,1.61,1.40,2.66,3.75,3.20,3.40,2.41,1.32,1.30,1.33,1.54,1.65,1.54,1.33,1.57,1.75,1.78,1.64,1.38,1.34,1.25,1.16,0.90,1.01,1.21,1.32,1.47,1.51,1.70,1.70
