,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"11,683","15,531","15,222","15,889","16,194","19,809","15,540","22,913","13,786","15,914","15,107"
Market Cap Growth,118.61%,32.94%,-1.99%,4.38%,1.92%,22.32%,-21.55%,47.44%,-39.83%,15.44%,-
Enterprise Value,"16,697","20,723","20,615","21,517","21,648","25,613","21,782","29,213","19,770",-,"15,107"
PE Ratio,95.64,66.91,36.68,36.69,41.51,45.09,27.32,46.90,33.76,-639.55,62.54
PS Ratio,12.05,13.00,11.76,11.65,11.57,13.57,10.39,15.91,8.58,9.53,9.05
PB Ratio,1.94,2.49,2.46,2.53,2.58,3.18,2.59,3.82,2.41,0,0
P/FCF Ratio,28.21,27.73,23.33,22.86,21.74,24.23,21.79,29.22,16.97,16.68,17.06
P/OCF Ratio,23.70,25.15,21.36,20.74,19.59,21.55,19.35,25.31,14.13,16.68,15.42
EV/Sales Ratio,17.23,17.35,15.93,15.78,15.46,17.54,14.56,20.28,12.30,-,9.05
EV/EBITDA Ratio,24.98,23.93,21.92,19.27,20.67,22.12,16.79,26.08,17.87,-,13.67
EV/EBIT Ratio,54.26,50.25,41.34,33.22,38.14,37.99,28.21,48.69,34.87,-,27.14
EV/FCF Ratio,40.32,37.00,31.59,30.95,29.06,31.34,30.55,37.26,24.33,-,17.06
Debt / Equity Ratio,0.85,0.85,0.90,0.91,0.89,0.95,1.05,1.06,1.05,0,0
Debt / EBITDA Ratio,4.54,5.90,5.65,4.98,5.43,4.84,4.54,5.65,5.75,5.32,-
Debt / FCF Ratio,7.33,9.12,8.15,8.00,7.64,6.86,8.25,8.07,7.83,6.32,-
Quick Ratio,0.47,0.98,0.86,0.73,1.37,6.54,2.34,1.73,4.96,0,0
Current Ratio,0.70,1.20,1.22,0.84,1.50,6.54,2.65,1.73,4.96,0,0
Asset Turnover,0.08,0.10,0.11,0.11,0.11,0.11,0.12,0.11,0.13,0,1098.40
Interest Coverage,1.22,1.66,2.02,2.10,2.13,3.23,3.68,2.76,3.02,-2.79,-2.39
Return on Equity (ROE),6.47%,3.85%,6.65%,6.99%,6.22%,7.01%,9.15%,8.14%,6.81%,-0.44%,-
Return on Assets (ROA),2.35%,2.01%,3.46%,3.54%,3.12%,3.55%,4.48%,3.78%,3.14%,-0.20%,63142.45%
Return on Capital (ROIC),-2.51%,-0.27%,3.61%,0.37%,2.09%,5.66%,6.36%,4.17%,4.94%,4.98%,-
Earnings Yield,1.05%,1.49%,2.73%,2.73%,2.41%,2.22%,3.66%,2.13%,2.96%,-0.16%,1.60%
FCF Yield,3.54%,3.61%,4.29%,4.38%,4.60%,4.13%,4.59%,3.42%,5.89%,6.00%,5.86%
Dividend Yield,2.23%,2.36%,2.70%,2.84%,2.99%,2.67%,3.45%,2.37%,4.11%,0.00%,3.93%
Payout Ratio,213.32%,158.22%,99.07%,104.06%,124.10%,120.30%,94.24%,111.12%,138.60%,0.00%,245.51%
Buyback Yield / Dilution,-51.88%,-14.75%,-0.81%,-0.47%,-0.28%,0.22%,0.57%,0.73%,-,1.39%,0.84%
Total Shareholder Return,-49.65%,-12.39%,1.89%,2.36%,2.71%,2.89%,4.02%,3.10%,4.11%,1.39%,4.77%
