,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,831.6,734.34,642.9,676.36,738.46,756.33,642.64,710.25,712.43,919.17,750.67,876.89,913.81,938.65,969.58,975.82,"1,021","1,070","1,093","1,120","1,097","1,258","1,413","1,509","1,424","1,460","1,539","1,651","1,804","1,925","2,084","2,353","2,289","2,487","2,724","2,984","2,433","2,355","2,397","2,487"
Revenue Growth (YoY),14.07%,1.99%,-2.34%,-4.08%,-11.20%,2.99%,-0.04%,5.01%,-3.52%,21.53%,16.81%,23.46%,28.27%,2.12%,29.16%,11.28%,11.76%,13.99%,12.76%,14.76%,7.44%,17.61%,29.28%,34.78%,29.77%,15.98%,8.86%,9.37%,26.67%,31.92%,35.44%,42.51%,26.88%,29.15%,30.74%,26.83%,6.29%,-5.29%,-12.02%,-16.66%
Cost of Revenue,342.83,326.67,288.47,283.21,320.28,323.27,270.24,280.98,274.6,337.57,277.84,318.51,343.27,346.6,353.12,347,368.36,377.57,381.39,408.26,486.95,592.79,604.24,633.62,590.16,621.54,620.56,669.73,709.63,772.24,813.62,908.16,892.09,978.56,"1,041","1,209","1,005",962.95,946.89,976.75
Gross Profit,488.77,407.68,354.43,393.14,418.18,433.07,372.4,429.27,437.83,581.6,472.84,558.38,570.54,592.05,616.46,628.82,652.94,692.44,711.87,711.64,610.37,665.65,809.17,875.84,833.81,838.05,918.06,981.14,"1,094","1,153","1,270","1,444","1,397","1,508","1,683","1,775","1,427","1,392","1,450","1,510"
"Selling, General & Admin",93.45,96.22,101.64,104.87,98.61,101.74,91.66,96.53,87.41,103.8,94.39,93.53,96.25,104.04,107.43,105.27,113.24,116.37,114.44,112.46,182.18,190.04,188.35,192.25,185.76,167.79,172.63,181.91,183.04,192.02,193.26,213.48,216.49,236.78,253.98,243.1,238.39,250.86,239.65,237.24
Research & Development,134.16,138.45,143.64,133.56,124.58,128.84,119.94,118.27,115.59,127.45,129.23,130.91,130.17,136.37,146.69,156.7,153.24,151.91,153.53,165.9,184.89,206.71,210.58,220.75,215.43,217.1,219.04,229.06,238.96,241.43,258.15,265.03,285.19,296.88,318.52,332.83,328.28,317.11,311.21,320.42
Other Operating Expenses,0,-16.2,-3.38,-1.99,-1.98,-3.13,-4.07,-1.55,-5.99,-9.02,-3.74,-3.54,-5.51,-4.04,-4.38,-7.82,-7.64,-10.64,-10.03,-9.23,-9.28,-2.93,-1.62,-2.57,255.65,7.87,3.2,3.88,-7.35,-29.03,14.14,1.2,8.64,-19.38,-47.01,-18.07,-14.86,-24.78,-26.74,186.85
Operating Expenses,227.61,218.46,241.91,236.44,221.22,227.45,207.54,213.25,197.01,222.23,219.89,220.91,220.91,236.37,249.74,254.14,258.84,257.64,257.94,269.14,357.79,393.82,397.31,410.44,656.84,392.76,394.87,414.86,414.65,404.42,465.55,479.71,510.32,514.28,525.49,557.85,551.81,543.19,524.12,744.51
Operating Income,261.16,189.22,112.53,156.7,196.96,205.62,164.86,216.01,240.83,359.38,252.95,337.47,349.62,355.68,366.73,374.68,394.1,434.8,453.93,442.5,252.58,271.83,411.87,465.4,176.97,445.29,523.19,566.28,679.5,748.81,804.66,964.76,886.26,993.9,"1,158","1,217",875.46,849,925.95,765.47
Interest Expense / Income,13.4,13.44,13.52,31.3,30.51,30.68,30.56,30.54,30.9,30.89,30.73,30.62,30.47,30.65,30.58,27.37,28.12,28.31,26.36,26.54,31.19,40.52,40.35,40.47,39.23,40.22,39.39,38.88,39.09,39.97,38.31,37.85,39.98,44.2,74.4,74.28,74.77,73.49,74.23,74.2
