,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-06-25,2016-09-24,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26,2022-06-25,2022-09-24,2022-12-31,2023-04-01,2023-07-01,2023-09-30
Revenue,759.7,583.22,777.85,706.28,803.31,585.39,773.83,679.69,781.36,624.04,811.61,722.25,887.9,641.51,831.49,751.24,897.32,710.87,894.45,810.01,932.11,766.05,954.84,934.38,"1,102",856.11,869.87,"1,109","1,351","1,072","1,327","1,192","1,392","1,173","1,241","1,140","1,306","1,147","1,321","1,278"
Revenue Growth (YoY),-1.15%,9.64%,11.67%,9.73%,5.74%,0.37%,-0.52%,-3.77%,-2.73%,6.60%,4.88%,6.26%,13.64%,2.80%,2.45%,4.01%,1.06%,10.81%,7.57%,7.82%,3.88%,7.76%,6.75%,15.35%,18.25%,11.76%,-8.90%,18.71%,22.61%,25.26%,52.54%,7.46%,2.97%,9.36%,-6.49%,-4.32%,-6.12%,-2.15%,6.44%,12.02%
Cost of Revenue,365.06,252.39,333.36,308.04,372.46,241.27,354.58,317.5,368.21,284.19,348.65,316.27,408.16,268.7,347.36,313.72,393.84,284.34,371.18,329.26,382.94,314.35,379.48,366.93,462.78,349.17,354.44,441.21,560.42,430.77,546.05,496.03,619.48,510.18,512.01,469.94,561.39,494.63,561.35,548.96
Gross Profit,394.64,330.83,444.49,398.25,430.85,344.12,419.25,362.19,413.14,339.85,462.96,405.98,479.74,372.81,484.13,437.52,503.48,426.54,523.27,480.75,549.17,451.7,575.37,567.46,639.46,506.94,515.43,667.98,790.98,641.56,780.85,695.95,772.11,662.48,728.83,670.5,744.97,652.79,759.44,728.57
"Selling, General & Admin",129.59,114.3,127.33,123.74,153.29,126.42,143.35,130.94,161.37,127.84,147.93,129.92,182.01,133.58,147.26,134.24,187.59,142.38,164.05,145.81,181.34,154.4,170.26,157.44,200.93,164.07,161.3,176,273.39,203.05,223.66,214.35,252.03,224.92,234.57,222.43,262.08,234.33,250.69,236.63
Research & Development,92.57,96.16,98.4,99,101.55,106,109.24,105.79,106.01,108.2,114.36,116.45,128.95,122.2,127.25,129.63,132.55,141.96,141.71,138.98,145.16,145.92,148.88,148.56,162.01,165.39,165.74,174.88,146.33,188.85,186.02,198.93,204.95,209.01,201.52,208.69,215.71,221.49,224.39,221.57
Operating Expenses,222.17,210.47,225.73,222.74,254.85,232.42,252.59,236.73,267.38,236.05,262.28,246.36,310.97,255.78,274.51,263.88,320.14,284.33,305.76,284.79,326.49,300.32,319.14,306,362.93,329.46,327.04,350.88,419.72,391.9,409.68,413.28,456.99,433.92,436.09,431.13,477.8,455.81,475.09,458.2
Operating Income,172.47,120.37,218.75,175.5,176,111.7,166.66,125.46,145.76,103.8,200.67,159.62,168.77,117.03,209.62,173.65,183.34,142.2,217.51,195.96,222.67,151.38,256.22,261.46,276.52,177.48,188.39,317.1,371.27,249.66,371.17,282.67,315.12,228.56,292.74,239.37,267.17,196.98,284.36,270.37
Other Expense / Income,-32.07,-22.1,10.03,2.84,-23.9,35.5,-6.89,-39.43,-6.78,-3.74,-3.13,9.85,-8.74,28.65,-24.71,-16.27,-1.12,-11.78,-18.56,-5.37,-9.2,-14.88,-19.56,3.69,-10.89,-0.15,-9.2,-19.62,-20.2,-0.86,-0.89,7.28,6.28,-7.31,13.77,19.11,-62.7,-24.79,-31.62,-9.2
Pretax Income,204.54,142.47,208.72,172.66,199.9,76.2,173.56,164.89,152.54,107.55,203.8,149.77,177.51,88.38,234.33,189.91,184.46,153.98,236.07,201.33,231.87,166.27,275.78,257.77,287.41,177.64,197.59,336.72,391.47,250.51,372.06,275.39,308.84,235.86,278.97,220.27,329.88,221.77,315.98,279.57
Income Tax,40.95,23.65,26.74,319.5,-10.35,9.4,35.81,45.59,20.16,19.46,42.74,24.71,34,-150.03,57.35,38.84,41.9,24.61,45.73,17.11,41.72,26.09,52.12,29.9,-73.38,16.46,13.41,23.3,57.92,30.49,55.06,16.35,22.7,24.27,21.09,9.42,36.6,19.45,28.04,22.33
Net Income,163.59,118.82,181.98,-146.83,210.25,66.79,137.75,119.3,132.38,88.09,161.06,125.05,143.52,238.4,176.98,151.07,142.55,129.37,190.34,184.21,190.15,140.17,223.66,227.87,360.79,161.18,184.18,313.42,333.55,220.03,317,259.04,286.14,211.59,257.87,210.85,293.27,202.33,287.94,257.24
Net Income Growth,26.52%,34.01%,5.50%,-,28.52%,-43.79%,-24.30%,-,-37.03%,31.89%,16.92%,4.82%,8.41%,170.63%,9.88%,20.81%,-0.67%,-45.73%,7.55%,21.94%,33.39%,8.35%,17.50%,23.70%,89.74%,14.99%,-17.65%,37.54%,-7.55%,36.51%,72.11%,-17.35%,-14.21%,-3.83%,-18.65%,-18.60%,2.49%,-4.38%,11.66%,22.00%
Shares Outstanding (Basic),208,195,194,192,208,192,191,190,208,189,189,189,198,188,188,188,198,188,189,189,198,190,190,190,198,191,191,191,191,192,192,192,192,193,193,193,192,191,191,191
Shares Outstanding (Diluted),-,196,195,192,-,192,192,191,-,190,189,189,-,189,188,188,-,189,189,190,-,191,191,191,-,192,192,192,-,193,193,193,-,194,193,193,-,192,192,192
Shares Change,-,-0.30%,-0.69%,-2.07%,-,-1.80%,-1.72%,-0.74%,-,-1.40%,-1.17%,-0.83%,-4.81%,-0.33%,-0.46%,-0.40%,-,0.14%,0.51%,0.80%,-,0.69%,0.66%,0.50%,-,0.57%,0.46%,0.54%,-3.45%,0.59%,0.66%,0.62%,0.57%,0.40%,0.30%,-0.04%,-0.34%,-0.87%,-0.96%,-0.64%
EPS (Basic),0.83,0.61,0.94,-0.76,1.10,0.35,0.72,0.63,0.70,0.46,0.85,0.66,0.76,1.27,0.94,0.81,0.76,0.69,1.01,0.98,1.01,0.74,1.18,1.20,1.89,0.84,0.96,1.64,1.74,1.15,1.65,1.35,1.49,1.10,1.34,1.09,1.53,1.06,1.51,1.34
EPS (Diluted),0.83,0.61,0.93,-0.76,1.09,0.35,0.72,0.63,0.70,0.46,0.85,0.66,0.75,1.26,0.94,0.80,0.76,0.68,1.00,0.97,1.00,0.74,1.17,1.19,1.89,0.84,0.96,1.63,1.73,1.14,1.64,1.34,1.48,1.09,1.33,1.09,1.52,1.05,1.50,1.34
EPS Growth,27.69%,35.56%,5.68%,-,31.33%,-42.62%,-22.58%,-,-35.78%,31.43%,18.06%,4.76%,7.14%,173.91%,10.59%,21.21%,1.33%,-46.03%,6.38%,21.25%,31.58%,8.82%,17.00%,22.68%,89.00%,13.51%,-17.95%,36.97%,-8.47%,35.71%,70.83%,-17.79%,-14.45%,-4.39%,-18.90%,-18.66%,2.70%,-3.67%,12.78%,22.94%
Free Cash Flow,135.88,56.25,143.02,124.35,126.51,64.18,-118.95,124.28,138.29,115.48,135.28,199.47,165.17,94.86,129.27,153.49,143.88,187.98,158.3,233.96,185.13,134.54,80.46,158.08,207.98,186.42,142.34,235.59,387.5,331.47,120.04,204.02,49.29,127.05,5.3,104.01,310.02,232.54,221.18,311.89
Free Cash Flow Per Share,0.65,0.29,0.74,0.65,0.61,0.34,-0.62,0.65,0.67,0.61,0.72,1.06,0.83,0.50,0.69,0.82,0.73,1.00,0.84,1.24,0.94,0.71,0.42,0.83,1.05,0.98,0.74,1.23,2.03,1.73,0.63,1.06,0.26,0.66,0.03,0.54,1.62,1.21,1.16,1.63
Dividend Per Share,0.450,0.450,0.480,0.480,0.480,0.480,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.510,0.530,0.530,0.530,0.530,0.570,0.570,0.570,0.570,0.610,0.610,0.610,0.610,0.670,0.670,0.670,0.670,0.730,0.730,0.730,0.730,0.730,0.730
Dividend Growth,0%,0%,6.67%,6.67%,6.67%,6.67%,6.25%,6.25%,6.25%,6.25%,0%,0%,0%,0%,0%,0%,0%,0%,3.92%,3.92%,3.92%,3.92%,7.55%,7.55%,7.55%,7.55%,7.02%,7.02%,7.02%,7.02%,9.84%,9.84%,9.84%,9.84%,8.96%,8.96%,8.96%,8.96%,0%,0%
Gross Margin,51.95%,56.73%,57.14%,56.39%,53.63%,58.78%,54.18%,53.29%,52.88%,54.46%,57.04%,56.21%,54.03%,58.11%,58.22%,58.24%,56.11%,60.00%,58.50%,59.35%,58.92%,58.96%,60.26%,60.73%,58.01%,59.21%,59.25%,60.22%,58.53%,59.83%,58.85%,58.39%,55.48%,56.49%,58.74%,58.79%,57.03%,56.89%,57.50%,57.03%
Operating Margin,22.70%,20.64%,28.12%,24.85%,21.91%,19.08%,21.54%,18.46%,18.65%,16.63%,24.73%,22.10%,19.01%,18.24%,25.21%,23.11%,20.43%,20.00%,24.32%,24.19%,23.89%,19.76%,26.83%,27.98%,25.09%,20.73%,21.66%,28.59%,27.47%,23.28%,27.97%,23.71%,22.64%,19.49%,23.59%,20.99%,20.45%,17.17%,21.53%,21.16%
Profit Margin,21.53%,20.37%,23.40%,-20.79%,26.17%,11.41%,17.80%,17.55%,16.94%,14.12%,19.85%,17.31%,16.16%,37.16%,21.28%,20.11%,15.89%,18.20%,21.28%,22.74%,20.40%,18.30%,23.42%,24.39%,32.73%,18.83%,21.17%,28.26%,24.68%,20.52%,23.89%,21.73%,20.56%,18.04%,20.78%,18.49%,22.45%,17.63%,21.80%,20.14%
Free Cash Flow Margin,17.89%,9.64%,18.39%,17.61%,15.75%,10.96%,-15.37%,18.28%,17.70%,18.51%,16.67%,27.62%,18.60%,14.79%,15.55%,20.43%,16.03%,26.44%,17.70%,28.88%,19.86%,17.56%,8.43%,16.92%,18.87%,21.78%,16.36%,21.24%,28.67%,30.91%,9.05%,17.12%,3.54%,10.83%,0.43%,9.12%,23.73%,20.27%,16.75%,24.41%
Effective Tax Rate,20.02%,16.60%,12.81%,185.04%,-5.18%,12.34%,20.63%,27.65%,13.22%,18.09%,20.97%,16.50%,19.15%,-169.76%,24.47%,20.45%,22.72%,15.98%,19.37%,8.50%,17.99%,15.69%,18.90%,11.60%,-25.53%,9.26%,6.79%,6.92%,14.80%,12.17%,14.80%,5.94%,7.35%,10.29%,7.56%,4.28%,11.10%,8.77%,8.87%,7.99%
EBITDA,222.87,160.88,227.77,190.77,221.35,95.06,192.82,185.14,172.52,127.74,225.12,170.8,201.31,110.1,255.43,210.78,207.01,177.13,261.14,224.58,256.59,190.28,302.5,284.65,315.97,205.84,226.92,369.3,428.07,287.4,409.85,314.46,349.9,277.08,320.61,259.77,371.38,265.19,360.17,324.2
EBITDA Margin,29.34%,27.58%,29.28%,27.01%,27.55%,16.24%,24.92%,27.24%,22.08%,20.47%,27.74%,23.65%,22.67%,17.16%,30.72%,28.06%,23.07%,24.92%,29.20%,27.73%,27.53%,24.84%,31.68%,30.46%,28.67%,24.04%,26.09%,33.29%,31.68%,26.80%,30.89%,26.38%,25.14%,23.63%,25.84%,22.78%,28.43%,23.11%,27.27%,25.38%
