,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"12,827","10,366","5,161","12,086","20,495","22,193","31,258","17,056","26,203","29,365","41,938"
Market Cap Growth,46.64%,-19.18%,-50.22%,134.19%,69.57%,8.29%,40.85%,-45.44%,53.63%,12.07%,-
Enterprise Value,"21,010","18,409","14,044","21,278","29,596","31,590","43,960","30,869","39,790","42,846","63,713"
PE Ratio,48.13,33.00,21.07,34.33,52.84,19.27,24.47,27.88,17.49,17.06,13.21
PS Ratio,1.08,0.85,0.67,1.36,1.68,1.76,3.08,2.00,1.58,1.31,2.40
PB Ratio,5.49,17.51,15.37,64.03,3.71,3.37,5.02,2.82,4.36,4.52,2.57
P/FCF Ratio,-13.53,-21.34,-31.92,16.03,25.52,490.52,-16.44,-57.56,14.17,17.23,15.85
P/OCF Ratio,9.91,8.06,5.05,8.93,15.58,10.15,16.06,8.98,10.29,10.11,10.61
EV/Sales Ratio,1.77,1.51,1.81,2.39,2.43,2.51,4.32,3.61,2.41,1.91,3.65
EV/EBITDA Ratio,19.32,16.33,12.18,14.92,17.14,13.09,16.78,14.74,11.92,12.06,13.83
EV/EBIT Ratio,29.88,22.41,17.59,20.58,22.41,15.92,20.52,20.37,14.64,14.65,16.17
EV/FCF Ratio,-22.16,-37.90,-86.87,28.22,36.86,698.21,-23.12,-104.18,21.51,25.15,24.08
Debt / Equity Ratio,3.56,13.88,26.74,50.02,1.65,1.43,2.04,2.37,2.28,2.11,1.35
Debt / EBITDA Ratio,7.66,7.29,7.79,6.62,5.29,3.90,4.86,6.85,4.11,3.86,4.79
Debt / FCF Ratio,-8.78,-16.92,-55.55,12.52,11.38,207.96,-6.69,-48.39,7.43,8.04,8.34
Quick Ratio,0.46,0.38,0.42,0.40,0.46,0.39,0.42,1.01,0.50,0.57,0.56
Current Ratio,0.88,0.55,0.60,0.50,0.66,0.66,0.73,1.39,0.75,0.84,0.97
Asset Turnover,0.71,0.85,0.50,0.56,0.73,0.73,0.50,0.38,0.70,0.92,0.60
Interest Coverage,2.60,2.31,1.92,2.20,2.72,4.23,4.36,2.13,3.71,4.33,5.42
Return on Equity (ROE),12.20%,51.20%,54.50%,151.80%,9.40%,17.30%,20.20%,10.20%,25.10%,27.60%,26.40%
Return on Assets (ROA),1.60%,2.20%,1.60%,2.20%,2.30%,6.60%,6.20%,2.70%,6.40%,7.10%,8.40%
Return on Capital (ROIC),5.01%,8.54%,6.83%,8.30%,4.29%,8.66%,7.82%,5.10%,9.94%,10.64%,7.43%
Earnings Yield,2.08%,3.03%,4.75%,2.91%,1.89%,5.19%,4.09%,3.59%,5.72%,5.86%,5.85%
FCF Yield,-7.39%,-4.69%,-3.13%,6.24%,3.92%,0.20%,-6.08%,-1.74%,7.06%,5.80%,6.31%
Dividend Yield,2.40%,4.30%,9.90%,4.30%,5.10%,6.00%,4.70%,9.70%,6.40%,5.70%,5.50%
Payout Ratio,114.70%,141.70%,207.70%,147.30%,209.20%,115.90%,114.20%,263.40%,111.30%,97.10%,72.66%
Buyback Yield / Dilution,0.05%,-1.62%,-0.39%,-0.44%,-41.99%,-38.17%,-0.30%,-3.93%,-3.62%,-0.23%,-2.23%
Total Shareholder Return,2.45%,2.68%,9.51%,3.86%,-36.89%,-32.17%,4.40%,5.77%,2.78%,5.47%,3.27%
