,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"109,905","87,962","116,800","93,353","49,964","55,652","30,388","42,009","75,806","74,075","69,328"
Market Cap Growth,-7.39%,-19.97%,32.79%,-20.07%,-46.48%,11.39%,-45.40%,38.24%,80.45%,-2.28%,-
Enterprise Value,"115,734","93,927","127,159","106,463","63,238","68,779","44,268","53,065","85,138","82,051","77,304"
PE Ratio,20.21,42.45,-69.24,-62.03,23.37,-5.49,-2.89,22.33,22.03,17.62,16.69
PS Ratio,2.26,2.48,4.20,3.07,1.52,1.69,1.29,1.83,2.70,2.24,2.09
PB Ratio,2.90,2.47,2.84,2.53,1.38,2.34,2.52,2.80,4.29,3.67,3.43
P/FCF Ratio,17.85,17.75,45.89,55.87,20.21,20.65,21.34,14.02,53.46,18.34,17.17
P/OCF Ratio,9.82,9.99,18.66,16.48,8.75,10.25,10.32,9.03,20.38,11.16,10.45
EV/Sales Ratio,2.38,2.65,4.57,3.50,1.93,2.09,1.88,2.31,3.03,2.48,2.33
EV/EBITDA Ratio,9.78,12.97,47.11,32.98,9.42,-11.00,-5.40,10.64,12.42,10.22,9.63
EV/EBIT Ratio,14.96,29.69,-91.15,-174.82,20.01,-6.99,-4.11,18.52,18.08,14.36,13.53
EV/FCF Ratio,18.79,18.95,49.96,63.71,25.58,25.52,31.09,17.71,60.04,20.32,19.14
Debt / Equity Ratio,0.35,0.53,0.48,0.49,0.44,0.64,1.40,0.95,0.69,0.59,0.59
Debt / EBITDA Ratio,1.13,2.62,7.27,5.64,2.39,-2.45,-2.06,2.85,1.78,1.49,1.49
Debt / FCF Ratio,2.16,3.83,7.71,10.89,6.49,5.67,11.86,4.74,8.62,2.96,2.96
Quick Ratio,1.32,1.54,1.24,0.86,0.79,0.76,0.79,0.82,0.80,0.88,0.88
Current Ratio,1.74,1.91,1.59,1.21,1.17,1.19,1.23,1.22,1.25,1.32,1.32
Asset Turnover,0.72,0.54,0.36,0.41,0.47,0.52,0.53,0.55,0.65,0.73,0.73
Interest Coverage,20.96,9.14,-2.45,-1.08,5.50,-16.16,-19.12,5.32,9.61,11.36,11.36
Return on Equity (ROE),13.70%,5.60%,-4.20%,-3.80%,5.90%,-33.90%,-81.50%,14.00%,20.70%,22.00%,22.00%
Return on Assets (ROA),8.10%,3.20%,-2.20%,-2.00%,3.00%,-15.90%,-23.40%,4.50%,8.00%,9.20%,9.20%
Return on Capital (ROIC),11.13%,4.03%,-2.53%,-1.53%,4.49%,-25.97%,-37.99%,7.65%,11.32%,13.66%,13.66%
Earnings Yield,4.95%,2.36%,-1.44%,-1.61%,4.28%,-18.21%,-34.61%,4.48%,4.54%,5.67%,6.06%
FCF Yield,5.60%,5.63%,2.18%,1.79%,4.95%,4.84%,4.69%,7.13%,1.87%,5.45%,5.82%
Dividend Yield,1.90%,2.90%,2.40%,3.00%,5.50%,5.00%,4.00%,1.70%,1.20%,1.90%,2.27%
Payout Ratio,38.10%,122.70%,-161.30%,-185.20%,129.90%,-27.30%,-11.60%,37.30%,26.70%,33.90%,37.80%
Buyback Yield / Dilution,1.88%,2.52%,-6.43%,-2.28%,-0.36%,0.57%,-0.36%,-2.66%,-0.70%,-0.42%,-0.42%
Total Shareholder Return,3.78%,5.42%,-4.03%,0.72%,5.14%,5.57%,3.64%,-0.96%,0.50%,1.48%,1.85%
