,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"4,436","5,025","4,976","5,542","6,649","5,995","6,546","6,372","7,048","7,708","8,018","7,895","8,037","8,884","9,414","10,557","12,796","13,573","15,349","11,237","11,995","14,829","14,220","14,163","10,887","14,489","15,201","17,713","17,729","18,758","19,358","21,313","18,183","16,711","16,929","15,781","17,250","19,541","21,149","24,206","23,309"
Market Cap Growth,46.56%,55.94%,31.63%,17.67%,49.87%,19.31%,31.55%,14.96%,6.01%,28.57%,22.48%,23.91%,14.03%,15.26%,17.40%,33.72%,59.21%,52.77%,63.05%,6.44%,-6.26%,9.25%,-7.35%,26.04%,-9.24%,-2.29%,6.90%,25.06%,62.85%,29.46%,27.35%,20.32%,2.56%,-10.91%,-12.55%,-25.95%,-5.13%,16.94%,24.93%,53.39%,-
Enterprise Value,"4,716","5,201","5,169","5,753","6,968","6,360","6,995","6,821","7,513","7,995","8,917","8,865","9,034","9,715","10,417","11,414","13,647","14,362","16,288","12,182","12,877","16,026","15,630","15,778","12,564","15,800","16,621","19,118","19,111","22,371","23,207","25,188","22,072","20,279","20,766","19,607","20,995","22,702","24,597","27,582","26,685"
PE Ratio,17.24,19.11,19.82,21.47,25.44,20.88,22.72,21.70,23.24,25.07,26.06,26.53,25.94,27.19,27.45,28.15,31.35,31.72,33.76,25.40,23.72,30.76,30.83,33.60,26.16,31.33,32.18,34.16,34.31,34.26,35.27,39.48,32.98,31.00,32.41,29.63,31.11,30.99,31.52,35.40,34.48
PS Ratio,1.75,1.96,1.94,2.11,2.51,2.23,2.40,2.28,2.47,2.66,2.51,2.29,2.13,2.15,2.26,2.46,2.94,3.14,3.51,2.60,2.68,3.40,3.28,3.25,2.49,3.20,3.31,3.78,3.68,3.76,3.75,3.97,3.30,2.93,2.92,2.71,2.90,3.22,3.41,3.83,3.69
PB Ratio,4.93,5.23,5.13,5.64,7.40,6.46,7.08,6.77,7.81,7.37,7.63,8.01,8.53,8.85,9.07,9.83,11.01,12.40,12.44,10.01,9.48,13.15,12.44,12.59,9.05,10.76,10.75,12.35,11.16,10.37,11.04,12.19,9.99,8.71,8.89,8.83,8.63,8.72,10.01,11.71,11.27
P/FCF Ratio,13.57,14.46,13.19,16.10,19.71,15.73,19.81,18.85,19.29,20.28,34.13,31.49,28.46,26.09,23.41,19.00,25.59,23.53,25.77,20.88,20.54,26.18,24.94,29.19,22.38,27.06,26.32,29.09,30.76,31.89,38.29,49.67,44.96,40.32,48.98,37.30,32.98,24.90,22.78,24.37,23.47
P/OCF Ratio,11.49,12.96,12.13,15.08,18.63,13.90,16.80,15.80,16.17,17.61,21.39,20.26,18.32,17.22,18.46,15.92,20.36,19.57,22.20,17.73,18.84,24.03,22.71,25.92,19.63,24.22,23.74,26.44,28.05,29.30,35.27,46.11,41.64,37.68,45.22,34.55,31.28,23.74,21.90,23.44,22.58
Debt / Equity Ratio,0.58,0.54,0.54,0.53,0.70,0.74,0.79,0.80,0.91,0.97,1.07,1.22,1.34,1.10,1.25,1.14,1.04,0.96,0.93,1.06,0.93,1.30,1.55,1.64,1.73,1.33,1.26,1.23,1.09,2.15,2.38,2.38,2.29,1.98,2.13,2.30,2.04,1.52,1.74,1.77,1.77
Quick Ratio,1.36,1.59,1.90,1.89,1.50,1.51,1.69,1.67,1.48,1.70,1.13,1.18,1.05,1.16,1.50,1.61,1.39,1.13,1.49,1.43,1.54,1.17,0.92,0.76,0.97,0.89,1.31,1.18,1.22,0.85,1.08,0.98,1.08,0.89,1.08,1.12,1.23,0.51,1.24,1.20,1.20
Current Ratio,1.65,1.82,2.13,2.17,1.76,1.69,1.93,1.93,1.73,1.86,1.38,1.41,1.26,1.33,1.70,1.79,1.57,1.27,1.69,1.62,1.70,1.30,1.05,0.90,1.08,0.99,1.51,1.37,1.38,0.98,1.25,1.16,1.27,1.01,1.23,1.26,1.35,0.58,1.44,1.40,1.40
