,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-10-03,2021-01-02,2021-04-03,2021-07-03,2021-10-02,2022-01-01,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30,Current
Market Capitalization,"138,395","147,726","152,326","161,143","179,270","195,111","173,849","173,716","161,640","159,048","149,235","165,862","179,298","166,268","152,141","162,374","151,029","156,222","173,918","159,734","165,521","251,310","234,107","262,700","174,044","197,064","221,456","328,024","343,030","321,797","319,832","281,537","249,427","175,117","171,969","158,434","182,918","163,142","148,304","165,259","204,707"
Market Cap Growth,34.96%,29.89%,30.80%,23.34%,29.53%,32.08%,14.13%,7.80%,-9.83%,-18.48%,-14.16%,-4.52%,10.92%,4.54%,1.95%,-2.10%,-15.77%,-6.04%,14.31%,-1.63%,9.60%,60.87%,34.61%,64.46%,5.15%,-21.59%,-5.40%,24.87%,97.09%,63.30%,44.42%,-14.17%,-27.29%,-45.58%,-46.23%,-43.73%,-26.66%,-6.84%,-13.76%,4.31%,-
Enterprise Value,"149,921","159,772","163,700","172,609","190,482","205,909","186,916","188,330","177,747","174,262","164,795","182,616","197,151","184,119","173,415","183,788","171,534","175,569","190,642","175,944","212,374","302,816","275,675","303,942","215,151","238,370","262,170","369,231","383,286","361,565","358,279","321,225","288,178","213,760","208,723","198,341","221,037","198,873","180,553","205,757","245,205"
PE Ratio,19.78,19.97,20.31,20.55,22.31,23.59,20.74,19.13,17.73,17.23,15.89,18.45,19.42,18.47,16.94,14.86,13.16,12.99,13.81,14.57,12.28,20.40,21.18,25.33,32.34,-179.15,-77.32,-66.21,-76.01,285.79,160.32,91.35,94.09,55.73,54.68,47.72,44.39,72.44,63.00,55.35,68.47
PS Ratio,2.94,3.08,3.12,3.23,3.54,3.80,3.31,3.20,2.95,2.84,2.68,3.01,3.23,3.00,2.76,2.92,2.65,2.70,2.93,2.69,2.77,3.88,3.36,3.49,2.22,2.82,3.39,5.40,5.88,5.06,4.74,3.86,3.26,2.16,2.08,1.88,2.10,1.86,1.67,1.86,2.30
PB Ratio,3.08,3.25,3.39,3.65,3.89,4.19,3.91,3.95,3.66,3.60,3.45,3.84,4.10,3.91,3.68,3.75,3.35,3.39,3.57,3.18,1.84,2.78,2.63,2.93,1.93,2.30,2.65,3.90,4.01,3.71,3.61,3.13,2.75,1.89,1.81,1.65,1.87,1.67,1.49,1.64,2.03
P/FCF Ratio,20.20,23.92,23.55,23.80,25.77,29.73,24.42,23.75,21.04,18.66,17.84,21.49,23.33,19.60,17.45,16.97,14.13,15.86,17.69,16.85,19.03,68.46,135.32,239.04,501.57,58.49,61.58,123.92,257.53,229.53,160.80,189.84,160.82,144.01,161.17,1685.46,131.12,57.34,30.28,20.82,25.79
P/OCF Ratio,14.00,15.70,15.58,15.46,16.58,18.26,15.27,14.49,12.83,11.85,11.36,13.68,15.16,13.52,12.33,12.36,10.46,11.15,12.17,11.28,12.25,29.78,35.44,42.94,32.12,24.72,29.07,53.85,79.79,69.97,57.45,53.30,44.08,28.61,28.61,30.25,27.27,21.50,15.03,12.69,15.72
Debt / Equity Ratio,0.35,0.35,0.33,0.37,0.32,0.33,0.39,0.43,0.48,0.46,0.47,0.47,0.49,0.52,0.61,0.60,0.55,0.51,0.43,0.41,0.63,0.64,0.53,0.54,0.61,0.75,0.70,0.69,0.66,0.64,0.61,0.60,0.57,0.56,0.51,0.50,0.50,0.48,0.47,0.47,0.47
Quick Ratio,0.77,0.87,0.85,0.81,0.89,0.84,0.75,0.78,0.81,0.78,0.81,0.70,0.75,0.82,0.65,0.73,0.70,0.71,0.75,0.83,0.56,0.50,0.67,0.69,0.81,1.16,1.15,1.17,1.07,1.07,0.94,0.98,0.91,0.87,0.83,0.83,0.83,0.87,0.85,0.69,0.69
Current Ratio,0.99,1.14,1.14,1.03,1.17,1.11,1.03,0.95,1.00,0.98,1.01,0.86,0.94,1.00,0.81,0.87,0.85,0.88,0.94,1.00,0.77,0.70,0.90,0.80,0.94,1.34,1.32,1.31,1.23,1.24,1.08,1.10,1.06,1.02,1.00,0.99,1.01,1.07,1.05,0.84,0.84
Interest Coverage,-,70.92,62.45,57.90,-,318.17,57.22,181.33,50.45,59.11,28.88,38.54,43.86,31.00,31.31,29.64,27.22,26.95,20.53,55.49,50.64,6.24,4.86,10.06,4.28,-11.26,-0.33,1.10,4.15,2.76,1.61,6.12,3.75,6.63,1.77,6.64,6.92,-0.45,3.05,11.70,5.05
Return on Capital (ROIC),Upgrade,11.25%,11.64%,12.19%,12.70%,12.96%,13.13%,13.31%,13.86%,13.55%,13.93%,14.52%,14.26%,14.36%,14.42%,13.86%,16.26%,17.10%,17.88%,18.75%,15.94%,6.98%,6.22%,6.20%,5.70%,4.34%,-0.49%,-2.16%,-3.65%,-3.42%,1.19%,2.07%,3.06%,2.92%,2.97%,2.91%,2.84%,3.31%,2.19%,2.30%,2.71%
Dividend Yield,1.10%,1.00%,1.00%,1.20%,1.10%,1.00%,1.80%,1.30%,1.40%,0.70%,1.50%,1.40%,1.30%,1.40%,1.60%,1.50%,1.60%,1.50%,1.40%,1.60%,1.50%,1.20%,1.40%,1.20%,1.80%,1.60%,0.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.81%
Payout Ratio,0.00%,0.00%,0.00%,89.80%,0.00%,0.00%,68.80%,40.80%,0.00%,0.00%,64.50%,50.00%,0.00%,0.00%,67.80%,28.70%,0.00%,0.00%,53.80%,47.10%,0.00%,0.00%,191.30%,75.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,55.21%
Buyback Yield / Dilution,3.01%,4.01%,3.82%,3.76%,3.11%,2.12%,2.36%,2.85%,4.20%,4.68%,4.66%,3.90%,3.16%,3.62%,4.15%,5.12%,5.09%,4.71%,3.23%,1.51%,-1.79%,-21.09%,-21.23%,-21.30%,-18.15%,0.28%,0.28%,-0.33%,-0.72%,-1.16%,-1.10%,-0.27%,0.05%,0.27%,0.22%,0.05%,-0.16%,-0.22%,-0.33%,-0.44%,-0.44%
Total Shareholder Return,4.11%,5.01%,4.82%,4.96%,4.21%,3.12%,4.16%,4.15%,5.60%,5.38%,6.16%,5.30%,4.46%,5.02%,5.75%,6.62%,6.69%,6.21%,4.63%,3.11%,-0.29%,-19.89%,-19.83%,-20.10%,-16.35%,1.88%,0.98%,-0.33%,-0.72%,-1.16%,-1.10%,-0.27%,0.05%,0.27%,0.22%,0.05%,-0.16%,-0.22%,-0.33%,-0.44%,0.37%
