,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"11,282","11,937","14,725","13,889","15,788","13,925","12,656","11,687","12,195","14,151","14,541","13,733","13,161","13,627","13,778","13,708","14,671","14,241","14,609","14,673","15,591","18,130","19,549","23,335","23,852","18,768","18,777","19,727","19,991","19,942","20,006","19,957","22,641","23,703","22,908","20,470","22,892","22,776","20,589","19,560","21,179"
Market Cap Growth,-0.43%,5.99%,18.60%,23.29%,39.94%,16.65%,-14.05%,-15.85%,-22.76%,1.62%,14.89%,17.51%,7.92%,-3.70%,-5.25%,-0.18%,11.47%,4.51%,6.03%,7.04%,6.27%,27.30%,33.82%,59.03%,52.99%,3.52%,-3.95%,-15.46%,-16.19%,6.25%,6.54%,1.17%,13.25%,18.86%,14.51%,2.57%,1.11%,-3.91%,-10.13%,-4.45%,-
Enterprise Value,"24,221","24,545","27,334","26,497","28,283","26,424","25,155","24,186","24,694","28,238","28,627","27,820","27,247","29,523","29,673","29,604","30,566","31,871","32,238","32,302","33,221","37,524","38,944","42,729","43,247","41,006","41,015","41,965","42,229","46,581","46,645","46,596","49,280","50,239","49,444","47,006","49,428","48,394","46,673","45,574","47,194"
PE Ratio,15.85,12.54,15.07,14.36,16.78,16.63,15.88,-74.92,-69.07,-57.84,83.65,10.69,-22.55,-18.64,-15.51,-15.61,35.64,30.84,49.14,33.70,18.37,18.68,20.33,29.53,19.22,16.98,15.27,14.24,14.40,12.43,16.16,16.00,20.24,22.36,18.68,16.30,20.75,20.02,15.04,13.26,14.43
PS Ratio,0.99,1.00,1.20,1.12,1.26,1.14,1.06,0.99,1.06,1.26,1.33,1.28,1.21,1.26,1.25,1.24,1.33,1.27,1.30,1.32,1.42,1.66,1.80,2.13,2.19,1.76,1.80,1.93,1.98,1.89,1.83,1.75,1.93,2.01,1.86,1.55,1.66,1.64,1.55,1.54,1.67
PB Ratio,1.17,1.19,1.47,1.39,1.58,1.50,1.37,1.26,1.32,1.75,1.80,1.70,1.63,1.71,1.72,1.72,1.84,1.61,1.65,1.66,1.76,1.77,1.91,2.28,2.33,1.72,1.72,1.81,1.83,1.71,1.72,1.72,1.95,1.83,1.77,1.58,1.77,1.74,1.56,1.43,1.55
P/FCF Ratio,30.78,15.90,14.05,10.01,12.70,12.97,12.96,22.96,15.55,-42.33,-35.72,-35.74,-12.59,-64.45,-14.64,-11.23,-11.48,-10.18,-12.65,-10.30,-8.38,-9.41,-9.53,-13.92,-13.36,-10.48,-11.85,-10.98,-8.10,-5.51,-5.21,-5.64,-5.49,-6.74,-5.73,-4.74,-8.15,-11.01,-15.42,-21.54,-21.54
P/OCF Ratio,3.54,3.50,4.09,3.58,4.06,3.73,3.42,3.49,3.71,4.40,4.54,4.30,4.39,4.55,5.37,5.57,5.59,5.37,5.07,5.30,6.54,7.78,8.29,8.83,8.47,6.31,5.85,6.43,7.43,10.07,10.06,8.56,9.84,8.21,9.67,9.75,8.85,7.57,5.73,4.88,5.29
Debt / Equity Ratio,1.42,1.40,1.40,1.40,1.39,1.50,1.50,1.50,1.50,1.89,1.89,1.89,1.89,2.09,2.09,2.09,2.09,2.05,2.05,2.05,2.05,1.94,1.94,1.94,1.94,2.20,2.20,2.20,2.20,2.33,2.33,2.33,2.33,2.06,2.06,2.06,2.06,2.11,2.06,2.01,2.01
Quick Ratio,0.47,0.66,0.66,0.66,0.66,0.78,0.78,0.78,0.78,0.74,0.74,0.74,0.74,0.40,0.40,0.40,0.40,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.43,0.43,0.43,0.43,0.29,0.29,0.29,0.29,0.27,0.27,0.27,0.27,0.55,0.45,0.55,0.55
