,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"27,035","28,480","28,490","30,961","30,220","30,441","27,676","28,925","31,685","35,684","34,851","34,849","38,054","40,084","42,955","41,538","41,924","41,590","41,772","40,171","47,430","50,597","50,656","56,225","43,567","54,342","58,099","59,341","61,897","71,540","76,718","87,761","85,681","77,922","74,498","82,080","82,371","93,047","93,999","93,422","98,762"
Market Cap Growth,29.84%,29.41%,19.03%,16.66%,11.78%,6.88%,-2.85%,-6.57%,4.85%,17.22%,25.93%,20.48%,20.10%,12.33%,23.25%,19.19%,10.17%,3.76%,-2.75%,-3.29%,13.13%,21.66%,21.27%,39.97%,-8.14%,7.40%,14.69%,5.54%,42.07%,31.65%,32.05%,47.89%,38.43%,8.92%,-2.89%,-6.47%,-3.86%,19.41%,26.18%,13.82%,-
Enterprise Value,"28,706","30,020","29,860","32,382","33,005","33,447","30,830","31,965","35,780","39,467","38,219","38,630","43,015","44,759","47,365","45,820","47,083","46,806","46,971","44,929","61,228","64,753","64,309","69,294","57,959","68,066","70,696","70,831","74,226","83,759","88,303","99,171","98,814","90,877","86,980","83,450","96,346","94,942","94,865","94,706","100,046"
PE Ratio,19.49,19.92,19.33,21.13,20.09,20.40,18.23,18.09,19.83,21.61,20.42,19.71,20.50,21.27,22.62,27.84,25.99,25.31,27.37,24.35,28.30,34.26,33.68,32.28,24.48,26.90,28.58,29.44,27.57,28.70,28.27,27.92,26.52,23.07,22.00,26.91,25.63,28.35,27.12,24.87,26.60
PS Ratio,2.18,2.26,2.22,2.39,2.34,2.37,2.16,2.24,2.44,2.71,2.64,2.64,2.84,2.97,3.14,2.96,2.89,2.82,2.80,2.69,3.16,3.24,3.15,3.38,2.53,3.18,3.40,3.45,3.51,3.87,4.02,4.43,4.22,3.77,3.58,3.96,3.91,4.31,4.23,4.11,4.34
PB Ratio,3.40,3.49,3.64,4.39,4.46,4.49,4.43,4.44,4.74,5.39,5.22,5.63,5.83,5.73,6.10,5.65,5.28,5.39,5.61,5.35,6.00,6.27,6.65,7.22,5.97,6.61,6.76,6.52,6.56,7.08,7.88,7.97,7.83,7.29,7.79,7.80,7.52,7.78,8.24,7.66,8.10
P/FCF Ratio,23.57,21.02,18.82,17.65,18.67,18.63,16.90,18.48,20.48,20.46,19.73,19.82,19.73,21.73,24.70,25.98,25.59,24.83,23.53,18.98,21.66,26.35,24.98,28.98,28.44,24.30,21.92,19.56,18.68,21.98,24.60,28.22,31.01,27.32,25.69,27.41,28.25,29.69,26.27,24.32,25.71
P/OCF Ratio,17.40,16.16,14.94,14.61,15.29,15.43,14.07,15.32,17.31,17.80,17.33,17.36,17.38,18.90,21.14,21.94,21.75,21.19,20.13,16.54,18.85,22.43,21.11,23.81,21.79,20.14,18.93,17.55,17.14,20.13,22.19,24.96,26.59,23.29,21.88,23.69,24.60,26.21,23.64,21.94,23.19
Debt / Equity Ratio,0.38,0.43,0.51,0.48,0.57,0.58,0.72,0.68,0.75,0.72,0.71,0.78,0.90,0.81,0.78,0.75,0.80,0.81,0.83,0.78,1.89,1.92,1.95,1.83,2.18,1.88,1.74,1.49,1.43,1.30,1.33,1.20,1.27,1.30,1.39,1.28,1.37,1.22,1.37,1.27,1.27
Quick Ratio,1.45,1.62,1.49,1.45,1.63,1.43,1.42,1.31,1.45,1.34,1.30,1.14,1.32,1.36,1.31,1.25,1.39,1.34,1.15,1.09,1.00,1.07,1.03,0.96,1.03,1.24,1.17,1.13,1.10,1.16,1.05,1.10,1.02,1.03,0.91,1.01,0.97,1.00,1.03,1.04,1.04
