,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"29,983","32,687","31,850","35,078","34,750","30,805","30,974","34,334","34,427","34,807","33,023","34,774","33,713","35,354","33,809","37,124","37,690","33,064","34,721","31,720","36,127","39,161","38,717","35,349","25,337","28,836","27,393","35,557","37,933","37,647","37,925","38,483","44,129","40,585","36,356","43,938","39,783","40,111","37,389","43,508","49,684"
Market Cap Growth,-5.77%,8.65%,0.60%,6.42%,15.90%,-5.76%,-2.75%,-2.12%,-0.93%,12.99%,6.61%,1.28%,-2.07%,1.57%,2.38%,6.76%,11.80%,-6.48%,2.70%,-14.56%,-4.15%,18.44%,11.51%,11.44%,-29.87%,-26.36%,-29.25%,0.59%,49.71%,30.56%,38.45%,8.23%,16.34%,7.80%,-4.14%,14.17%,-9.85%,-1.17%,2.84%,-0.98%,-
Enterprise Value,"36,070","38,723","37,831","41,053","40,791","36,838","37,373","40,298","40,410","40,978","39,190","40,904","39,902","41,946","40,351","43,351","44,256","39,113","40,926","37,911","42,827","45,303","44,767","41,413","31,352","35,262","33,860","41,386","43,820","44,248","44,397","45,012","50,668","47,166","42,874","50,431","46,308","47,537","44,827","50,889","57,065"
PE Ratio,7.83,9.11,8.74,9.50,10.01,8.55,8.58,9.98,10.44,11.05,11.24,11.54,11.47,12.31,13.81,18.06,17.88,16.23,14.16,12.57,13.63,14.60,16.34,13.48,10.44,15.77,12.12,13.18,13.40,9.90,10.42,10.51,11.18,11.39,10.83,15.46,14.21,17.95,17.12,14.55,17.01
PS Ratio,1.13,1.23,1.18,1.29,1.28,1.14,1.15,1.28,1.28,1.29,1.22,1.26,1.21,1.25,1.18,1.28,1.29,1.12,1.16,1.05,1.18,1.26,1.24,1.12,0.80,0.92,0.87,1.11,1.17,1.12,1.11,1.11,1.25,1.14,1.00,1.19,1.05,1.03,0.93,1.05,1.20
PB Ratio,1.18,1.28,1.26,1.41,1.40,1.28,1.29,1.46,1.43,1.41,1.35,1.50,1.43,1.48,1.42,1.56,1.64,1.46,1.55,1.39,1.48,1.55,1.51,1.36,1.00,1.07,0.98,1.22,1.34,1.29,1.33,1.33,1.73,1.77,1.83,2.04,1.73,1.84,1.87,1.75,1.99
P/FCF Ratio,7.52,8.40,7.78,9.50,10.90,9.51,9.68,10.00,8.43,9.04,8.64,7.78,7.55,7.17,6.91,8.95,9.78,8.08,8.48,7.24,8.09,8.75,8.17,6.79,4.88,5.05,4.54,5.45,5.36,5.18,5.07,5.29,6.00,5.90,5.33,6.80,6.41,6.28,5.38,5.64,6.44
P/OCF Ratio,7.52,8.40,7.78,9.50,10.90,9.51,9.68,10.00,8.43,9.04,8.64,7.78,7.55,7.17,6.91,8.95,9.78,8.08,8.48,7.24,8.09,8.75,8.17,6.79,4.88,5.05,4.54,5.45,5.36,5.18,5.07,5.29,6.00,5.90,5.33,6.80,6.41,6.28,5.38,5.64,6.44
Debt / Equity Ratio,0.25,0.25,0.25,0.26,0.26,0.26,0.28,0.27,0.26,0.26,0.26,0.28,0.27,0.29,0.29,0.28,0.30,0.29,0.29,0.29,0.29,0.26,0.26,0.25,0.26,0.26,0.25,0.22,0.23,0.25,0.26,0.25,0.29,0.32,0.37,0.34,0.32,0.37,0.40,0.32,0.32
Interest Coverage,16.98,10.79,14.53,16.87,13.48,12.70,14.90,13.73,11.08,10.54,11.64,15.47,9.54,9.59,4.37,10.25,9.74,8.01,10.37,9.57,11.99,8.47,6.14,13.94,9.57,0,12.33,20.47,11.87,14.63,10.03,19.75,14.59,8.47,7.00,12.22,11.55,0.48,5.82,21.60,9.97
