,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,"1,052",683,919,"1,038",833,812,928,866,691,664,716,943,617,595,293,551,669,524,709,621,796,557,396,873,600,-40,827,"1,310",733,934,662,"1,333","1,018",551,454,819,975,-14,404,"1,626"
Other Operating Activities,-349,-58,921,-513,-634,-136,871,-106,159,-221,"1,054",463,231,311,"1,438",112,-115,620,"1,025",327,-157,596,"1,605",539,28,"1,704","1,499",591,457,915,"1,881",359,248,824,"2,030",521,37,"1,563","2,642",478
Operating Cash Flow,703,625,"1,840",525,199,676,"1,799",760,850,443,"1,770","1,406",848,906,"1,731",663,554,"1,144","1,734",948,639,"1,153","2,001","1,412",628,"1,664","2,326","1,901","1,190","1,849","2,543","1,692","1,266","1,375","2,484","1,340","1,012","1,549","3,046","2,104"
Operating Cash Flow Growth,32.64%,-13.43%,12.40%,-43.37%,-71.69%,8.16%,-2.23%,44.76%,327.14%,-34.47%,-1.61%,85.00%,-0.24%,104.51%,-2.20%,-52.84%,-34.67%,26.27%,0.17%,42.99%,15.34%,0.79%,15.40%,48.95%,-1.72%,44.32%,16.24%,34.63%,89.49%,11.12%,9.33%,-10.99%,6.39%,-25.64%,-2.32%,-20.80%,-20.06%,12.65%,22.62%,57.01%
Acquisitions,-12,0,0,0,0,0,0,-13,0,0,0,0,0,0,-439,0,0,0,-4,4,0,0,0,0,0,0,0,0,-38,0,0,0,-4,0,0,0,0,0,0,0
Change in Investments,147,504,-779,622,564,379,"-1,212","1,016",-67,130,-957,-474,-452,-610,-689,276,-328,23,"-1,218",-428,-504,-28,"-1,272",-931,153,"-1,823","-2,085",-760,-945,"-1,918","-1,729",-268,"-1,182",-258,"-1,533",-387,-300,"-1,776","-2,686","-1,514"
Other Investing Activities,-60,-92,-110,-14,-90,-88,-44,-195,-79,-75,-86,-119,-63,-65,-58,-102,-53,-99,-80,-146,-82,-87,-74,76,-69,-75,-78,-155,209,-93,92,-506,529,-452,-154,-287,-155,-81,-39,-270
Investing Cash Flow,75,412,-889,608,474,291,"-1,256",808,-146,55,"-1,043",-593,-515,-675,"-1,186",174,-381,-76,"-1,302",-570,-586,-115,"-1,346",-855,84,"-1,898","-2,163",-915,-774,"-2,011","-1,637",-774,-657,-710,"-1,687",-674,-455,"-1,857","-2,725","-1,784"
Dividends Paid,-176,-189,-184,-180,-177,-192,-188,-182,-180,-195,-194,-188,-190,-199,-200,-196,-197,-207,-207,-203,-205,-214,-214,-211,-210,-216,-217,-218,-214,-222,-219,-214,-213,-223,-220,-219,-215,-232,-229,-232
Share Issuance / Repurchase,-647,-811,-719,-960,-581,-774,-726,-960,-545,-485,-527,-583,-203,-440,-298,-326,-316,-337,-381,-155,-358,-265,-343,-369,-440,34,7,-146,-263,-329,-551,-764,-400,-465,-490,-439,-378,-368,-94,-41
Debt Issued / Paid,0,0,0,0,0,0,392,-400,0,91,0,0,0,482,0,-350,391,-500,100,0,492,-500,0,0,0,490,0,-500,0,739,0,0,0,0,0,0,0,738,0,0
Other Financing Activities,13,11,14,19,27,4,11,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Financing Cash Flow,-810,-989,-889,"-1,121",-731,-962,-511,"-1,529",-725,-589,-721,-771,-393,-157,-498,-872,-122,"-1,044",-488,-358,-71,-979,-557,-580,-650,308,-210,-864,-477,188,-770,-978,-613,-688,-710,-658,-593,138,-323,-273
Exchange Rate Effect,-2,3,-6,-5,-8,4,-5,-3,2,-5,-2,-4,2,5,4,0,2,-6,0,-6,2,0,-6,9,-12,5,7,16,3,0,-7,3,-5,-19,-24,18,4,8,-10,10
Net Cash Flow,-34,51,56,7,-66,9,27,36,-19,-96,4,38,-58,79,51,-35,53,18,-56,14,-16,59,92,-14,50,79,-40,138,-58,26,129,-57,-9,-42,63,26,-32,-162,-12,57
Free Cash Flow,703,625,"1,840",525,199,676,"1,799",760,850,443,"1,770","1,406",848,906,"1,731",663,554,"1,144","1,734",948,639,"1,153","2,001","1,412",628,"1,664","2,326","1,901","1,190","1,849","2,543","1,692","1,266","1,375","2,484","1,340","1,012","1,549","3,046","2,104"
Free Cash Flow Growth,32.64%,-13.43%,12.40%,-43.37%,-71.69%,8.16%,-2.23%,44.76%,327.14%,-34.47%,-1.61%,85.00%,-0.24%,104.51%,-2.20%,-52.84%,-34.67%,26.27%,0.17%,42.99%,15.34%,0.79%,15.40%,48.95%,-1.72%,44.32%,16.24%,34.63%,89.49%,11.12%,9.33%,-10.99%,6.39%,-25.64%,-2.32%,-20.80%,-20.06%,12.65%,22.62%,57.01%
