,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,529.99,536.12,596.64,-25.92,610.79,607.53,657.5,65.59,520.46,538.34,530.56,539.95,492.17,458.93,454.02,443.26,479.2,469.55,456.02,-213.45,436.15,491.57,537.97,-225.35,381.05,408.56,423.57,431.7,455.28,476.24,481.47,483.21,498.37,517.93,520.41,524.47,525.68,545.43,556.24,553.65
Revenue Growth (YoY),3.68%,4.66%,9.24%,-,15.25%,13.32%,10.20%,-,-14.79%,-11.39%,-19.31%,723.28%,-5.44%,-14.75%,-14.43%,-17.91%,-2.64%,2.31%,0.44%,-,-8.98%,4.69%,17.97%,-,-12.63%,-16.89%,-21.27%,-,19.48%,16.57%,13.67%,11.93%,9.47%,8.75%,8.09%,8.54%,5.48%,5.31%,6.89%,5.56%
Cost of Revenue,75.71,78.87,99.6,127.12,132.03,136.34,173.52,168.79,175.96,179.08,187.71,195.65,159.08,153.16,155.34,198.67,172.55,173.87,181.21,-148.97,168.93,213.99,248.07,-225.75,237.38,177.81,183.14,184.22,181.76,190.13,202.14,199.25,207.25,215.04,220.21,220.49,223.09,221.84,232.73,224.4
Gross Profit,454.29,457.25,497.04,-153.04,478.76,471.19,483.98,-103.21,344.5,359.26,342.84,344.3,333.09,305.77,298.69,244.59,306.65,295.69,274.82,-64.48,267.23,277.57,289.9,0.39,143.68,230.75,240.42,247.48,273.52,286.11,279.33,283.96,291.13,302.89,300.2,303.98,302.59,323.59,323.51,329.25
"Selling, General & Admin",20.9,21.66,19.48,19.73,24.77,28.85,20.53,21.81,25.45,22.78,34.78,20.6,22.48,21.29,23.52,21.49,29.18,22.51,23.5,21.51,21.36,27.12,22.97,21.52,22.35,23.72,21.66,25.51,24.9,24.09,23.27,26.04,23.83,24.78,24.55,57.87,24.55,25.94,23.09,21.56
Other Operating Expenses,107.88,120.54,128.45,115.29,117.91,183.65,205.88,-345.34,142.33,140.74,144.17,150.69,137.61,188.3,156.5,226.67,145.45,159.61,141.96,-30.27,145.33,235.17,211.52,-137.16,150.78,146.9,142.18,175.34,161.58,173.01,177.46,197.24,178.16,181.24,177.33,185.7,179.44,200.82,184.05,197.52
Operating Expenses,128.78,142.2,147.93,135.02,142.69,212.49,226.41,-323.52,167.78,163.52,178.95,171.29,160.09,209.59,180.02,248.15,174.62,182.12,165.46,-8.76,166.68,262.29,234.49,-115.64,173.13,170.62,163.84,200.85,186.48,197.1,200.73,223.28,201.99,206.02,201.87,243.57,203.98,226.75,207.14,219.07
Operating Income,325.5,315.06,349.11,-288.06,336.08,258.7,257.57,220.32,176.72,195.73,163.89,173.01,173,96.18,118.67,-3.56,132.03,113.56,109.36,-55.72,100.55,15.28,55.41,116.03,-29.45,60.13,76.59,46.64,87.04,89.01,78.6,60.68,89.13,96.87,98.32,60.4,98.61,96.84,116.37,110.18
Interest Expense / Income,106.64,106.84,111.28,114.99,116.78,118.63,122.16,122.03,122.06,121.33,117.86,103.15,86.72,77.79,71.33,71.88,75.1,73.04,63.49,49.65,49.33,56.94,61.23,50.11,55.69,54.82,53.73,54.09,46.84,38.68,35.91,36.55,37.59,41.87,44.08,49.41,47.96,49.07,50.51,52.78
Other Expense / Income,-41.69,-12.01,-9.87,-596.28,459.99,-20.25,22.03,700.35,-65.17,-225.14,-104.79,7.83,-368.7,2,60.48,-30.04,22.03,-44.76,-48.57,-947.44,-6.79,-26.2,46.31,16.29,-334.36,-46.31,63.3,-151.22,-105.6,-225.19,-11.37,-2.78,-20.84,-12.62,-295.89,5.11,-68.61,-5.27,0.86,-1.71
