,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"17,734","18,960","18,220","20,221","19,910","16,837","17,231","17,783","15,167","16,526","17,745","13,908","14,645","14,976","13,051","12,234","10,905","12,129","12,366","13,125","14,954","15,286","17,498","17,060","12,054","14,835","14,615","16,275","17,098","17,941","18,045","19,455","18,514","13,980","12,367","13,476","12,013","10,995","10,044","10,832","19,759"
Market Cap Growth,-21.55%,-8.19%,-2.23%,22.02%,12.27%,-11.20%,-5.43%,-12.06%,-23.82%,-1.85%,2.98%,-21.79%,-3.44%,-9.38%,-26.45%,-12.03%,-25.53%,-19.01%,-5.25%,7.28%,37.13%,26.03%,41.50%,29.99%,-19.39%,-2.95%,-16.48%,-4.61%,41.84%,20.94%,23.46%,19.54%,8.28%,-22.08%,-31.46%,-30.73%,-35.12%,-21.35%,-18.79%,-19.62%,-
Enterprise Value,"26,104","27,546","27,296","29,710","29,712","27,881","28,190","28,466","25,962","26,984","28,461","22,961","21,961","22,007","20,356","20,033","18,753","19,410","19,056","18,553","20,724","21,575","24,100","23,121","17,710","20,904","20,871","22,641","22,943","22,943","23,520","25,618","24,913","20,507","18,992","20,055","18,557","17,607","16,799","17,746","26,673"
PE Ratio,17.79,18.92,17.93,21.99,47.31,45.89,73.40,-31.72,-74.41,-246.72,-570.50,22.20,15.08,21.74,24.61,29.62,-1369.65,194.89,73.19,12.40,13.85,15.66,21.06,387.85,46.29,45.57,47.45,39.58,61.76,35.76,29.11,38.73,43.20,63.36,23.80,27.07,22.02,20.78,41.87,35.60,30.64
PS Ratio,8.37,8.85,8.31,12.35,11.59,9.41,9.32,9.16,8.19,9.27,10.72,6.53,6.97,7.41,6.71,6.62,5.94,6.57,6.69,11.02,13.02,13.06,13.97,13.76,10.17,13.46,14.80,9.89,9.95,10.04,9.78,10.26,9.55,7.06,6.12,6.54,5.75,5.20,4.67,4.97,9.06
PB Ratio,1.65,1.76,1.69,1.88,1.93,1.65,1.70,1.90,1.64,1.78,1.93,2.51,2.51,2.63,2.36,2.31,2.10,2.36,2.44,2.21,2.56,2.53,2.95,2.80,1.67,2.09,2.14,2.42,2.53,2.61,2.71,2.99,2.89,2.22,1.91,2.03,1.82,1.68,1.56,1.71,3.11
P/FCF Ratio,16.48,23.19,29.31,33.73,43.98,-37.00,-70.17,-39.37,-31.48,21.55,25.79,15.77,6.88,7.91,7.62,11.00,-92.33,88.06,42.92,7.07,8.29,20.77,72.75,-13.50,-11.82,-31.80,-134.00,2516.18,27.03,10.80,13.36,19.67,-668.60,-15.71,-20.82,-67.34,2313.27,219.55,89.59,45.66,83.28
P/OCF Ratio,15.01,16.00,15.33,16.19,16.17,13.63,13.97,14.55,12.03,12.76,13.11,11.46,12.86,15.30,15.29,14.44,12.83,14.18,14.69,15.46,18.44,19.36,20.72,20.16,15.40,18.89,19.30,21.46,21.75,22.48,22.84,24.46,21.36,15.79,13.48,14.97,13.65,11.92,10.78,11.33,20.66
Debt / Equity Ratio,0.79,0.81,0.86,0.91,0.97,1.10,1.10,1.18,1.18,1.16,1.19,1.66,1.39,1.31,1.35,1.49,1.53,1.44,1.34,0.94,1.01,1.06,1.14,1.01,0.90,0.97,0.96,0.96,0.88,0.76,0.86,0.98,1.02,1.06,1.05,1.01,1.01,1.04,1.06,1.12,1.12
Interest Coverage,3.44,3.06,3.23,2.68,-1.06,2.35,1.93,-3.93,1.98,3.47,2.28,1.60,6.25,1.21,0.82,0.37,1.46,2.17,2.49,17.96,2.18,0.73,0.15,1.99,5.47,1.94,0.25,3.66,4.11,8.12,2.51,1.74,2.93,2.62,8.94,1.12,3.49,2.08,2.29,2.12,2.48
