,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"24,181","22,906","24,708","23,926","26,919","33,453","41,693","34,767","37,695","35,101","32,831","33,436","34,246","37,656","42,854","47,067","50,072","40,740","41,343","50,681","46,252","61,121","59,784","57,317","76,362","65,919","69,239","62,207","75,209","85,055","81,350","68,076","76,106","76,904","83,608","84,661","101,304","75,908","83,022","84,671","99,770"
Market Cap Growth,58.21%,28.43%,19.46%,10.06%,11.33%,46.05%,68.75%,45.31%,40.03%,4.93%,-21.26%,-3.83%,-9.15%,7.28%,30.53%,40.77%,46.21%,8.19%,-3.53%,7.68%,-7.63%,50.03%,44.60%,13.10%,65.10%,7.85%,15.82%,8.53%,-1.51%,29.03%,17.49%,9.43%,1.19%,-9.58%,2.78%,24.36%,33.11%,-1.29%,-0.70%,0.01%,-
Enterprise Value,"26,633","25,862","27,884","27,450","30,625","36,894","44,920","37,591","40,896","37,890","35,466","35,263","36,093","38,264","44,006","48,759","50,403","43,270","43,013","51,699","82,830","94,969","93,704","90,122","108,213","96,981","97,388","91,525","96,615","109,045","109,362","97,531","103,775","104,935","111,814","108,377","125,568","99,601","105,298","106,268","121,367"
PE Ratio,16.38,11.77,12.26,11.99,12.81,15.88,19.65,16.28,18.00,16.88,16.40,17.50,18.34,19.35,19.06,20.00,22.38,15.95,16.23,18.37,17.54,19.78,16.19,13.42,14.96,13.41,13.16,11.74,8.89,10.08,9.98,8.12,14.19,14.24,15.23,12.78,15.19,11.25,12.48,15.96,19.18
PS Ratio,0.75,0.70,0.74,0.70,0.77,0.93,1.14,0.93,1.00,0.92,0.85,0.85,0.86,0.93,1.05,1.13,1.20,0.95,0.94,1.13,0.95,0.81,0.58,0.44,0.50,0.43,0.45,0.40,0.47,0.52,0.49,0.40,0.44,0.43,0.47,0.47,0.56,0.42,0.45,0.45,0.53
PB Ratio,2.29,2.17,2.26,2.14,2.50,3.06,3.69,2.95,3.13,2.77,2.46,2.39,2.50,2.65,2.95,3.33,3.65,2.87,2.80,3.26,1.13,1.44,1.36,1.28,1.68,1.46,1.46,1.30,1.50,1.77,1.67,1.44,1.62,1.67,1.82,1.88,2.27,1.71,1.83,1.85,2.18
P/FCF Ratio,125.94,15.54,13.07,14.76,15.98,17.48,22.46,17.36,15.56,13.45,13.14,8.80,9.61,8.87,9.25,12.01,13.85,10.06,9.54,13.54,14.27,14.15,14.32,9.72,9.05,9.34,7.41,8.01,8.13,10.02,16.55,11.27,12.61,11.10,9.95,8.84,13.76,7.41,7.27,7.77,9.16
P/OCF Ratio,33.63,11.37,10.11,11.48,12.47,13.91,17.83,14.00,12.85,11.26,10.88,7.75,8.51,8.04,8.51,10.80,12.25,8.99,8.56,12.01,12.27,12.38,12.00,8.41,8.05,8.06,6.65,7.03,7.27,8.90,13.59,9.44,10.58,9.46,8.65,7.82,11.70,6.51,6.43,6.80,8.02
Debt / Equity Ratio,0.50,0.50,0.47,0.46,0.48,0.55,0.46,0.44,0.43,0.41,0.38,0.36,0.37,0.33,0.33,0.38,0.40,0.37,0.36,1.61,1.04,0.95,0.89,0.87,0.83,0.81,0.77,0.75,0.65,0.66,0.68,0.72,0.71,0.72,0.73,0.70,0.70,0.73,0.72,0.68,0.68
Quick Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.27,-,-,-,0.69,0.70,0.70,0.67,0.53,0.55,0.62,0.57,0.80,0.80,0.74,0.72,0.60,0.60,0.63,0.73,0.71,0.71,0.72,0.71,0.71
