,2013-12-31,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-04-05,2015-07-05,2015-10-04,2015-12-31,2016-04-03,2016-07-03,2016-10-02,2016-12-31,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-29,2019-12-31,2020-03-29,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31,2022-04-03,2022-07-03,2022-10-02,2022-12-31,2023-04-02,2023-07-02,2023-10-01
Cash & Equivalents,341.64,232.63,254.63,211.7,294.26,218.95,300.69,294.22,264.71,319.36,381.1,297.94,307.88,324.75,598.35,418.68,429.84,637.87,480.38,814.02,926.75,483.73,495.11,593.94,773.92,593.49,725.43,945.18,914.12,831.15,954.44,"1,079","1,122",794.6,572.02,710.75,854.77,649.21,613.21,636.96
Short-Term Investments,586.88,462.15,488.44,594.8,533.79,649.22,452.04,525.38,477.7,410,442.15,598.5,871.02,895.58,809.34,"1,218","1,348",860.53,712.31,418.41,190.1,421.09,400.23,342.54,137.3,211,229.79,287.79,522.28,478.29,282.12,233.4,244.23,282.02,209.85,65.31,39.61,92.9,95.2,79.57
Cash & Cash Equivalents,928.52,694.78,743.06,806.51,828.04,868.16,752.73,819.6,742.4,729.36,823.25,896.44,"1,179","1,220","1,408","1,637","1,778","1,498","1,193","1,232","1,117",904.82,895.33,936.48,911.23,804.5,955.22,"1,233","1,436","1,309","1,237","1,313","1,366","1,077",781.87,776.06,894.39,742.1,708.41,716.53
Cash Growth,20.52%,-2.14%,1.96%,-15.74%,-10.82%,24.96%,1.30%,1.62%,-10.34%,-15.99%,9.37%,9.38%,58.80%,67.31%,70.99%,82.56%,50.80%,22.79%,-15.27%,-24.69%,-37.18%,-39.61%,-24.93%,-24.01%,-18.41%,-11.09%,6.69%,31.66%,57.63%,62.77%,29.45%,6.48%,-4.87%,-17.78%,-36.77%,-40.89%,-34.55%,-31.07%,-9.40%,-7.67%
Receivables,171.4,230.51,319.76,344.56,170.96,194.1,322.01,274.72,237.04,279.44,376.47,189.55,215.91,340.95,438.63,299.75,302.91,435.7,479.5,381.86,324.02,366.68,409.56,400.48,408.34,538.16,750.16,646.34,555.87,636.65,926.99,657.15,605.67,598.58,734.1,578.84,536.28,497.13,532.23,490.28
Inventory,137.94,137.43,126.87,108.38,105.13,121.05,121.82,128.43,153.59,160.69,129.28,115.07,135.96,203.28,153.65,125.18,107.53,131.86,135.55,154.71,153.54,161.34,164.46,178.2,196.69,182.98,206.09,191.32,222.19,262.47,226.14,224.24,243.33,259.34,295.63,310.75,325.02,352.06,347.3,322.63
Other Current Assets,202.42,198.53,164.93,141.58,139.71,137.84,119.84,113.9,126.94,73.23,83.89,84.14,93.03,89.61,80.07,78.64,82.02,90.47,86.45,110.4,138.08,161.2,147.47,139.42,142.62,176.95,182.54,173,200.98,292.54,309.78,326.95,360.8,439.84,458.85,461.91,502.24,520.68,535.91,569.91
Total Current Assets,"1,440","1,261","1,355","1,401","1,244","1,321","1,316","1,337","1,260","1,243","1,413","1,285","1,624","1,854","2,080","2,140","2,270","2,156","1,894","1,879","1,732","1,594","1,617","1,655","1,659","1,703","2,094","2,244","2,415","2,501","2,699","2,521","2,576","2,374","2,270","2,128","2,258","2,112","2,124","2,099"
"Property, Plant & Equipment",275.24,278.73,308.52,335.81,329.04,308.26,291.93,275.09,273.41,266.91,264.56,261.82,253.82,253.55,258.02,259.08,268.45,281.28,285.3,278.07,279.82,334.03,352.21,365.16,377.76,391.05,409.77,440.89,449.37,453.98,457.24,452.15,456.05,467.2,477.92,476.61,492.42,507.32,512.97,515.43
Long-Term Investments,271.08,272.07,364.08,374.81,470.79,402.72,275.88,257.56,265.93,246.07,282.55,357.75,433.84,262.06,212.5,211.94,125.93,89.26,111.42,91.98,87.73,91.93,99,103.56,104.49,100.51,106.97,108.25,117.98,115.62,181.56,136.66,133.86,126.13,112,111.04,110.78,116.94,104.69,103.91
