,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"3,376","4,284","4,248","5,111","8,213","5,625","11,427","19,908","26,656","13,605","15,630"
Market Cap Growth,6.41%,26.90%,-0.85%,20.32%,60.69%,-31.51%,103.15%,74.22%,33.89%,-48.96%,-
Enterprise Value,"2,634","3,456","3,506","4,285","6,801","4,888","10,976","18,945","25,474","12,844","15,025"
PE Ratio,20.47,52.72,20.57,-117.71,31.87,12.45,24.45,25.39,26.27,19.02,33.41
PS Ratio,2.36,2.60,2.59,2.92,3.84,2.68,4.98,6.38,7.20,4.31,5.71
PB Ratio,1.70,2.06,2.16,2.80,4.20,3.70,7.72,9.02,10.40,5.55,6.40
P/FCF Ratio,20.84,13.26,12.75,13.82,15.76,15.52,25.73,29.11,27.60,32.54,41.86
P/OCF Ratio,12.56,8.71,10.04,11.23,13.11,11.80,19.74,22.91,24.27,23.54,30.07
EV/Sales Ratio,1.84,2.10,2.14,2.44,3.18,2.33,4.78,6.07,6.88,4.07,5.49
EV/EBITDA Ratio,6.96,13.56,8.86,62.47,10.40,8.11,16.42,18.01,19.53,13.45,21.60
EV/EBIT Ratio,11.55,33.78,13.75,-83.32,12.45,9.98,20.03,20.48,21.61,15.22,25.68
EV/FCF Ratio,16.26,10.70,10.52,11.58,13.05,13.48,24.71,27.70,26.37,30.72,40.24
Debt / Equity Ratio,0.09,-,-,0.19,0.19,0.25,0.31,0.21,0.07,0.05,0.05
Debt / EBITDA Ratio,0.49,-,-,5.14,0.56,0.63,0.69,0.45,0.14,0.14,0.16
Debt / FCF Ratio,1.15,-,-,0.95,0.70,1.05,1.04,0.69,0.19,0.32,0.30
Quick Ratio,2.31,3.43,2.63,3.74,4.58,3.03,2.45,2.84,2.45,1.92,1.88
Current Ratio,3.03,4.27,3.38,4.36,5.00,3.64,3.08,3.45,3.20,3.03,3.28
Asset Turnover,0.56,0.64,0.63,0.70,0.71,0.73,0.85,0.95,0.97,0.91,0.80
Interest Coverage,8.74,14.75,135.93,-14.14,25.21,22.48,24.66,38.26,66.15,226.97,145.89
Return on Equity (ROE),8.70%,3.90%,10.10%,-2.40%,12.80%,26.40%,31.60%,41.80%,40.90%,30.20%,20.60%
Return on Assets (ROA),6.50%,3.20%,7.90%,-1.70%,8.50%,15.70%,17.40%,23.80%,26.50%,20.60%,14.80%
Return on Capital (ROIC),7.17%,3.95%,10.08%,-2.89%,11.13%,24.05%,25.37%,30.15%,38.20%,27.41%,18.47%
Earnings Yield,4.89%,1.90%,4.86%,-0.85%,3.14%,8.03%,4.09%,3.94%,3.81%,5.26%,3.22%
FCF Yield,4.80%,7.54%,7.84%,7.24%,6.34%,6.44%,3.89%,3.44%,3.62%,3.07%,2.39%
Dividend Yield,0.00%,0.90%,1.20%,0.90%,0.70%,1.10%,0.50%,0.30%,0.20%,0.50%,0.47%
Payout Ratio,0.00%,45.00%,24.50%,-114.30%,21.50%,14.90%,13.10%,8.50%,6.50%,9.70%,15.69%
Buyback Yield / Dilution,-2.32%,5.54%,4.15%,5.04%,0.46%,4.48%,6.83%,-2.00%,-0.32%,7.56%,1.61%
Total Shareholder Return,-2.32%,6.44%,5.35%,5.94%,1.16%,5.58%,7.33%,-1.70%,-0.12%,8.06%,2.08%
