,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,163.4,290.9,-34.4,94.1,81.1,229,16.6,32.8,158.8,172.3,202.5,"1,438",201.3,323.3,280,588.8,278.1,424.1,338.3,76,151.4,329.4,-402.8,163.7,-117,195,342.8,"-1,369.8",84.1,388.6,453,80,151.5,47.3,216.4,-589.8,72.5,342.4,430.7,103.3
Depreciation & Amortization,81.2,77.2,74.6,80,77.5,81.4,83,72.5,67.5,70.2,66.6,184.1,197.1,198.9,208.3,208.5,213.7,215.9,214.6,213.3,212.9,216.8,211.7,217.6,256.5,237.7,220.7,207.1,202.3,201.6,200.3,181.9,173.7,171.7,170.2,169.2,171.5,168.4,168.7,174.2
Share-Based Compensation,8.3,3.8,5.9,5.5,3.2,4.9,4.8,5.5,6.1,5.4,6.1,12.3,15.5,16.1,14.6,12.1,14.8,10.3,8.7,8.8,11.4,7.2,-11.1,1,5.9,5.9,6.2,6.2,8.3,8.2,8.2,7.4,8.5,8.4,8.8,7.9,9.8,10.5,13.8,0
Other Operating Activities,-103.2,54.4,436.3,34.6,-364.4,85.4,159,124.1,-325.8,109.9,90.6,"-1,138.1",-532.2,398.5,-176,-88.5,-191.4,332.3,-68,241.8,-474.2,373.1,662.4,226.8,-163.5,639.4,-136.4,"1,359",-485.6,341,-142.3,36.5,-453,558.7,55.3,797.2,-250.4,369.7,96.9,60
Operating Cash Flow,149.7,426.3,482.4,214.2,-202.6,400.7,263.4,234.9,-93.4,357.8,365.8,496.7,-118.3,936.8,326.9,720.9,315.2,982.6,493.6,539.9,-98.5,926.5,460.2,609.1,-18.1,"1,078",433.3,202.5,-190.9,939.4,519.2,305.8,-119.3,786.1,450.7,384.5,3.4,891,710.1,337.5
Operating Cash Flow Growth,26.44%,-9.80%,9.89%,54.99%,-,-6.01%,-45.40%,9.66%,-,-10.71%,38.88%,111.45%,-,161.82%,-10.63%,45.14%,-,4.89%,50.99%,-25.11%,-,-5.71%,-6.77%,12.82%,-,16.35%,-5.85%,-66.75%,-,-12.86%,19.82%,51.01%,-,-16.32%,-13.19%,25.74%,-,13.34%,57.55%,-12.22%
Capital Expenditures,-65.3,-61.1,-69.4,-63.7,-73.7,-66.1,-68.5,-66.7,-71.1,-50.5,-67.3,-152.9,-180,-174,-112,-133.6,-208.3,-142.8,-139.9,-160.7,-198,-112.5,-146.8,-136.5,-225.1,-120,-111.3,-118.4,-102.5,-109.4,-151.5,-159.2,-243.8,-144.9,-142,-130.7,-181.4,-153.7,-159,0
Acquisitions,-95.4,22.9,31.9,50.8,-113.8,-2.5,-22.5,54.7,-130.3,50.8,-77.9,"-11,970.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Investing Activities,-12.8,17.6,-6.3,11.4,-5.7,3.7,3.7,22.7,-4.1,144.6,16.9,25.6,47.9,4.2,15.9,-6.6,-43.8,-2.3,3.6,25.1,3.4,139.3,-4.4,22.2,5.1,-1.5,1.5,156.1,17.9,-6.1,-1.5,2.4,17.6,1.6,6.6,10.5,4,-9.5,-168.9,-
Investing Cash Flow,-173.5,-20.6,-43.8,-1.5,-193.2,-64.9,-87.3,10.7,-205.5,144.9,-128.3,"-12,097.7",-132.1,-169.8,-96.1,-140.2,-252.1,-145.1,-136.3,-135.6,-194.6,26.8,-151.2,-114.3,-220,-121.5,-109.8,37.7,-84.6,-115.5,-153,-156.8,-226.2,-143.3,-135.4,-120.2,-177.4,-163.2,-327.9,0
Dividends Paid,-68.2,-68.5,-68.4,-68.5,-76.2,-76.1,-75.8,-75.3,-88.3,-88.2,-88.1,-88.3,-88.3,-88.3,-88.3,-88.5,-88.5,-88.5,-88.6,-88.6,-88.7,-88.7,-123.5,-123.5,-123.4,-1.9,0,0,0,-0.2,-73.7,-73.9,-82.4,-82.5,-82.2,-82.2,-89.5,-88.7,-88.5,0
Common Stock Issued,0,0,0,0,0,0,637.6,-66.6,"2,526",-0.5,-0.3,"-2,525.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0.5,0
Share Repurchases,0,0,0,0,0,0,-50,-50,46.1,-10.4,"6,907","5,013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.1,-12.1,-12.6,-12.7,-14.6,-12.1,-34.2,0
Other Financing Activities,-12,-174.4,-121.7,-220.3,199.5,-171.9,-797.2,-110,71.6,-28.7,"13,759","9,825",168.6,-585.2,313.7,"-1,040.1",-201.4,-146.3,-310.1,3.1,-446.1,-612.4,-254.2,-269.9,522.1,-846.6,-391.5,-229.1,45,-48.7,-972,-48.7,140.8,-471.9,-133.4,-147.2,-27.6,-34,-472.9,-
Financing Cash Flow,-80.2,-242.9,-190.1,-288.8,123.3,-248,-185.4,-201.9,"2,464",-107,"6,764","2,198",80.3,-673.5,225.4,"-1,128.6",-289.9,-234.8,-398.7,-85.5,-534.8,-701.1,-377.7,-393.4,398.7,-848.5,-391.5,-229.1,45,-48.9,"-1,045.7",-122.6,72.5,-542.3,-203,-216.7,-102.5,-99.4,-526.7,0
Net Cash Flow,-104.7,168.4,216.1,-97.5,-307,96.2,-20.2,37.3,"2,172",387.4,"6,991","-9,420.6",-165.9,107.9,468.4,-552.7,-220.7,595,-42.8,307.8,-823.5,255.8,-80,113.2,142.7,114.7,-49.5,38.8,-237.4,776.2,-692.6,21.1,-278.7,83.4,83.1,74.8,-271.8,632.7,-159.2,337.5
Free Cash Flow,84.4,365.2,413,150.5,-276.3,334.6,194.9,168.2,-164.5,307.3,298.5,343.8,-298.3,762.8,214.9,587.3,106.9,839.8,353.7,379.2,-296.5,814,313.4,472.6,-243.2,958,322,84.1,-293.4,830,367.7,146.6,-363.1,641.2,308.7,253.8,-178,737.3,551.1,337.5
Free Cash Flow Growth,68.46%,-6.65%,11.47%,140.80%,-,-8.38%,-52.81%,11.76%,-,-8.16%,53.16%,104.40%,-,148.23%,-28.01%,70.83%,-,10.09%,64.59%,-35.43%,-,-3.07%,-11.39%,24.63%,-,17.69%,2.74%,-82.20%,-,-13.36%,14.19%,74.32%,-,-22.75%,-16.05%,73.12%,-,14.99%,78.52%,32.98%
