,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"10,848","13,705","13,779","13,809","13,833","12,964","15,359","17,328","19,582","21,713","23,585","20,902","20,578","18,598","17,593","17,686","16,256","14,697","13,221","12,136","13,070","12,197","12,455","11,680","8,453","7,453","7,279","9,806","11,100","11,656","10,074","10,067","11,594","11,829","10,404","11,159","11,189","14,248","13,742",-,"13,414"
Market Cap Growth,22.02%,56.56%,48.99%,33.73%,27.52%,-5.41%,11.47%,25.49%,41.56%,67.49%,53.56%,20.62%,5.08%,-14.35%,-25.40%,-15.39%,-21.00%,-20.98%,-24.85%,-31.38%,-19.60%,-17.01%,-5.80%,-3.76%,-35.32%,-38.90%,-41.55%,-16.04%,31.30%,56.40%,38.39%,2.66%,4.46%,1.48%,3.28%,10.85%,-3.50%,20.45%,32.08%,-,-
Enterprise Value,"14,303","16,859","16,511","16,370","16,767","15,688","17,967","19,835","20,016","21,750","23,491","32,414","32,469","29,966","28,941","28,581","27,177","24,770","23,044","21,567","23,005","21,304","21,341","20,194","17,264","15,359","14,919","17,312","18,812","18,574","16,678","16,592","18,549","18,191","16,467","17,122","17,451","19,902","19,120","5,355","18,769"
PE Ratio,16.60,11.78,-100.14,36.69,42.64,14.15,231.31,132.07,30.83,31.50,29.12,3.63,25.56,14.38,15.71,7.51,14.61,8.66,9.77,39.92,21.58,9.26,-7.73,17.84,-18.06,9.55,5.31,-1.79,33.00,7.50,5.56,31.46,19.13,62.52,12.02,-4.73,38.58,10.40,7.98,0,16.02
PS Ratio,2.59,3.26,3.28,3.33,3.43,3.37,4.15,4.86,5.56,6.19,6.87,4.28,3.08,2.12,1.64,1.61,1.49,1.35,1.21,1.13,1.22,1.15,1.18,1.10,0.81,0.75,0.74,1.02,1.17,1.18,1.01,0.98,1.09,1.12,0.97,1.04,1.03,1.27,1.19,-,1.15
PB Ratio,1.26,1.53,1.64,1.76,1.91,1.70,2.12,2.46,1.98,2.20,2.38,1.83,1.77,1.54,1.41,1.34,1.21,1.08,0.95,0.90,0.96,0.88,0.95,0.87,0.67,0.57,0.54,0.79,0.88,0.90,0.76,0.75,0.86,0.88,0.79,0.88,0.88,1.09,1.04,0,1.02
P/FCF Ratio,11.94,15.53,14.89,13.63,21.20,20.85,38.04,41.12,36.73,42.92,38.70,26.62,31.59,16.80,17.19,13.96,9.72,8.40,7.00,7.23,10.24,9.75,10.29,8.96,6.23,4.97,4.82,8.75,10.37,12.36,10.19,9.58,11.82,14.93,14.19,13.28,10.91,12.70,10.07,-,9.26
P/OCF Ratio,9.04,11.88,11.51,10.85,15.03,14.49,22.73,24.88,24.31,28.47,27.26,18.55,18.67,11.06,10.71,9.48,7.07,6.27,5.26,5.21,6.82,6.55,6.81,6.16,4.27,3.50,3.46,5.78,7.29,8.42,6.85,6.40,7.05,7.93,7.31,7.43,6.89,8.24,6.91,-,6.91
Debt / Equity Ratio,0.44,0.41,0.41,0.41,0.45,0.41,0.41,0.42,0.31,0.31,1.00,1.06,1.06,0.98,0.99,0.86,0.83,0.80,0.76,0.78,0.75,0.69,0.71,0.67,0.75,0.67,0.62,0.67,0.66,0.63,0.54,0.53,0.54,0.51,0.50,0.52,0.52,0.51,0.47,0.47,0.47
Quick Ratio,0.51,0.65,0.54,0.54,0.40,0.47,0.71,0.79,2.76,2.22,6.61,0.43,0.43,0.48,0.47,0.39,0.28,0.44,0.42,0.45,0.31,0.39,0.35,0.36,0.35,0.43,0.36,0.37,0.35,0.49,0.43,0.42,0.37,0.44,0.42,0.43,0.38,0.55,0.44,0.40,0.40
