,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,679,754.78,846.17,731.05,698,782,896,783,743,827,930,802,756,844,936,821,761,853,976,850,813,882,"1,013",902,844,931,"1,079",923,888,999,"1,092",951,842,937,"1,082",931,938,"1,097","1,167","1,032"
Revenue Growth (YoY),6.74%,4.21%,2.92%,3.50%,2.80%,3.61%,5.89%,7.11%,6.45%,5.75%,3.79%,2.43%,1.75%,2.06%,0.65%,2.37%,0.66%,1.07%,4.27%,3.53%,6.83%,3.40%,3.79%,6.12%,3.81%,5.56%,6.52%,2.33%,5.21%,7.30%,1.20%,3.03%,-5.18%,-6.21%,-0.92%,-2.10%,11.40%,17.08%,7.86%,10.85%
Cost of Revenue,325.18,337.85,341.35,345.62,324,336,364,380,348,351,432,368,334,347,322,366,347,348,390,394,365,372,395,412,383,391,419,429,419,431,436,491,364,376,416,433,393,419,436,472
Gross Profit,353.82,416.93,504.82,385.43,374,446,532,403,395,476,498,434,422,497,614,455,414,505,586,456,448,510,618,490,461,540,660,494,469,568,656,460,478,561,666,498,545,678,731,560
Other Operating Expenses,105.71,105.34,106.73,104.22,106,108,111,112,115,113,114,118,124,124,121,107,127,134,180,141,141,136,144,151,145,152,154,153,157,158,161,160,158,163,164,164,172,173,177,181
Operating Expenses,105.71,105.34,106.73,104.22,106,108,111,112,115,113,114,118,124,124,121,107,127,134,180,141,141,136,144,151,145,152,154,153,157,158,161,160,158,163,164,164,172,173,177,181
Operating Income,248.11,311.59,398.09,281.21,268,338,421,291,280,363,384,316,298,373,493,348,287,371,406,315,307,374,474,339,316,388,506,341,312,410,495,300,320,398,502,334,373,505,554,379
Interest Expense / Income,73.56,73.67,75.45,76.33,75,76,77,80,80,81,81,83,85,85,89,83,84,86,89,91,93,94,97,102,96,101,99,101,98,101,101,103,100,106,111,116,115,110,117,118
Other Expense / Income,0.52,-0.51,2.45,-1.46,-4,-2,-3,-6,-2,-7,-5,4,-,-1,3,-3,-7,-6,-11,-13,-7,-19,-9,30,-16,-20,-18,-19,-24,-22,-24,-777,-47,-49,-39,-33,-34,-35,-46,-37
Pretax Income,174.03,238.43,320.2,206.34,197,264,347,217,202,289,308,229,213,289,401,268,210,291,328,237,221,299,386,207,236,307,425,259,238,331,418,974,267,341,430,251,292,430,483,298
Income Tax,105.91,129.13,168.01,112.95,117,141,173,118,120,152,160,128,120,158,198,269,104,129,141,125,108,129,146,109,112,131,161,114,105,124,140,329,109,123,133,104,122,150,160,127
Net Income,68.12,109.3,152.19,93.39,80,123,174,99,82,137,148,101,93,131,203,-1,106,162,187,112,113,170,240,98,124,176,264,145,133,207,278,645,158,218,297,147,170,280,323,171
Net Income Growth,18.18%,7.94%,1.01%,57.15%,17.43%,12.54%,14.33%,6.00%,2.50%,11.38%,-14.94%,2.02%,13.41%,-4.38%,37.16%,-,13.98%,23.66%,-7.88%,-,6.60%,4.94%,28.34%,-12.50%,9.73%,3.53%,10.00%,47.96%,7.26%,17.61%,5.30%,344.83%,18.80%,5.31%,6.83%,-77.21%,7.59%,28.44%,8.75%,16.33%
Shares Outstanding (Basic),179,179,179,180,179,180,179,179,178,178,178,178,178,178,178,178,178,179,181,183,181,181,181,181,181,181,181,181,181,182,182,182,182,182,182,182,186,195,195,196
Shares Outstanding (Diluted),179,180,180,181,180,180,180,180,179,178,178,179,179,179,179,179,179,179,181,180,181,181,181,181,181,181,182,185,182,182,182,182,182,182,182,182,186,195,195,196
Shares Change,0.56%,0.44%,0.44%,0.86%,0.30%,0.17%,0.03%,-0.46%,-0.56%,-1.11%,-1.11%,-0.56%,-,0.56%,0.56%,-,-,-,1.12%,0.56%,1.12%,1.12%,-,0.56%,-,-,0.55%,2.21%,0.55%,0.55%,-,-1.62%,-,-,-,-,2.20%,7.14%,7.14%,7.69%
EPS (Basic),0.38,0.61,0.85,0.52,0.45,0.69,0.97,0.56,0.46,0.77,0.83,0.57,0.52,0.74,1.14,-,0.60,0.90,1.04,0.62,0.62,0.94,1.33,0.54,0.69,0.97,1.46,0.80,0.73,1.14,1.53,3.56,0.87,1.20,1.63,0.81,0.91,1.44,1.66,0.87
EPS (Diluted),0.38,0.61,0.85,0.52,0.44,0.68,0.96,0.55,0.46,0.77,0.83,0.57,0.52,0.73,1.13,-0.01,0.59,0.91,1.04,0.62,0.62,0.94,1.33,0.54,0.68,0.97,1.46,0.80,0.73,1.14,1.53,3.55,0.87,1.20,1.63,0.81,0.91,1.44,1.66,0.87
EPS Growth,18.75%,7.02%,1.19%,57.58%,15.79%,11.48%,12.94%,5.77%,4.55%,13.24%,-13.54%,3.64%,13.04%,-5.19%,36.14%,-,13.46%,24.66%,-7.96%,-,5.08%,3.30%,27.88%,-12.90%,9.68%,3.19%,9.77%,48.15%,7.35%,17.53%,4.79%,343.75%,19.18%,5.26%,6.54%,-77.18%,4.60%,20.00%,1.84%,7.41%
Free Cash Flow,42.19,-24.06,106.1,-61.24,-42,-65,98,-63,-41,-64,60,-52,-6,-96,116,-60,-159,-88,75,-80,-161,-96,33,-151,-249,-138,-12,-103,-181,-94,29,-186,318,-558,-70,"-1,002",-272,-245,-28,-315
Free Cash Flow Per Share,0.24,-0.14,0.59,-0.34,-0.23,-0.36,0.55,-0.35,-0.23,-0.36,0.34,-0.29,-0.03,-0.54,0.65,-0.34,-0.89,-0.49,0.41,-0.44,-0.89,-0.53,0.18,-0.83,-1.38,-0.76,-0.07,-0.57,-1.00,-0.52,0.16,-1.02,1.75,-3.07,-0.39,-5.50,-1.46,-1.26,-0.14,-1.61
Dividend Per Share,0.280,0.310,0.310,0.310,0.310,0.340,0.340,0.340,0.340,0.375,0.375,0.375,0.375,0.415,0.415,0.415,0.415,0.455,0.455,0.455,0.455,0.500,0.500,0.500,0.500,0.550,0.550,0.550,0.550,0.603,0.603,0.603,0.603,0.655,0.655,0.655,0.655,0.708,0.708,0.708
Dividend Growth,-,10.71%,10.71%,10.71%,10.71%,9.68%,9.68%,9.68%,9.68%,10.29%,10.29%,10.29%,10.29%,10.67%,10.67%,10.67%,10.67%,9.64%,9.64%,9.64%,9.64%,9.89%,9.89%,9.89%,9.89%,10.00%,10.00%,10.00%,10.00%,9.64%,9.64%,9.64%,9.64%,8.62%,8.62%,8.62%,8.62%,8.09%,8.09%,8.09%
