,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"8,114","8,852","8,640","9,557","9,746","8,752","9,929","10,723","12,371","15,019","13,314","12,880","13,860","13,890","14,425","16,320","14,664","15,202","15,878","16,393","18,845","20,940","22,442","22,208","21,637","23,290","26,253","27,820","27,201","27,970","30,680","34,285","30,081","27,039","23,661","27,714","26,640","27,785","24,106","25,699","23,914"
Market Cap Growth,10.37%,20.83%,17.61%,26.86%,20.12%,-1.14%,14.91%,12.20%,26.93%,71.61%,34.10%,20.12%,12.04%,-7.52%,8.34%,26.70%,5.81%,9.44%,10.07%,0.45%,28.51%,37.75%,41.34%,35.47%,14.82%,11.22%,16.98%,25.27%,25.71%,20.09%,16.86%,23.24%,10.59%,-3.33%,-22.88%,-19.17%,-11.44%,2.76%,1.88%,-7.27%,-
Enterprise Value,"13,916","14,734","14,456","15,458","15,736","14,902","16,172","17,213","19,037","21,809","20,102","19,967","21,066","21,260","21,775","23,963","22,590","23,472","24,167","24,846","27,698","30,021","31,569","31,664","31,450","33,351","36,432","38,269","37,940","38,946","41,745","45,214","40,791","38,645","35,477","40,052","37,682","39,219","35,712","37,780","35,995"
PE Ratio,21.38,22.84,22.21,22.59,22.41,19.51,21.11,22.53,25.88,30.53,28.57,27.52,28.94,29.37,27.32,38.31,33.40,32.34,34.97,28.91,32.83,35.98,35.34,35.76,34.24,36.51,39.66,39.24,37.89,37.34,40.21,27.15,23.36,20.82,17.95,33.80,32.02,31.08,26.20,27.22,25.07
PS Ratio,2.77,2.99,2.89,3.17,3.22,2.86,3.20,3.40,3.86,4.62,4.06,3.90,4.18,4.17,4.32,4.86,4.36,4.51,4.66,4.76,5.40,5.95,6.31,6.15,5.94,6.31,6.99,7.37,7.12,7.19,7.86,8.72,7.75,7.08,6.21,7.31,6.85,6.86,5.83,6.07,5.65
PB Ratio,1.69,1.82,1.76,1.94,1.95,1.73,1.92,2.12,2.43,2.92,2.54,2.47,2.62,2.58,2.61,3.03,2.69,2.65,2.71,2.80,3.18,3.47,3.63,3.63,3.47,3.68,4.03,4.31,4.13,4.18,4.47,4.70,4.03,3.57,3.05,3.60,2.79,2.86,2.44,2.62,2.44
P/FCF Ratio,-246.57,229.27,20330.24,151.70,-459.93,-140.85,-141.36,-148.93,-174.24,-214.55,-123.28,-132.79,-223.54,-147.77,-379.60,-354.77,-73.69,-79.59,-68.44,-65.05,-74.19,-79.92,-73.82,-59.22,-46.73,-46.12,-47.73,-55.42,-62.68,-71.72,-87.91,-79.36,448.97,-68.11,-47.70,-21.12,-14.01,-17.49,-15.58,-29.88,-29.88
P/OCF Ratio,8.19,8.38,8.25,8.71,9.28,8.22,8.92,8.97,9.84,11.44,10.37,9.99,10.61,10.88,10.58,11.26,10.54,10.48,11.17,11.83,14.12,15.62,16.76,16.06,15.51,16.24,18.41,19.51,19.09,19.77,20.91,23.79,21.24,24.21,20.12,25.01,21.50,17.09,14.26,13.71,12.76
Debt / Equity Ratio,1.22,1.22,1.20,1.21,1.21,1.25,1.23,1.30,1.33,1.33,1.31,1.38,1.38,1.39,1.35,1.43,1.47,1.46,1.43,1.47,1.51,1.52,1.49,1.56,1.67,1.68,1.66,1.71,1.65,1.66,1.63,1.52,1.45,1.55,1.54,1.62,1.18,1.26,1.24,1.27,1.27
Quick Ratio,0.40,0.42,0.54,0.39,0.41,0.45,0.59,0.38,0.34,0.35,0.34,0.26,0.24,0.23,0.38,0.24,0.21,0.21,0.38,0.31,0.26,0.46,0.43,0.27,0.38,0.53,0.51,0.38,0.24,0.39,0.38,0.31,0.37,0.44,0.35,0.26,0.45,0.85,0.78,0.47,0.47
Current Ratio,0.57,0.57,0.72,0.46,0.59,0.59,0.75,0.43,0.40,0.40,0.42,0.33,0.32,0.30,0.49,0.31,0.29,0.28,0.46,0.37,0.32,0.56,0.54,0.63,0.65,0.90,0.87,0.66,0.60,0.92,0.86,0.73,0.52,0.59,0.48,0.45,0.71,1.13,1.03,0.65,0.65
Interest Coverage,3.37,4.24,5.24,3.70,3.63,4.47,5.51,3.71,3.53,4.57,4.80,3.76,3.51,4.40,5.51,4.23,3.50,4.38,4.69,3.60,3.38,4.18,4.98,3.03,3.46,4.04,5.29,3.56,3.43,4.28,5.14,10.46,3.67,4.22,4.87,3.16,3.54,4.91,5.13,3.53,4.27
Return on Capital (ROIC),Upgrade,4.90%,4.91%,4.92%,5.13%,5.15%,5.13%,5.25%,5.26%,5.20%,5.24%,4.99%,4.92%,4.97%,4.85%,5.30%,4.18%,4.18%,4.25%,4.08%,5.06%,5.00%,4.94%,5.27%,5.26%,5.01%,4.96%,4.99%,5.11%,5.18%,5.27%,5.27%,5.22%,5.33%,5.04%,5.03%,4.89%,4.87%,4.96%,5.02%,5.10%
Dividend Yield,2.50%,2.30%,2.40%,2.30%,2.30%,2.60%,2.40%,2.20%,2.00%,1.70%,1.90%,2.00%,1.90%,2.00%,2.00%,1.80%,2.00%,2.00%,2.00%,2.00%,1.70%,1.60%,1.50%,1.60%,1.70%,1.60%,1.40%,1.40%,1.50%,1.50%,1.40%,1.20%,1.50%,1.70%,1.90%,1.70%,1.80%,1.90%,2.20%,2.10%,2.30%
Payout Ratio,73.70%,50.80%,36.50%,59.60%,68.90%,49.30%,35.10%,60.70%,73.90%,48.70%,45.20%,65.80%,72.10%,56.10%,36.40%,-,69.20%,50.60%,43.80%,73.40%,73.40%,53.20%,37.60%,92.60%,72.50%,56.70%,37.70%,68.80%,75.30%,52.90%,39.40%,16.90%,69.30%,54.60%,40.20%,80.90%,72.00%,49.20%,42.70%,81.40%,57.76%
Buyback Yield / Dilution,-0.56%,-0.44%,-0.44%,-0.86%,-0.30%,-0.17%,-0.03%,0.46%,0.56%,1.11%,1.11%,0.56%,-,-0.56%,-0.56%,-,-,-0.56%,-1.12%,-0.56%,-1.12%,-1.12%,-,-0.56%,-,-,-0.55%,-2.21%,-0.55%,-0.55%,-0.55%,1.62%,-0.55%,-,-,-,-2.20%,-7.14%,-7.14%,-7.69%,-6.04%
Total Shareholder Return,1.94%,1.86%,1.96%,1.44%,2.00%,2.43%,2.37%,2.66%,2.56%,2.81%,3.01%,2.56%,1.90%,1.44%,1.44%,1.80%,2.00%,1.44%,0.88%,1.44%,0.58%,0.48%,1.50%,1.04%,1.70%,1.60%,0.85%,-0.81%,0.95%,0.95%,0.85%,2.82%,0.95%,1.70%,1.90%,1.70%,-0.40%,-5.24%,-4.94%,-5.59%,-3.74%
