,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,"2,609","2,579","1,990","2,372","2,153",521,"2,601","3,206","2,750","1,951","2,714","7,875","2,522","2,215","2,853","2,495","2,511","1,891","3,199","3,194","2,745","-5,241","3,593","3,717","2,917","2,800","4,277","3,854","3,269","2,906","4,112","4,223","3,355","3,052","3,939","3,933","3,397","3,384","4,521","3,468"
Depreciation & Amortization,791,824,794,746,786,808,731,723,785,839,728,707,665,720,692,676,716,750,643,650,711,820,723,677,799,814,671,671,683,710,711,684,690,722,663,653,692,706,702,721
Share-Based Compensation,94,113,81,70,80,106,67,73,76,119,44,60,93,154,84,73,92,146,102,79,118,216,110,92,123,233,89,165,144,142,116,152,130,130,105,145,156,139,125,150
Other Operating Activities,615,990,768,247,533,"2,553",139,478,-333,"1,230",-461,"-5,642",-240,599,2,440,34,"1,412",-377,84,-57,"8,356",-257,-122,225,959,-298,734,-9,363,-296,62,-929,-191,-637,"-1,157",-382,"1,112",-444,761
Operating Cash Flow,"4,109","4,506","3,633","3,435","3,552","3,988","3,538","4,480","3,278","4,139","3,025","3,000","3,040","3,688","3,631","3,684","3,353","4,199","3,567","4,007","3,517","4,151","4,169","4,364","4,064","4,806","4,739","5,424","4,087","4,121","4,643","5,121","3,246","3,713","4,070","3,574","3,863","5,341","4,904","5,100"
Operating Cash Flow Growth,6.40%,2.60%,77.74%,4.12%,-13.56%,-11.50%,-2.61%,30.42%,-7.71%,3.79%,-14.50%,-33.04%,-7.26%,-10.90%,20.03%,22.80%,10.30%,13.86%,-1.76%,8.77%,4.89%,-1.14%,16.88%,8.91%,15.55%,15.78%,13.67%,24.29%,0.57%,-14.25%,-2.03%,-5.59%,-20.58%,-9.90%,-12.34%,-30.21%,19.01%,43.85%,20.49%,42.70%
Capital Expenditures,-944,"-1,241",-810,-832,-820,"-1,274",-532,-691,-800,"-1,291",-684,-745,-801,"-1,154","-1,132",-768,-910,-907,"-1,080",-701,-752,-814,"-1,079",-605,-731,-658,-850,-567,-656,-714,"-1,091",-626,-747,-692,-890,-708,-730,-734,-925,-817
Acquisitions,2,-27,-15,-97,-7,-926,0,-186,"-1,138",-1,"-1,236","1,741",0,-996,0,-101,-7,-1,-237,"-3,611",-95,-2,0,-54,-4,0,0,0,0,-34,0,-349,"-1,032",0,-2,-74,-638,-51,0,0
Change in Investments,-12,-644,"-1,681","-1,082",-81,237,-52,-58,"-1,040",-218,-384,-993,"-1,132",-872,"-1,522",-383,969,982,443,458,"1,416","1,091","6,152",0,-3,-3,0,0,-10,10,0,0,0,0,0,0,0,0,0,0
Other Investing Activities,52,510,"2,948",700,67,783,38,42,34,318,183,97,131,160,120,81,45,23,9,9,4,372,6,9,13,2,21,18,1,-53,85,15,3,10,60,292,-12,-13,-297,-185
Investing Cash Flow,-902,"-1,402",442,"-1,311",-841,"-1,180",-546,-893,"-2,944","-1,192","-2,121",100,"-1,802","-2,862","-2,534","-1,171",97,97,-865,"-3,845",573,647,"5,079",-650,-725,-659,-829,-549,-665,-791,"-1,006",-960,"-1,776",-682,-832,-490,"-1,380",-798,"-1,222","-1,002"
