,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"25,900","29,001","29,565","28,631","31,928","34,067","31,877","36,605","42,891","47,793","44,315","38,693","38,764","38,011","36,252","37,235","36,375","34,911","39,526","35,132","35,293","38,002","41,566","42,824","37,200","34,709","33,541","38,932","40,372","43,161","52,614","52,060","65,681","68,479","54,883","51,400","49,212","53,103","51,316","46,335","49,501"
Market Cap Growth,4.09%,10.87%,12.20%,3.68%,23.28%,17.47%,7.82%,27.85%,34.33%,40.29%,39.02%,5.70%,-9.62%,-20.47%,-18.19%,-3.77%,-6.16%,-8.16%,9.03%,-5.65%,-2.97%,8.85%,5.16%,21.89%,5.40%,-8.67%,-19.31%,-9.09%,8.53%,24.35%,56.87%,33.72%,62.69%,58.66%,4.31%,-1.27%,-25.07%,-22.45%,-6.50%,-9.86%,-
Enterprise Value,"26,719","29,360","29,574","28,604","31,805","33,973","31,915","36,625","43,105","47,824","44,491","39,066","38,971","38,286","36,315","37,966","37,373","35,991","40,608","36,118","36,344","39,191","43,114","44,175","38,693","36,429","34,730","41,138","42,659","45,998","57,129","56,875","72,421","74,981","61,210","57,257","55,308","59,307","57,559","54,734","57,901"
PE Ratio,30.66,33.85,34.08,32.99,35.16,35.98,32.12,35.40,40.73,44.18,40.34,34.12,32.74,31.06,29.73,31.28,31.05,29.63,31.62,27.17,23.70,25.29,28.45,29.02,29.23,27.03,27.41,34.35,36.76,36.86,41.39,35.50,37.91,37.82,26.54,11.85,11.88,12.81,12.61,24.11,25.80
PS Ratio,13.18,14.40,14.31,13.50,14.66,15.27,13.97,15.68,18.01,19.68,17.91,15.36,15.14,14.65,13.81,14.06,13.63,12.96,14.56,12.85,12.79,13.68,14.82,15.15,13.03,12.03,11.62,13.46,13.85,14.57,17.08,16.07,19.23,18.91,14.35,12.79,11.77,12.34,11.69,10.42,11.13
PB Ratio,2.95,3.23,3.18,3.09,3.37,3.67,3.44,4.00,4.68,5.28,5.07,4.27,4.12,4.06,3.97,4.17,4.07,3.93,4.44,3.95,3.87,4.19,4.74,4.88,4.11,3.85,3.73,4.62,4.72,5.02,6.02,5.77,7.04,7.06,5.51,5.13,4.89,5.29,5.10,4.58,4.90
P/FCF Ratio,20.38,22.50,22.15,20.75,23.12,24.33,22.07,24.96,29.49,31.77,28.85,24.45,24.32,23.81,23.37,24.12,24.01,23.11,25.98,22.42,22.30,24.01,25.58,27.34,23.31,21.78,20.82,23.63,23.98,26.60,29.65,27.95,32.98,31.49,25.27,21.79,21.00,22.17,20.70,19.18,20.49
P/OCF Ratio,18.11,19.98,19.92,18.55,19.91,20.58,18.56,20.77,24.53,26.45,23.66,20.19,19.93,19.36,18.63,18.92,18.44,17.70,19.89,17.21,17.10,18.31,19.80,20.79,17.99,16.84,16.33,19.18,19.76,20.66,24.23,22.37,25.82,25.45,19.14,16.53,15.79,16.82,15.83,14.52,15.51
Debt / Equity Ratio,0.10,0.05,0.04,0.01,0.01,0.01,0.01,0.01,0.03,0.04,0.05,0.05,0.04,0.04,0.05,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.22,0.22,0.21,0.27,0.27,0.30,0.30,0.35,0.57,0.64,0.80,0.77,0.74,0.67,0.68,0.69,0.68,0.89,0.89
Interest Coverage,163.77,66.29,135.19,238.04,-,-,-,-,596.89,445.27,259.82,301.82,460.71,327.76,317.94,150.30,48.86,43.31,49.14,47.70,74.71,46.01,31.20,32.59,31.52,27.88,23.26,23.75,25.68,29.40,19.66,21.65,21.80,16.52,20.85,82.17,12.41,15.34,16.18,11.51,13.58
Return on Capital (ROIC),Upgrade,9.88%,10.14%,10.17%,10.86%,11.12%,11.85%,12.22%,12.88%,12.98%,13.65%,14.36%,14.18%,14.02%,14.25%,14.76%,13.61%,13.65%,13.71%,13.60%,13.67%,13.43%,13.65%,13.56%,13.68%,13.38%,12.79%,12.48%,12.91%,12.71%,12.45%,11.12%,10.90%,10.00%,10.36%,10.95%,12.03%,12.55%,13.09%,13.45%,12.06%
Dividend Yield,3.40%,3.10%,3.20%,3.40%,3.00%,2.80%,3.20%,2.90%,2.60%,2.50%,2.70%,3.10%,3.30%,3.50%,3.70%,3.70%,3.80%,4.00%,3.50%,4.00%,4.00%,3.70%,3.40%,3.30%,3.80%,4.00%,4.20%,3.60%,3.50%,3.20%,2.70%,2.70%,2.10%,2.00%,2.60%,7.20%,7.50%,7.30%,7.90%,4.20%,4.26%
Payout Ratio,98.60%,138.60%,110.20%,104.50%,85.40%,113.80%,111.10%,107.60%,96.60%,121.40%,111.10%,101.10%,98.00%,123.50%,125.80%,124.20%,104.20%,120.50%,100.00%,108.10%,65.60%,115.60%,113.60%,103.10%,107.00%,111.10%,141.80%,141.80%,119.80%,90.50%,101.00%,79.10%,62.70%,75.50%,58.10%,97.90%,96.60%,112.40%,99.70%,93.50%,109.99%
Buyback Yield / Dilution,-0.48%,-0.17%,-0.31%,-0.30%,-0.27%,-0.32%,-0.12%,-0.13%,-0.29%,-0.28%,-0.35%,-0.18%,-0.03%,-0.13%,-0.04%,-0.23%,-0.23%,-0.05%,-0.09%,-0.06%,-0.14%,-0.13%,-0.18%,-0.15%,-0.07%,-0.14%,-0.02%,-0.01%,-0.09%,-0.13%,-0.56%,-0.68%,-0.76%,-0.86%,-0.44%,-0.30%,-0.04%,0.06%,0.06%,0.10%,0.10%
Total Shareholder Return,2.92%,2.93%,2.89%,3.10%,2.73%,2.48%,3.08%,2.77%,2.31%,2.22%,2.35%,2.92%,3.27%,3.37%,3.66%,3.47%,3.57%,3.95%,3.41%,3.94%,3.86%,3.57%,3.22%,3.15%,3.73%,3.86%,4.18%,3.59%,3.41%,3.07%,2.14%,2.02%,1.34%,1.14%,2.16%,6.90%,7.46%,7.36%,7.96%,4.30%,4.36%
