,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30,Current
Market Capitalization,"41,629","42,602","42,208","50,469","50,141","49,152","42,537","44,768","37,726","44,282","43,793","50,938","51,431","51,828","57,509","62,065","66,011","66,569","64,872","60,345","47,249","40,201","41,367","41,759","36,862","34,109","57,588","75,254","67,460","83,532","71,032","61,198","58,895","58,206","54,778","47,417","51,292","54,790","65,565","65,075","59,372"
Market Cap Growth,25.56%,39.55%,24.18%,14.92%,20.45%,15.38%,0.78%,-11.29%,-24.76%,-9.91%,2.95%,13.78%,36.33%,17.04%,31.32%,21.84%,28.35%,28.44%,12.80%,-2.77%,-28.42%,-39.61%,-36.23%,-30.80%,-21.98%,-15.16%,39.21%,80.21%,83.01%,144.90%,23.34%,-18.68%,-12.70%,-30.32%,-22.88%,-22.52%,-12.91%,-5.87%,19.69%,37.24%,-
Enterprise Value,"44,064","45,189","45,276","53,770","54,585","53,368","47,018","50,456","44,096","54,910","55,043","62,022","63,472","63,321","69,737","75,371","81,334","80,440","80,004","76,118","63,305","55,994","71,772","72,945","68,538","65,349","88,663","105,365","97,170","112,907","100,503","91,194","90,184","88,503","85,573","80,807","84,007","86,266","96,726","96,528","90,825"
PE Ratio,14.74,18.33,16.97,19.04,17.28,46.81,39.06,40.08,37.88,24.33,23.76,27.50,26.97,17.29,19.98,21.02,14.78,14.56,13.48,12.14,13.00,74.45,91.93,556.78,-105.62,26.52,32.24,30.69,22.27,15.97,13.93,12.45,11.47,15.21,15.26,14.23,17.14,13.79,15.70,15.18,14.10
PS Ratio,0.92,0.94,0.91,1.08,1.06,1.04,0.89,0.92,0.76,0.88,0.83,0.92,0.89,0.86,0.94,1.00,1.03,1.02,0.97,0.88,0.68,0.58,0.59,0.60,0.53,0.49,0.81,1.01,0.86,1.00,0.82,0.68,0.64,0.62,0.58,0.50,0.55,0.61,0.74,0.74,0.68
PB Ratio,2.73,2.79,2.79,3.24,3.13,3.28,2.78,2.99,2.63,3.21,3.10,3.51,3.39,3.23,3.46,3.64,3.49,3.43,3.38,3.13,2.38,2.26,2.28,2.24,1.96,1.86,2.96,3.58,3.07,3.46,2.92,2.45,2.40,2.33,2.18,1.97,2.07,2.10,2.47,2.43,2.22
P/FCF Ratio,52.63,58.28,66.37,47.04,41.40,48.24,53.91,68.87,50.37,49.75,71.32,53.51,-105.18,-278.64,-145.22,-49.14,-35.24,-67.31,-64.04,-187.99,33.53,326.84,-164.15,-68.01,-42.37,-44.24,43.99,26.64,17.54,19.65,20.08,21.97,19.55,18.97,19.03,22.44,24.44,20.49,19.92,15.87,14.48
P/OCF Ratio,9.70,9.99,9.78,10.50,9.72,9.16,7.56,7.90,6.63,7.76,8.05,8.65,11.29,10.51,12.64,16.36,19.15,14.24,13.56,11.27,6.91,7.16,7.55,7.58,6.62,6.69,8.02,9.12,7.32,8.24,7.42,6.81,6.49,5.92,5.86,5.34,5.76,6.19,6.92,6.69,6.10
Debt / Equity Ratio,0.36,0.36,0.36,0.36,0.49,0.53,0.53,0.62,0.64,1.03,1.01,0.97,1.00,0.96,0.95,0.94,0.96,0.88,0.91,0.93,0.95,1.02,1.81,1.78,1.78,1.97,1.95,1.83,1.75,1.51,1.49,1.48,1.52,1.49,1.50,1.58,1.54,1.47,1.44,1.43,1.43
Quick Ratio,1.64,1.58,1.53,1.52,1.73,1.59,1.57,1.60,1.43,1.35,1.37,1.36,1.42,1.46,1.48,1.39,1.21,1.22,1.15,1.23,1.29,1.27,1.18,1.11,1.07,1.45,1.56,1.63,1.50,1.40,1.39,1.37,1.27,1.31,1.30,1.16,1.19,1.25,1.25,1.22,1.22
Current Ratio,1.95,1.82,1.80,1.78,2.00,1.74,1.83,1.87,1.72,1.50,1.53,1.54,1.60,1.60,1.63,1.57,1.43,1.39,1.32,1.42,1.46,1.45,1.31,1.25,1.22,1.58,1.69,1.76,1.60,1.51,1.51,1.49,1.39,1.43,1.42,1.30,1.32,1.37,1.37,1.34,1.34
Interest Coverage,16.63,24.17,22.08,23.26,17.98,-16.27,18.21,15.26,10.65,-0.53,11.11,10.06,8.37,10.24,9.61,10.19,7.99,7.96,9.67,9.98,7.90,-12.10,8.27,4.79,3.71,-0.39,9.73,8.64,6.61,11.98,10.11,9.90,9.44,4.24,9.13,9.34,9.38,8.02,16.64,13.39,10.42
Return on Capital (ROIC),Upgrade,14.08%,11.67%,12.63%,13.10%,12.63%,3.12%,3.26%,3.35%,3.03%,7.04%,7.15%,7.12%,6.98%,9.40%,8.54%,8.34%,11.24%,12.27%,12.84%,13.12%,9.18%,10.54%,7.26%,6.39%,5.54%,3.78%,4.45%,5.54%,6.34%,7.67%,7.39%,7.15%,7.49%,7.91%,7.57%,7.11%,6.58%,5.67%,5.98%,6.09%
