,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,"1,428",399,448,328,180,121,262,239,337,344
Cash & Cash Equivalents,"1,428",399,448,328,180,121,262,239,337,344
Cash Growth,-41.02%,-72.06%,12.28%,-26.79%,-45.12%,-32.78%,116.53%,-8.78%,41.00%,2.08%
Receivables,"26,795","26,349","26,726","7,389","7,971","8,352","9,911","10,279","10,968","11,913"
"Property, Plant & Equipment",877,831,974,991,"1,034","1,006","1,181","1,122","1,027",927
Goodwill and Intangibles,498,498,498,611,"1,949","1,947","2,983","2,861","2,769","2,689"
Total Assets,"277,884","245,013","228,348","224,576","225,260","62,307","70,817","74,111","76,578","73,008"
Accounts Payable,"100,136","73,976","31,670",602,816,767,755,701,687,658
Deferred Revenue,"5,225","5,255","5,385","5,392","5,322","5,282","6,635","6,629","7,194","7,815"
Total Liabilities,"258,979","226,293","210,706","207,673","211,766","49,206","54,547","55,555","58,735","59,332"
Total Debt,"6,544","6,109","5,359","4,910","4,998","4,678","4,848","4,352","4,944","4,357"
Debt Growth,-10.20%,-6.65%,-12.28%,-8.38%,1.79%,-6.40%,3.63%,-10.23%,13.60%,-11.87%
Common Stock,"8,301","6,601","5,421","4,126","3,189","3,625","3,533","3,468","1,907",459
Retained Earnings,"10,683","11,191","12,550","13,114","9,642","11,055","12,685","13,918","15,764","17,058"
Comprehensive Income,-79,928,-329,-337,663,"-1,579",52,"1,170",172,"-3,841"
Shareholders' Equity,"18,905","18,720","17,642","16,903","13,494","13,101","16,270","18,556","17,843","13,676"
Net Cash / Debt,"-5,116","-5,710","-4,911","-4,582","-4,818","-4,557","-4,586","-4,113","-4,607","-4,013"
Book Value Per Share,42.28,43.38,43.07,44.75,37.83,36.52,45.14,51.78,52.42,42.99
