,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"20,673","18,614","15,997","16,291","17,162","18,955","20,740","20,523","22,390","22,362"
Revenue Growth (YoY),-6.40%,-9.96%,-14.06%,1.84%,5.35%,10.45%,9.42%,-1.05%,9.10%,-0.13%
Cost of Revenue,"11,048","10,805","9,325","9,961","10,174","11,165","11,472","11,805","12,729","13,142"
Gross Profit,"9,625","7,809","6,672","6,330","6,988","7,790","9,268","8,718","9,661","9,220"
"Selling, General & Admin","4,176","4,028","3,459","3,525","4,563","4,281","4,580","4,480","4,779","4,830"
Other Operating Expenses,"1,794","1,706","1,368","2,031","1,386","1,452","1,779","1,882","1,752","1,919"
Operating Expenses,"5,970","5,734","4,827","5,556","5,949","5,733","6,359","6,362","6,531","6,749"
Operating Income,"3,655","2,075","1,845",774,"1,039","2,057","2,909","2,356","3,130","2,471"
Interest Expense / Income,397,376,346,327,316,298,259,236,234,213
Other Expense / Income,"2,836",551,-472,-283,"2,869",-316,90,-,-,-
Pretax Income,422,"1,148","1,971",730,"-2,146","2,075","2,560","2,120","2,896","2,258"
Income Tax,246,350,289,-166,985,268,475,383,531,443
Net Income,176,798,"1,682",896,"-3,131","1,807","2,085","1,737","2,365","1,815"
Preferred Dividends,0,0,0,0,0,6,21,21,21,21
Net Income Common,176,798,"1,682",896,"-3,131","1,801","2,064","1,716","2,344","1,794"
Net Income Growth,-,353.41%,110.78%,-46.73%,-,-,14.60%,-16.86%,36.60%,-23.46%
Shares Outstanding (Basic),447,431,410,378,357,359,360,358,340,318
Shares Change,2.47%,-3.49%,-5.07%,-7.78%,-5.56%,0.57%,0.47%,-0.58%,-5.02%,-6.54%
EPS (Basic),0.37,1.81,4.05,2.31,-8.61,5.03,5.72,4.79,6.71,5.52
EPS (Diluted),0.36,1.73,3.96,2.27,-8.61,4.95,5.66,4.76,6.62,5.44
EPS Growth,-,380.56%,128.90%,-42.68%,-,-,14.34%,-15.90%,39.08%,-17.82%
Free Cash Flow,"1,173","1,765","2,449","1,842","1,936","2,721","3,384","3,757","3,960","3,833"
Free Cash Flow Per Share,2.62,4.09,5.98,4.88,5.43,7.58,9.39,10.48,11.63,12.05
Dividend Per Share,0.500,0.660,0.780,0.860,0.940,1.100,1.200,1.300,1.435,1.580
Dividend Growth,25.00%,32.00%,18.18%,10.26%,9.30%,17.02%,9.09%,8.33%,10.38%,10.10%
Gross Margin,46.56%,41.95%,41.71%,38.86%,40.72%,41.10%,44.69%,42.48%,43.15%,41.23%
Operating Margin,17.68%,11.15%,11.53%,4.75%,6.05%,10.85%,14.03%,11.48%,13.98%,11.05%
Profit Margin,0.85%,4.29%,10.51%,5.50%,-18.24%,9.50%,9.95%,8.36%,10.47%,8.02%
Free Cash Flow Margin,5.67%,9.48%,15.31%,11.31%,11.28%,14.36%,16.32%,18.31%,17.69%,17.14%
Effective Tax Rate,58.29%,30.49%,14.66%,-22.74%,-,12.92%,18.55%,18.07%,18.34%,19.62%
EBITDA,"1,008","1,800","2,690","1,455","-1,431","2,840","3,270","2,918","3,810","3,096"
EBITDA Margin,4.88%,9.67%,16.82%,8.93%,-8.34%,14.98%,15.77%,14.22%,17.02%,13.84%
Depreciation & Amortization,189,276,373,398,399,467,451,562,680,625
EBIT,819,"1,524","2,317","1,057","-1,830","2,373","2,819","2,356","3,130","2,471"
EBIT Margin,3.96%,8.19%,14.48%,6.49%,-10.66%,12.52%,13.59%,11.48%,13.98%,11.05%
