,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,176,798,"1,682",896,"-3,131","1,801","2,064","1,716","2,344","1,794"
Depreciation & Amortization,189,276,373,398,399,467,451,562,680,625
Other Operating Activities,872,812,701,772,"4,918",569,953,"1,572","1,048","1,568"
Operating Cash Flow,"1,237","1,886","2,756","2,066","2,186","2,843","3,489","3,871","4,093","4,008"
Operating Cash Flow Growth,-53.86%,52.47%,46.13%,-25.04%,5.81%,30.05%,22.72%,10.95%,5.73%,-2.08%
Capital Expenditures,-64,-121,-307,-224,-250,-122,-105,-114,-133,-175
Acquisitions,815,963,0,-175,"-1,201","1,115","-1,901",0,11,0
Change in Investments,"2,924",872,994,"1,724",-12,"-2,975",-191,"-1,940","-2,335","-1,106"
Other Investing Activities,70,-18,-202,-376,21,20,49,-12,-9,4
Investing Cash Flow,"3,745","1,696",485,949,"-1,442","-1,962","-2,148","-2,066","-2,466","-1,277"
Dividends Paid,-202,-282,-316,-334,-341,-379,-433,-457,-485,-506
Share Issuance / Repurchase,-580,"-1,766","-1,250","-1,321","-1,038",-16,-206,-171,"-1,677","-1,569"
Debt Issued / Paid,"-2,870",-213,-299,-104,"1,391",-338,-207,-500,588,-600
Other Financing Activities,"-2,168","-2,215","-1,279",-782,-991,-734,-345,-650,-7,-35
Financing Cash Flow,"-5,820","-4,476","-3,144","-2,541",-979,"-1,467","-1,191","-1,778","-1,581","-2,710"
Exchange Rate Effect,-155,-135,-48,-40,70,-10,-9,8,-6,-14
Net Cash Flow,-993,"-1,029",49,185,-148,-596,141,-23,98,7
Free Cash Flow,"1,173","1,765","2,449","1,842","1,936","2,721","3,384","3,757","3,960","3,833"
Free Cash Flow Growth,-55.14%,50.47%,38.75%,-24.79%,5.10%,40.55%,24.37%,11.02%,5.40%,-3.21%
Free Cash Flow Margin,5.67%,9.48%,15.31%,11.31%,11.28%,14.36%,16.32%,18.31%,17.69%,17.14%
Free Cash Flow Per Share,2.62,4.09,5.98,4.88,5.43,7.58,9.39,10.48,11.63,12.05
