,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"20,792","20,874","18,379","21,531","23,147","24,569","21,622","24,012","20,821","17,088","19,454","18,241","21,697","23,481","26,257","22,551","22,588","24,261","22,212","16,222","20,670","20,841","22,396","24,245","12,570","19,860","24,756","35,182","37,236","42,552","40,298","44,621","32,383","24,132","21,190","25,234","30,398","27,616","27,884","25,378","22,033"
Market Cap Growth,48.52%,31.71%,1.42%,16.36%,11.33%,17.70%,17.64%,11.52%,-10.05%,-30.45%,-10.03%,-24.03%,4.21%,37.41%,34.97%,23.63%,4.11%,3.32%,-15.41%,-28.07%,-8.49%,-14.10%,0.83%,49.46%,-39.19%,-4.71%,10.54%,45.11%,196.22%,114.26%,62.78%,26.83%,-13.03%,-43.29%,-47.42%,-43.45%,-6.13%,14.44%,31.59%,0.57%,-
Enterprise Value,"22,256","22,155","19,805","23,097","25,305","26,133","24,308","27,484","24,710","20,716","23,131","21,466","25,148","26,760","29,802","25,103","25,465","27,379","25,548","19,998","25,235","25,324","26,751","28,510","17,015","22,382","26,930","36,730","38,654","43,916","41,814","45,853","34,347","26,246","23,013","30,555","36,171","33,206","32,957","30,404","27,059"
PE Ratio,16.55,16.42,14.08,15.94,18.67,16.35,13.50,16.56,12.50,13.36,16.66,14.51,18.59,18.37,19.03,16.64,17.02,19.42,20.64,15.20,20.67,21.20,22.24,24.49,5.41,11.83,14.43,19.89,78.23,42.90,50.69,84.67,100.88,213.56,67.70,47.52,50.33,30.89,12.47,8.72,7.60
PS Ratio,1.39,1.42,1.27,1.39,1.50,1.62,1.44,2.21,1.87,1.49,1.63,1.49,1.91,2.28,2.80,1.75,1.69,1.75,1.56,1.12,1.44,1.46,1.56,1.69,0.90,1.61,1.99,2.69,2.69,2.71,2.57,2.86,2.05,1.51,1.25,1.44,1.68,1.43,1.41,1.27,1.10
PB Ratio,7.02,6.68,6.35,8.58,10.74,9.87,9.34,10.67,9.19,7.18,7.62,7.60,8.41,8.11,8.20,6.84,6.52,6.89,6.16,4.69,6.05,5.92,6.28,6.35,2.53,2.86,3.36,4.45,4.61,5.11,4.86,5.35,3.86,2.98,2.59,2.87,3.38,2.99,2.59,2.20,1.91
P/FCF Ratio,19.38,18.07,14.73,15.88,16.37,18.63,18.58,20.01,15.94,12.93,14.15,14.21,15.70,16.41,21.88,29.29,40.63,54.76,52.88,20.74,28.75,30.83,25.63,28.29,13.04,50.28,36.09,41.93,37.16,29.43,48.26,71.97,599.69,-105.84,132.44,59.65,51.35,27.10,21.00,25.53,22.17
P/OCF Ratio,11.97,11.34,9.46,10.08,10.85,12.04,11.49,14.10,11.34,9.10,9.96,9.40,11.05,11.82,15.24,15.36,16.95,18.97,17.10,9.96,13.28,13.68,13.35,14.93,7.39,18.34,18.80,24.90,24.76,22.31,29.81,36.51,42.17,42.64,21.21,19.98,20.88,14.57,12.65,13.39,11.62
Debt / Equity Ratio,0.83,0.78,0.85,0.97,1.26,1.10,1.35,1.78,1.92,1.71,1.60,1.65,1.55,1.41,1.53,1.26,1.22,1.16,1.14,1.26,1.43,1.38,1.32,1.23,1.31,0.64,0.59,0.56,0.53,0.52,0.52,0.52,0.81,0.84,0.81,0.78,0.77,0.75,0.64,0.58,0.58
Quick Ratio,1.03,1.06,1.01,0.84,0.85,1.03,0.76,0.84,0.84,0.86,0.88,0.69,0.90,0.94,1.11,1.14,1.08,1.04,1.01,0.83,0.76,0.77,0.78,0.74,1.20,1.31,1.33,1.40,1.43,1.44,1.44,1.41,1.91,1.92,1.99,1.02,1.03,1.10,1.16,1.08,1.08
Current Ratio,1.50,1.52,1.48,1.34,1.49,1.57,1.25,1.30,1.25,1.30,1.34,1.31,1.34,1.40,1.62,1.59,1.60,1.55,1.54,1.29,1.20,1.22,1.39,1.31,1.69,1.89,1.84,1.85,1.97,2.06,2.11,2.01,2.60,2.63,2.66,1.60,1.71,1.76,1.81,1.72,1.72
Interest Coverage,12.11,14.27,11.94,13.29,9.44,25.17,16.50,5.72,13.20,9.34,9.54,8.25,11.73,12.63,13.17,11.57,11.76,11.39,9.47,8.81,8.18,8.09,7.76,7.34,37.79,-7.64,8.82,10.08,9.57,6.03,4.50,1.86,3.56,0.48,7.21,5.42,3.93,4.78,5.23,4.17,4.54
Return on Capital (ROIC),Upgrade,25.10%,24.35%,25.87%,29.53%,29.86%,28.31%,28.31%,14.54%,14.23%,12.58%,11.32%,21.70%,19.47%,18.86%,16.41%,16.19%,16.15%,16.29%,14.81%,15.30%,13.74%,13.29%,13.81%,13.23%,21.50%,16.36%,16.69%,16.58%,6.47%,10.70%,9.21%,8.21%,5.59%,4.74%,6.22%,6.80%,7.42%,8.96%,18.93%,24.00%
Dividend Yield,1.10%,1.20%,1.50%,1.40%,1.30%,1.20%,1.30%,1.20%,1.40%,1.70%,1.60%,1.70%,1.40%,1.30%,1.20%,1.40%,1.30%,1.10%,1.10%,1.40%,1.10%,1.10%,1.00%,0.90%,1.80%,0.80%,0.50%,0.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,23.80%,19.80%,24.50%,21.40%,34.70%,11.20%,17.50%,35.70%,18.80%,30.50%,26.90%,27.90%,23.40%,21.00%,19.60%,30.20%,19.00%,20.00%,26.20%,23.20%,23.70%,20.60%,22.90%,24.40%,3.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Buyback Yield / Dilution,2.69%,2.86%,3.37%,3.79%,4.91%,4.90%,5.24%,5.16%,5.06%,5.36%,4.09%,3.53%,2.71%,1.95%,2.06%,1.55%,1.15%,0.95%,0.68%,1.41%,2.59%,3.10%,3.35%,2.78%,1.43%,-0.37%,-5.44%,-9.77%,-5.98%,-4.98%,-0.30%,3.53%,-0.01%,0.05%,0.04%,0.01%,-0.00%,-0.68%,-4.39%,-3.60%,-4.31%
Total Shareholder Return,3.79%,4.06%,4.87%,5.19%,6.21%,6.10%,6.54%,6.36%,6.46%,7.06%,5.69%,5.23%,4.11%,3.25%,3.26%,2.95%,2.45%,2.05%,1.78%,2.81%,3.69%,4.20%,4.35%,3.68%,3.23%,0.43%,-4.94%,-9.57%,-5.98%,-4.98%,-0.30%,3.53%,-0.01%,0.05%,0.04%,0.01%,-0.00%,-0.68%,-4.39%,-3.60%,-4.31%
