,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"3,897","4,062","3,762","3,778","3,797","3,858","3,631",-422,"4,051","4,206","4,091",-74,"3,143","3,153","3,148","3,440","3,630","3,684","3,485","3,636","3,575","3,627","3,559","3,596","3,226","1,960","3,668","4,212","4,023","3,807","3,654","4,134","4,178","4,057","4,614","4,640","4,818","5,200","5,114","4,919"
Revenue Growth (YoY),-3.16%,-4.20%,-6.35%,36.39%,-2.57%,-5.02%,-3.48%,-,6.69%,9.02%,12.67%,-,-22.41%,-25.04%,-23.05%,-,15.49%,16.84%,10.71%,5.70%,-1.52%,-1.55%,2.12%,-1.10%,-9.76%,-45.96%,3.06%,17.13%,24.71%,94.23%,-0.38%,-1.85%,3.85%,6.57%,26.27%,12.24%,15.32%,28.17%,10.84%,6.01%
Cost of Revenue,"3,164","3,262","3,041","3,004","3,056","3,076","2,862",-303,"3,262","3,346","3,253",-334,"2,544","2,498","2,498","2,730","2,947","2,958","2,834","2,967","2,962","2,958","2,882","2,909","2,725","1,947","3,021","3,433","3,296","3,205","3,138","3,543","3,589","3,617","3,821","3,827","4,058","4,336","4,221","3,997"
Gross Profit,733,800,721,774,741,782,769,-119,789,860,838,260,599,655,650,710,683,726,651,669,613,669,677,687,501,13,647,779,727,602,516,591,589,440,793,813,760,864,893,922
"Selling, General & Admin",248,261,259,268,255,261,249,38,277,278,278,91,225,231,230,266,259,260,232,242,256,260,262,298,252,217,229,278,255,266,263,291,274,286,275,303,342,353,360,381
Other Operating Expenses,62,77,70,50,40,40,70,43,68,188,166,-142,81,60,47,58,50,45,96,72,60,74,95,65,"-1,370",107,54,55,43,51,38,40,98,57,48,70,71,101,87,186
Operating Expenses,310,338,329,318,295,301,319,81,345,466,444,-51,306,291,277,324,309,305,328,314,316,334,357,363,"-1,118",324,283,333,298,317,301,331,372,343,323,373,413,454,447,567
Operating Income,423,462,392,456,446,481,450,-200,444,394,394,311,293,364,373,386,374,421,323,355,297,335,320,324,"1,619",-311,364,446,429,285,215,260,217,97,470,440,347,410,446,355
Interest Expense / Income,35,33,33,34,32,30,30,32,41,41,41,32,33,35,35,37,34,36,34,37,38,43,42,41,43,44,38,39,40,38,36,36,43,56,58,62,67,72,75,71
Other Expense / Income,-1,-9,-2,4,144,-274,-45,-383,-97,11,3,47,-94,-78,-88,-42,-26,11,1,29,-14,-13,-6,23,-6,25,29,53,46,56,53,193,64,70,52,104,84,66,54,59
Pretax Income,389,438,361,418,270,725,465,151,500,342,350,232,354,407,426,391,366,374,288,289,273,305,284,260,"1,582",-380,297,354,343,191,126,31,110,-29,360,274,196,272,317,225
Income Tax,69,56,56,74,61,80,61,-41,75,84,57,-49,19,38,31,135,59,83,66,42,33,31,38,30,10,-14,-2,55,48,28,25,0,21,16,59,25,34,30,"-1,312",-680
Net Income,320,382,305,344,209,645,404,192,425,258,293,281,335,369,395,256,307,291,222,247,240,274,246,230,"1,572",-366,299,299,295,163,101,31,89,-45,301,249,162,242,"1,629",905
Preferred Dividends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,16,16,16,15,16,16,16,15,16,16,13,0,0
Net Income Common,320,382,305,344,209,645,404,192,425,258,293,281,335,369,395,256,307,291,222,247,240,274,246,230,"1,572",-369,283,283,279,147,86,15,73,-61,286,233,146,229,"1,629",905
Net Income Growth,15.94%,4.09%,12.55%,15.44%,-34.69%,68.85%,32.46%,-44.19%,103.35%,-60.00%,-27.48%,46.35%,-21.18%,43.02%,34.81%,-8.90%,-8.36%,-21.14%,-43.80%,-3.52%,-21.82%,-5.84%,10.81%,-6.88%,555.00%,-,15.04%,23.04%,-82.25%,-,-69.61%,-94.70%,-73.84%,-,232.56%,1453.33%,100.00%,-,469.58%,288.41%
Shares Outstanding (Basic),306,303,299,294,291,288,283,279,277,273,272,270,269,267,266,266,266,265,265,263,259,257,256,255,256,258,270,270,270,270,271,271,271,271,271,271,271,273,283,281
Shares Outstanding (Diluted),307,304,300,297,292,289,284,282,277,273,273,272,270,268,267,267,266,265,265,264,260,257,256,256,256,258,270,281,271,271,271,271,271,271,271,271,271,273,283,281
Shares Change,-2.69%,-2.86%,-3.37%,-3.79%,-4.91%,-4.90%,-5.24%,-5.16%,-5.06%,-5.36%,-4.09%,-3.53%,-2.71%,-1.95%,-2.06%,-1.55%,-1.15%,-0.95%,-0.68%,-1.41%,-2.59%,-3.10%,-3.35%,-2.78%,-1.43%,0.37%,5.44%,9.77%,5.98%,4.98%,0.30%,-3.53%,0.01%,-0.05%,-0.04%,-0.01%,0.00%,0.68%,4.39%,3.60%
EPS (Basic),1.05,1.26,1.02,1.17,0.72,2.24,1.43,0.70,1.54,0.95,1.08,1.04,1.24,1.38,1.48,0.96,1.16,1.10,0.84,0.95,0.93,1.07,0.96,0.90,6.15,-1.43,1.05,1.03,1.03,0.54,0.32,0.06,0.27,-0.23,1.06,0.86,0.54,0.84,5.76,3.23
EPS (Diluted),1.04,1.26,1.02,1.16,0.72,2.23,1.42,0.70,1.53,0.94,1.07,1.03,1.24,1.38,1.48,0.96,1.15,1.10,0.84,0.93,0.92,1.07,0.96,0.90,6.14,-1.43,1.05,1.03,1.03,0.54,0.32,0.05,0.27,-0.23,1.05,0.86,0.54,0.84,5.76,3.22
