,2014-01-26,2014-04-27,2014-07-27,2014-10-26,2015-01-25,2015-04-26,2015-07-26,2015-10-25,2016-01-24,2016-04-24,2016-07-24,2016-10-30,2017-01-29,2017-04-30,2017-07-30,2017-10-29,2018-01-28,2018-04-29,2018-07-29,2018-10-28,2019-01-27,2019-04-28,2019-07-28,2019-10-27,2020-01-26,2020-04-26,2020-07-26,2020-10-25,2021-01-24,2021-04-25,2021-07-25,2021-10-31,2022-01-30,2022-05-01,2022-07-31,2022-10-30,2023-01-29,2023-04-30,2023-07-30,2023-10-29,Current
Market Capitalization,"11,902","12,579","12,598","13,842","14,065","14,484","15,212","18,074","20,076","19,957","19,541","20,226","19,100","18,554","18,050","16,035","18,355","19,312","19,443","21,948","22,164","21,395","22,090","21,663","25,256","25,066","27,093","26,770","24,518","25,057","25,662","22,961","25,626","28,552","26,942","25,649","24,529","22,102","22,419","17,154","15,853"
Market Cap Growth,27.76%,15.24%,14.79%,20.23%,18.17%,15.14%,20.75%,30.58%,42.74%,37.78%,28.46%,11.90%,-4.86%,-7.03%,-7.63%,-20.72%,-3.90%,4.08%,7.72%,36.87%,20.75%,10.78%,13.62%,-1.30%,13.95%,17.16%,22.65%,23.57%,-2.92%,-0.03%,-5.28%,-14.23%,4.52%,13.95%,4.99%,11.71%,-4.28%,-22.59%,-16.79%,-33.12%,-
Enterprise Value,"11,512","12,330","12,317","13,758","13,788","14,110","15,463","18,162","19,951","19,827","19,557","20,061","18,740","18,255","17,667","15,841","18,849","19,860","19,894","22,114","22,277","20,999","21,766","21,226","24,834","24,758","26,652","26,342","24,050","24,605","28,677","25,650","28,097","30,969","29,377","27,951","27,213","24,807","25,040","19,710","18,409"
PE Ratio,21.65,22.29,21.40,22.97,22.65,21.91,22.70,26.34,26.79,25.44,23.45,22.73,21.46,20.95,20.69,18.94,20.07,20.52,20.07,21.69,23.32,21.49,22.43,22.13,25.76,27.08,29.16,29.48,27.63,28.23,29.79,25.26,27.67,29.75,26.89,25.65,25.08,23.67,25.55,21.62,19.99
PS Ratio,1.34,1.40,1.39,1.49,1.49,1.52,1.62,1.95,2.19,2.17,2.10,2.12,2.01,1.97,1.94,1.75,1.99,2.06,2.04,2.30,2.32,2.23,2.32,2.28,2.65,2.61,2.80,2.79,2.53,2.54,2.48,2.02,2.14,2.29,2.13,2.06,1.98,1.80,1.84,1.42,1.31
PB Ratio,3.48,3.59,3.53,3.84,3.77,3.77,3.87,4.52,4.83,4.63,4.45,4.55,4.18,3.96,3.80,3.25,3.56,3.65,3.61,3.92,3.89,3.63,3.75,3.66,4.15,4.07,4.32,4.17,3.74,3.74,3.78,3.29,3.61,3.89,3.66,3.40,3.22,2.88,2.91,2.22,2.05
P/FCF Ratio,17.00,23.78,27.05,23.15,25.80,18.20,16.62,20.86,22.70,25.70,27.28,25.58,27.08,27.15,24.15,19.64,20.25,20.99,21.42,25.47,28.09,24.81,27.26,32.50,40.76,32.63,31.35,35.11,30.73,39.84,62.58,29.75,27.28,30.26,25.75,29.92,35.32,30.10,26.44,21.91,20.25
P/OCF Ratio,14.69,19.20,20.88,18.53,20.71,15.79,14.59,18.22,19.60,20.89,21.16,19.45,19.97,20.36,19.01,15.51,16.06,16.14,15.61,17.68,19.70,18.38,20.62,23.47,27.33,22.67,22.06,23.73,21.41,26.63,37.31,22.92,21.72,23.45,20.30,22.60,25.69,22.79,20.37,16.37,15.13
Debt / Equity Ratio,0.07,0.07,0.07,0.07,0.07,0.07,0.15,0.11,0.06,0.06,0.09,0.06,0.05,0.05,0.05,0.05,0.17,0.15,0.13,0.11,0.11,0.04,0.04,0.04,0.05,0.05,0.21,0.20,0.20,0.16,0.49,0.48,0.47,0.45,0.45,0.44,0.43,0.43,0.43,0.43,0.43
Quick Ratio,1.39,1.35,1.36,0.99,1.18,1.38,0.72,0.78,0.91,0.99,0.84,0.96,1.24,1.30,1.35,1.00,0.72,0.71,0.76,0.93,0.75,1.13,1.03,1.14,1.27,0.87,1.68,1.62,1.75,1.89,0.96,1.08,1.17,1.13,1.18,1.27,1.02,1.04,0.63,0.68,0.68
Current Ratio,2.63,2.89,2.86,2.23,2.40,2.65,1.61,1.70,1.91,2.11,1.78,1.93,2.30,2.58,2.53,1.92,1.47,1.61,1.69,1.80,1.46,2.14,2.09,2.14,2.34,1.70,2.39,2.38,2.54,2.99,2.15,2.08,2.19,2.28,2.40,2.47,2.33,2.42,1.40,1.43,1.43
Interest Coverage,76.68,69.72,68.82,77.70,86.55,90.36,73.93,76.62,104.92,108.04,88.07,111.85,118.19,105.49,91.93,93.20,65.51,43.39,31.54,51.78,50.92,57.61,82.24,105.57,82.10,82.96,46.29,34.68,34.67,38.57,18.44,23.59,22.09,22.95,19.57,21.30,16.33,16.22,12.31,14.41,14.82
Return on Capital (ROIC),Upgrade,14.92%,15.04%,15.36%,15.55%,15.58%,16.03%,14.63%,15.29%,16.70%,16.88%,17.05%,18.49%,17.93%,17.43%,16.99%,15.80%,14.41%,14.69%,14.94%,15.40%,14.45%,15.44%,15.38%,15.16%,14.55%,13.77%,11.72%,11.22%,10.73%,10.74%,8.05%,8.43%,8.70%,9.01%,9.40%,9.29%,8.94%,8.42%,7.92%,7.30%
