,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"86,256","105,251","94,087","85,007","76,671","75,715","59,157","57,645","49,782","53,994","53,838","62,125","61,631","54,383","60,908","65,622","69,641","81,460","89,946","71,780","75,710","68,941","63,256","71,355","33,299","45,063","35,223","42,899","71,760","82,180","90,750","95,202","129,953","116,165","130,282","147,036","120,915","125,374","143,459","137,822","131,292"
Market Cap Growth,17.54%,42.29%,10.68%,-1.79%,-11.11%,-28.06%,-37.13%,-32.19%,-35.07%,-28.69%,-8.99%,7.77%,23.80%,0.72%,13.13%,5.63%,13.00%,49.79%,47.67%,9.38%,8.72%,-15.37%,-29.67%,-0.59%,-56.02%,-34.63%,-44.32%,-39.88%,115.50%,82.36%,157.64%,121.92%,81.09%,41.35%,43.56%,54.45%,-6.95%,7.93%,10.11%,-6.27%,-
Enterprise Value,"99,732","120,055","109,492","102,510","96,518","96,827","81,635","80,157","74,064","78,519","78,203","85,740","84,705","66,051","70,221","75,228","79,639","90,429","98,266","79,123","82,383","75,356","68,124","76,023","40,078","52,198","43,279","50,412","83,288","91,529","98,491","108,545","141,555","124,955","136,821","154,436","128,889","135,003","153,076","150,153","143,623"
PE Ratio,9.44,11.48,10.02,12.38,15.28,27.45,-58.17,-13.02,-8.07,-7.65,-7.66,-17.18,-39.51,-13.84,-24.67,-76.75,-125.93,17.99,15.07,11.47,10.51,9.65,7.59,9.93,9.21,19.62,-29.13,-15.88,3588.02,44.40,19.39,11.78,10.11,7.30,7.22,7.87,7.63,9.70,12.81,12.58,12.20
PS Ratio,1.45,1.75,1.63,1.53,1.62,1.83,1.64,1.86,1.78,2.17,2.26,2.55,2.27,1.79,1.96,2.01,2.06,2.39,2.42,1.85,1.90,1.77,1.63,1.95,1.06,1.67,1.65,2.23,2.87,2.63,2.36,1.97,2.28,1.69,1.65,1.79,1.54,1.81,2.29,2.35,2.24
PB Ratio,1.62,1.90,1.70,1.64,1.58,1.56,1.34,1.45,1.27,1.44,1.49,1.78,1.74,1.80,2.00,2.14,2.28,2.62,2.82,2.25,2.30,2.09,1.80,2.04,1.06,1.43,1.14,1.44,1.66,1.86,2.06,2.10,2.64,2.31,2.66,3.06,2.53,2.64,3.01,2.80,2.66
P/FCF Ratio,50.56,107.95,127.49,-164.74,-18.16,-19.12,-16.99,-23.26,-19.04,-26.27,-37.10,-133.32,35.06,23.01,30.98,26.40,27.57,25.96,18.05,11.61,11.51,10.78,12.06,15.97,9.08,25.23,40.96,493.09,140.43,19.49,11.38,8.16,10.23,7.42,7.08,8.10,6.45,9.13,13.80,15.81,15.06
P/OCF Ratio,4.86,5.99,5.31,5.13,6.23,7.06,6.73,7.61,8.40,10.36,11.82,14.11,10.68,8.68,10.09,9.27,9.06,8.78,7.73,5.55,5.64,5.31,5.31,6.43,3.23,5.94,5.76,8.93,15.02,9.26,7.09,5.60,6.50,4.91,4.72,5.19,4.22,5.10,6.74,6.90,6.58
Debt / Equity Ratio,0.40,0.38,0.38,0.43,0.46,0.51,0.56,0.63,0.75,0.76,0.79,0.78,0.75,0.77,0.69,0.64,0.56,0.48,0.47,0.47,0.45,0.45,0.42,0.43,0.48,0.48,0.50,0.51,0.46,0.45,0.45,0.44,0.38,0.34,0.35,0.35,0.35,0.35,0.40,0.38,0.38
Quick Ratio,0.96,0.90,0.94,1.03,0.84,1.03,0.83,0.74,1.03,1.02,1.01,1.02,0.89,1.51,2.11,1.53,1.58,1.50,1.51,1.58,1.65,1.35,2.30,1.93,1.72,2.29,2.04,1.98,1.81,1.86,1.66,1.10,1.29,1.34,1.27,1.27,1.20,1.19,1.46,1.21,1.21
Current Ratio,1.19,1.16,1.15,1.31,1.13,1.37,1.17,0.95,1.24,1.26,1.28,1.25,1.43,2.00,2.38,1.76,1.86,1.75,1.99,1.80,1.86,1.76,2.56,2.40,2.16,2.69,2.38,2.25,2.03,2.11,1.93,1.34,1.51,1.54,1.46,1.46,1.40,1.41,1.66,1.43,1.43
Interest Coverage,22.66,23.43,25.21,-0.94,-0.83,0.50,-6.32,-17.90,-6.96,-4.31,-3.98,0.92,0.22,-13.30,3.54,6.78,10.59,15.72,16.56,15.16,12.48,13.37,19.90,7.44,-6.88,1.01,-1.56,-4.38,8.58,15.00,17.36,20.80,37.40,37.28,38.39,30.41,25.27,19.78,22.13,20.47,21.88
Return on Capital (ROIC),Upgrade,12.21%,11.94%,11.30%,8.78%,5.90%,2.98%,-1.98%,-9.14%,-11.20%,-13.82%,-13.72%,-6.23%,-3.03%,-8.53%,-5.30%,-2.22%,-0.54%,11.93%,14.66%,14.81%,16.67%,16.66%,18.41%,16.19%,9.99%,61.23%,53.98%,51.31%,40.75%,3.71%,8.15%,13.43%,20.01%,24.69%,28.25%,29.88%,25.46%,21.10%,17.79%,17.21%
Dividend Yield,3.90%,3.20%,3.70%,4.10%,4.60%,4.80%,6.10%,6.30%,6.10%,4.50%,3.40%,2.00%,2.00%,2.30%,2.10%,1.90%,1.80%,1.60%,1.40%,1.90%,1.80%,2.00%,2.10%,2.10%,4.70%,3.70%,5.10%,4.20%,3.20%,2.80%,2.50%,2.70%,2.30%,3.40%,4.30%,4.20%,5.40%,5.10%,3.80%,3.40%,1.44%
Payout Ratio,40.10%,41.10%,33.50%,-1825.00%,331.80%,-486.70%,-85.10%,-26.60%,-21.20%,-29.10%,-29.80%,-833.30%,56.40%,-9.50%,75.70%,20.70%,38.00%,20.40%,17.80%,18.80%,18.90%,21.80%,11.10%,61.80%,-26.30%,175.00%,-100.00%,-59.70%,57.30%,27.70%,24.20%,33.20%,17.20%,29.10%,52.20%,45.50%,46.60%,60.30%,47.60%,23.00%,17.57%
Buyback Yield / Dilution,-0.55%,-0.65%,-0.57%,-0.06%,-0.23%,0.33%,0.43%,-0.05%,0.08%,-0.31%,-0.31%,-0.21%,-0.33%,0.65%,2.46%,4.37%,4.99%,4.50%,3.51%,2.69%,3.37%,4.23%,5.07%,5.07%,5.40%,4.74%,3.22%,2.50%,-20.11%,-25.57%,-24.04%,-23.02%,-0.36%,4.24%,5.02%,5.90%,6.43%,6.60%,5.48%,4.27%,5.67%
Total Shareholder Return,3.35%,2.55%,3.13%,4.04%,4.37%,5.13%,6.53%,6.25%,6.18%,4.19%,3.09%,1.79%,1.67%,2.95%,4.56%,6.27%,6.79%,6.10%,4.91%,4.59%,5.17%,6.23%,7.17%,7.17%,10.10%,8.44%,8.32%,6.70%,-16.91%,-22.77%,-21.54%,-20.32%,1.94%,7.64%,9.32%,10.10%,11.83%,11.70%,9.28%,7.67%,7.11%
