,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,"5,273","4,004","5,314","5,451","3,981","3,538","4,114","17,956","29,411","11,227"
Cash & Cash Equivalents,"5,273","4,004","5,314","5,451","3,981","3,538","4,114","17,956","29,411","11,227"
Cash Growth,-3.94%,-24.07%,32.72%,2.58%,-26.97%,-11.13%,16.28%,336.46%,63.79%,-61.83%
"Property, Plant & Equipment","2,216","2,193","2,152","2,096","2,064","2,045","1,960","1,897","1,814","1,718"
Goodwill and Intangibles,"5,111","5,091","5,137","5,125","5,081","4,944","4,950","5,312","6,049","5,982"
Total Assets,"117,396","119,563","126,050","125,968","124,294","125,688","126,240","147,389","162,938","155,220"
Total Liabilities,"101,628","102,690","109,206","109,304","108,102","110,598","109,945","129,278","144,612","139,269"
Total Debt,"7,012","5,715","8,359","7,763","8,632","14,024","9,929","3,569","2,407","2,284"
Debt Growth,-5.69%,-18.50%,46.26%,-7.13%,11.19%,62.47%,-29.20%,-64.05%,-32.56%,-5.11%
Common Stock,"18,303","18,288","17,339","16,548","15,313","13,226","12,634","13,026","12,487","12,286"
Retained Earnings,"-2,216","-1,177",-115,666,"1,628","2,828","3,751","3,770","5,550","7,004"
Comprehensive Income,-319,-238,-380,-550,-749,-964,-90,"1,315",289,"-3,343"
Shareholders' Equity,"15,768","16,873","16,844","16,664","16,192","15,090","16,295","18,111","18,326","15,947"
Net Cash / Debt,"-1,739","-1,711","-3,045","-2,312","-4,651","-10,486","-5,815","14,387","27,004","8,943"
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,87.70%,-66.88%
Net Cash Per Share,-1.23,-1.23,-2.28,-1.83,-3.88,-9.52,-5.82,14.96,28.04,9.49
Book Value Per Share,11.30,12.27,12.71,13.28,13.65,13.82,16.38,18.89,19.17,17.06
