,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"5,221","5,114","5,137","5,147","5,351","5,525","5,474","4,957","6,962","6,944"
Revenue Growth (YoY),0.66%,-2.05%,0.45%,0.19%,3.96%,3.25%,-0.92%,-9.44%,40.45%,-0.26%
Gross Profit,"5,221","5,114","5,137","5,147","5,351","5,525","5,474","4,957","6,962","6,944"
"Selling, General & Admin","2,463","2,465","2,547","2,496","2,539","2,607","2,237","2,413","2,508","2,618"
Other Operating Expenses,"1,093",967,"1,060",987,952,963,"1,252","1,230","1,239","1,450"
Operating Expenses,"3,556","3,432","3,607","3,483","3,491","3,570","3,489","3,643","3,747","4,068"
Operating Income,"1,665","1,682","1,530","1,664","1,860","1,955","1,985","1,314","3,215","2,876"
Other Expense / Income,45,39,77,55,42,-127,79,103,121,99
Pretax Income,"1,620","1,643","1,453","1,609","1,818","2,082","1,906","1,211","3,094","2,777"
Income Tax,561,548,455,510,619,387,403,220,694,631
Net Income,"1,059","1,095",998,"1,099","1,199","1,695","1,503",991,"2,400","2,146"
Net Income Growth,6.86%,3.40%,-8.86%,10.12%,9.10%,41.37%,-11.33%,-34.07%,142.18%,-10.58%
Shares Outstanding (Basic),"1,395","1,375","1,325","1,255","1,186","1,092",995,959,956,935
Shares Outstanding (Diluted),"1,410","1,387","1,334","1,261","1,198","1,102",999,962,963,942
Shares Change,1.66%,-1.63%,-3.82%,-5.47%,-5.00%,-8.01%,-9.35%,-3.70%,0.10%,-2.18%
EPS (Basic),0.76,0.80,0.75,0.87,1.01,1.55,1.51,1.03,2.51,2.29
EPS (Diluted),0.75,0.79,0.75,0.87,1.00,1.54,1.50,1.03,2.49,2.28
EPS Growth,5.63%,5.33%,-5.06%,16.00%,14.94%,54.00%,-2.60%,-31.33%,141.75%,-8.43%
Free Cash Flow,"3,559","1,865","1,230","1,832","2,147","2,124","2,403","2,190","2,939","3,012"
Free Cash Flow Per Share,2.55,1.36,0.93,1.46,1.81,1.95,2.42,2.28,3.07,3.22
Dividend Per Share,0.100,0.180,0.230,0.255,0.315,0.460,0.590,0.620,0.650,0.740
Dividend Growth,150.00%,80.00%,27.78%,10.87%,23.53%,46.03%,28.26%,5.08%,4.84%,13.85%
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
Operating Margin,31.89%,32.89%,29.78%,32.33%,34.76%,35.38%,36.26%,26.51%,46.18%,41.42%
Profit Margin,20.28%,21.41%,19.43%,21.35%,22.41%,30.68%,27.46%,19.99%,34.47%,30.90%
Free Cash Flow Margin,68.17%,36.47%,23.94%,35.59%,40.12%,38.44%,43.90%,44.18%,42.21%,43.38%
Effective Tax Rate,34.63%,33.35%,31.31%,31.70%,34.05%,18.59%,21.14%,18.17%,22.43%,22.72%
EBITDA,"2,265","2,166","1,976","2,183","2,355","2,544","2,332","1,632","3,465","3,130"
EBITDA Margin,43.38%,42.35%,38.47%,42.41%,44.01%,46.05%,42.60%,32.92%,49.77%,45.07%
Depreciation & Amortization,645,523,523,574,537,462,426,421,371,353
EBIT,"1,620","1,643","1,453","1,609","1,818","2,082","1,906","1,211","3,094","2,777"
EBIT Margin,31.03%,32.13%,28.28%,31.26%,33.97%,37.68%,34.82%,24.43%,44.44%,39.99%
