,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,"1,059","1,095",998,"1,099","1,199","1,695","1,503",991,"2,400","2,146"
Depreciation & Amortization,645,523,523,574,537,462,426,421,371,353
Other Operating Activities,"2,041",489,78,364,561,118,652,912,259,603
Operating Cash Flow,"3,745","2,107","1,599","2,037","2,297","2,275","2,581","2,324","3,030","3,102"
Operating Cash Flow Growth,53.42%,-43.74%,-24.11%,27.39%,12.76%,-0.96%,13.45%,-9.96%,30.38%,2.38%
Capital Expenditures,-186,-242,-369,-205,-150,-151,-178,-134,-91,-90
Acquisitions,0,0,0,0,0,357,0,-381,"-1,182",0
Change in Investments,143,"-3,518","-5,751",-440,-609,"-3,176",719,"-4,278","-1,518","-12,559"
Other Investing Activities,-28,-21,-4,-55,-42,-75,-32,-60,-74,-292
Investing Cash Flow,-71,"-3,781","-6,124",-700,-801,"-3,045",509,"-4,853","-2,865","-12,941"
Dividends Paid,-138,-247,-304,-317,-346,-452,-577,-595,-608,-663
Share Issuance / Repurchase,-340,-256,-623,-839,"-1,275","-2,122","-1,101",0,-467,-230
Debt Issued / Paid,-361,"-1,279","2,611",-569,894,"5,399","-4,202","-8,270","-1,234",0
Other Financing Activities,"-3,051","2,187","4,151",525,"-2,239","-2,498","3,366","25,236","13,599","-7,452"
Financing Cash Flow,"-3,890",405,"5,835","-1,200","-2,966",327,"-2,514","16,371","11,290","-8,345"
Net Cash Flow,-216,"-1,269","1,310",137,"-1,470",-443,576,"13,842","11,455","-18,184"
Free Cash Flow,"3,559","1,865","1,230","1,832","2,147","2,124","2,403","2,190","2,939","3,012"
Free Cash Flow Growth,57.41%,-47.60%,-34.05%,48.94%,17.19%,-1.07%,13.14%,-8.86%,34.20%,2.48%
Free Cash Flow Margin,68.17%,36.47%,23.94%,35.59%,40.12%,38.44%,43.90%,44.18%,42.21%,43.38%
Free Cash Flow Per Share,2.55,1.36,0.93,1.46,1.81,1.95,2.42,2.28,3.07,3.22
