,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"9,939","12,854","13,146","12,380","15,725","15,552","13,712","13,599","14,256","14,329","14,439","16,961","13,050","13,670","13,441","16,313","16,265","13,757","14,655","16,148","18,432","15,091","15,388","15,105","19,223","13,464","12,115","15,425","16,029","16,952","15,917","21,641","16,424","11,855","11,392","20,201","13,334","17,045","13,498","8,352"
Revenue Growth (YoY),-78.37%,26.38%,30.92%,9.46%,58.22%,20.99%,4.31%,9.85%,-9.34%,-7.86%,5.30%,24.72%,-8.46%,-4.60%,-6.91%,-3.82%,24.64%,0.64%,9.03%,-1.01%,13.32%,9.70%,5.00%,-6.46%,4.29%,-10.78%,-21.27%,2.12%,-16.62%,25.91%,31.38%,40.30%,2.46%,-30.07%,-28.43%,-6.65%,-18.81%,43.78%,18.49%,-58.66%
Cost of Revenue,"7,624","8,001","8,355","8,961","13,249","9,253","8,965","7,855","10,245","8,583","9,645","11,548","9,642","8,580","9,766","9,728","11,633","8,553","10,946","10,787","13,650","10,360","10,592","9,495","13,527","9,321","10,813","10,017","11,071","9,482","9,522","15,920","9,890","8,925","9,172","16,898","9,285","11,629","9,368","5,983"
Gross Profit,"2,315","4,853","4,791","3,419","2,476","6,299","4,747","5,744","4,011","5,746","4,794","5,413","3,408","5,090","3,675","6,585","4,632","5,204","3,709","5,361","4,782","4,731","4,796","5,610","5,696","4,143","1,302","5,408","4,958","7,470","6,395","5,721","6,534","2,930","2,220","3,303","4,049","5,416","4,130","2,369"
"Selling, General & Admin","3,197","3,135","3,284","3,135","4,226","3,551","2,618","3,695","3,168","4,014","3,453","3,098","3,091","3,348","3,067","3,564","3,516","3,511","3,459","3,523","3,729","3,591","3,920","3,885","4,352","4,481","3,634","3,961","4,058","4,056","3,622","3,915","4,086","3,588","3,288","3,429","3,859","3,569","3,509","3,427"
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,060",0,0,0,903,0,0,0
Operating Expenses,"3,197","3,135","3,284","3,135","4,226","3,551","2,618","3,695","3,168","4,014","3,453","3,098","3,091","3,348","3,067","3,564","3,516","3,511","3,459","3,523","3,729","3,591","3,920","3,885","4,352","4,481","3,634","3,961","4,058","4,056","3,622","3,915","5,146","3,588","3,288","3,429","4,762","3,569","3,509","3,427"
Operating Income,-882,"1,718","1,507",284,"-1,750","2,748","2,129","2,049",843,"1,732","1,341","2,315",317,"1,742",608,"3,021","1,116","1,693",250,"1,838","1,053","1,140",876,"1,725","1,344",-338,"-2,332","1,447",900,"3,414","2,773","1,806","1,388",-658,"-1,068",-126,-713,"1,847",621,"-1,058"
Other Expense / Income,31,7,13,6,3,13,44,-,-2,28,-11,-13,-2,-22,-8,-17,109,-22,-15,-18,-7,-24,6,-25,-5,-9,-38,10,169,-50,6,17,10,-21,61,-23,9,3,-13,-5
Pretax Income,-913,"1,711","1,494",278,"-1,753","2,735","2,085","2,049",845,"1,704","1,352","2,328",319,"1,764",616,"3,038","1,007","1,715",265,"1,856","1,060","1,164",870,"1,750","1,349",-329,"-2,294","1,437",731,"3,464","2,767","1,789","1,378",-637,"-1,129",-103,-722,"1,844",634,"-1,053"
Income Tax,-453,473,404,-234,-294,699,679,584,110,368,431,501,35,395,125,800,"-2,758",352,68,184,218,232,162,332,221,-58,115,-50,-88,636,609,259,170,-144,-119,-11,-164,382,123,-251
Net Income,-460,"1,238","1,090",512,"-1,459","2,036","1,406","1,465",735,"1,336",921,"1,827",284,"1,369",491,"2,238","3,765","1,363",197,"1,672",842,932,708,"1,418","1,128",-271,"-2,409","1,487",819,"2,828","2,158","1,530","1,208",-493,"-1,010",-92,-558,"1,462",511,-802
Net Income Growth,-,-,-,-50.15%,-,64.46%,28.99%,186.13%,-,-34.38%,-34.50%,24.71%,-61.36%,2.47%,-46.69%,22.50%,1225.70%,-0.44%,-59.88%,-25.29%,-77.64%,-31.62%,259.39%,-15.19%,33.97%,-,-,4.87%,-27.39%,-,-,2.89%,47.50%,-,-,-,-,-,-,-
Shares Outstanding (Basic),461,463,460,458,456,458,453,451,449,452,442,437,430,430,429,427,424,422,420,417,413,409,406,402,402,397,395,395,396,397,394,386,378,376,375,372,368,366,365,363
Shares Change,-0.22%,-0.43%,-0.86%,-1.08%,-1.08%,-1.08%,-1.52%,-1.53%,-1.54%,-1.31%,-2.43%,-3.10%,-4.23%,-4.87%,-2.94%,-2.29%,-1.40%,-1.86%,-2.10%,-2.34%,-2.59%,-3.08%,-3.33%,-3.60%,-2.66%,-2.93%,-2.71%,-1.74%,-1.49%,-,-0.25%,-2.28%,-4.55%,-5.29%,-4.82%,-3.63%,-2.65%,-2.66%,-2.67%,-2.42%
EPS (Basic),-0.94,2.63,2.26,1.00,-2.64,4.44,3.07,3.22,1.63,2.97,2.06,4.14,0.69,3.14,1.13,5.19,8.73,3.19,0.46,3.97,2.02,2.25,1.73,3.47,2.78,-0.70,-6.12,3.72,2.06,7.02,5.44,3.92,3.21,-1.33,-2.71,-0.26,-1.52,3.94,1.38,-2.23
EPS (Diluted),-0.94,2.59,2.22,0.99,-2.57,4.37,3.03,3.16,1.61,2.93,2.04,4.07,0.69,3.09,1.12,5.09,8.57,3.14,0.46,3.90,1.99,2.22,1.71,3.44,2.76,-0.70,-6.12,3.70,2.06,6.98,5.40,3.90,3.19,-1.33,-2.71,-0.26,-1.52,3.93,1.38,-2.23
EPS Growth,-,-,-,-51.47%,-,68.73%,36.49%,219.19%,-,-32.95%,-32.67%,28.80%,-57.14%,5.46%,-45.10%,25.06%,1142.03%,1.62%,-58.93%,-23.38%,-76.78%,-29.30%,271.74%,-11.79%,38.69%,-,-,7.56%,-25.36%,-,-,5.41%,54.85%,-,-,-,-,-,-,-
