,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"2,055","2,307","10,511","9,918","17,809","51,427","110,421","176,480","104,432","238,141","280,937"
Market Cap Growth,-24.89%,12.30%,355.53%,-5.64%,79.56%,188.76%,114.71%,59.82%,-40.82%,128.03%,-
Enterprise Value,"3,227","3,759","10,682","10,128","17,903","50,609","108,662","173,533","101,440","235,371","278,167"
PE Ratio,-5.10,-3.50,-21.11,-300.55,52.85,150.81,44.35,55.81,79.11,278.85,328.06
PS Ratio,0.37,0.58,2.43,1.89,2.75,7.64,11.31,10.74,4.43,10.50,12.39
PB Ratio,10.99,-5.60,25.27,16.64,14.07,18.19,18.92,23.54,1.91,4.26,5.03
P/FCF Ratio,-10.65,-7.35,2627.67,-98.20,-138.06,186.33,142.11,54.81,33.53,212.44,250.61
P/OCF Ratio,-20.97,-10.21,129.76,826.51,523.81,104.32,103.10,50.12,29.29,142.86,168.53
EV/Sales Ratio,0.59,0.94,2.47,1.93,2.77,7.52,11.13,10.56,4.30,10.38,12.26
EV/EBITDA Ratio,-179.26,-11.78,-62.83,39.72,28.92,69.90,64.64,41.59,18.28,56.51,66.79
EV/EBIT Ratio,-14.60,-7.74,-35.25,91.24,39.87,108.60,81.89,46.79,78.88,383.34,453.04
EV/FCF Ratio,-16.72,-11.97,2670.42,-100.28,-138.79,183.37,139.85,53.89,32.57,209.96,248.14
Debt / Equity Ratio,11.83,-5.43,3.45,2.34,0.99,0.24,0.09,0.09,0.05,0.05,0.05
Debt / EBITDA Ratio,-122.89,-7.01,-8.44,5.47,2.02,0.95,0.32,0.16,0.52,0.72,0.72
Debt / FCF Ratio,-11.46,-7.12,358.75,-13.81,-9.69,2.48,0.68,0.21,0.92,2.68,2.68
Quick Ratio,1.29,0.94,1.17,1.08,1.21,1.43,1.81,1.49,1.57,1.67,1.67
Current Ratio,1.90,1.65,1.88,1.74,1.78,1.95,2.54,2.02,2.36,2.51,2.51
Asset Turnover,1.34,1.22,1.31,1.52,1.55,1.26,1.37,1.48,0.35,0.34,0.34
Interest Coverage,-1.25,-3.04,-1.94,0.88,3.71,4.96,28.23,109.09,14.61,5.79,5.79
Return on Equity (ROE),-93.00%,302.80%,1732.20%,-6.80%,33.80%,15.70%,62.10%,44.90%,2.40%,1.50%,1.50%
Return on Assets (ROA),-9.80%,-20.10%,-15.10%,-1.00%,8.00%,6.40%,35.00%,28.50%,2.00%,1.30%,1.30%
Return on Capital (ROIC),-6.46%,-26.36%,-20.15%,6.38%,18.42%,16.47%,41.82%,38.47%,2.42%,1.14%,1.14%
Earnings Yield,-19.61%,-28.60%,-4.74%,-0.33%,1.89%,0.66%,2.26%,1.79%,1.26%,0.36%,0.30%
FCF Yield,-9.39%,-13.61%,0.04%,-1.02%,-0.72%,0.54%,0.70%,1.82%,2.98%,0.47%,0.40%
Buyback Yield / Dilution,-1.86%,-1.95%,-6.64%,-14.01%,-11.76%,-5.26%,-7.77%,-1.82%,-27.83%,-3.44%,-3.44%
Total Shareholder Return,-1.86%,-1.95%,-6.64%,-14.01%,-11.76%,-5.26%,-7.77%,-1.82%,-27.83%,-3.44%,-3.44%
