,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,-403,-660,-498,-33,337,341,"2,490","3,162","1,320",854
Depreciation & Amortization,203,167,133,144,170,258,354,463,"4,262","3,551"
Share-Based Compensation,81,63,86,97,137,197,274,379,"1,081","1,384"
Other Operating Activities,21,204,360,-196,-610,-303,"-2,047",-483,"-3,098","-4,122"
Operating Cash Flow,-98,-226,81,12,34,493,"1,071","3,521","3,565","1,667"
Operating Cash Flow Growth,-,-,-,-85.19%,183.33%,1350.00%,117.24%,228.76%,1.25%,-53.24%
Capital Expenditures,-95,-88,-77,-113,-163,-217,-294,-301,-450,-546
Acquisitions,0,0,342,0,0,0,0,0,822,-131
Change in Investments,83,235,10,60,-7,66,-658,-378,"1,643",-735
Other Investing Activities,-,-,2,-1,-,2,-,-7,-16,-11
Investing Cash Flow,-12,147,277,-54,-170,-149,-952,-686,"1,999","-1,423"
Share Issuance / Repurchase,4,5,687,20,64,68,7,"-1,895","-3,941","-1,144"
Debt Issued / Paid,40,56,-561,-40,-41,-473,0,0,679,0
Other Financing Activities,2,-2,-4,-13,5,448,-1,-,-2,-2
Financing Cash Flow,46,59,122,-33,28,43,6,"-1,895","-3,264","-1,146"
Net Cash Flow,-64,-20,480,-75,-108,387,125,940,"2,300",-902
Free Cash Flow,-193,-314,4,-101,-129,276,777,"3,220","3,115","1,121"
Free Cash Flow Growth,-,-,-,-,-,-,181.52%,314.41%,-3.26%,-64.01%
Free Cash Flow Margin,-3.51%,-7.87%,0.09%,-1.92%,-1.99%,4.10%,7.96%,19.59%,13.20%,4.94%
Free Cash Flow Per Share,-0.25,-0.40,0.01,-0.11,-0.13,0.25,0.66,2.65,2.00,0.69
