,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"7,919","9,956","9,938","9,936","8,103","9,280","9,278","11,571","12,145","15,245","14,105"
Market Cap Growth,25.79%,25.71%,-0.18%,-0.02%,-18.45%,14.52%,-0.02%,24.71%,4.96%,25.52%,-
Enterprise Value,"8,303","10,296","10,398","10,526","8,576","9,753","9,309","11,484","12,072","14,904","13,764"
PE Ratio,18.77,20.80,18.19,17.82,11.92,13.38,14.80,14.10,13.32,15.08,14.25
PS Ratio,2.27,2.77,2.68,2.48,1.99,2.28,2.35,2.52,2.51,2.98,2.76
PB Ratio,3.59,4.13,3.80,3.36,2.62,2.72,2.43,2.77,2.71,3.01,2.78
P/FCF Ratio,24.50,23.14,19.72,18.82,12.02,16.09,9.82,12.88,20.37,14.36,13.28
P/OCF Ratio,19.65,19.63,17.25,16.33,10.60,13.76,9.20,11.97,17.99,13.21,12.22
EV/Sales Ratio,2.38,2.87,2.80,2.63,2.11,2.40,2.36,2.50,2.49,2.92,2.69
EV/EBITDA Ratio,11.02,12.34,11.20,11.03,8.26,9.32,9.63,9.37,9.09,10.25,9.47
EV/EBIT Ratio,12.31,13.69,12.34,12.23,9.08,10.22,10.70,10.25,9.83,11.00,10.16
EV/FCF Ratio,25.68,23.93,20.63,19.94,12.72,16.91,9.85,12.78,20.25,14.04,12.96
Debt / Equity Ratio,0.42,0.36,0.39,0.40,0.37,0.35,0.39,0.30,0.28,0.25,0.25
Debt / EBITDA Ratio,1.22,1.05,1.09,1.24,1.09,1.13,1.54,1.01,0.94,0.86,0.86
Debt / FCF Ratio,2.84,2.05,2.00,2.25,1.68,2.06,1.57,1.37,2.09,1.18,1.18
Quick Ratio,2.86,3.32,2.48,2.29,3.01,3.14,3.19,3.67,3.86,4.46,4.46
Current Ratio,2.59,2.67,1.90,1.78,2.33,2.51,2.65,3.11,3.47,3.88,3.88
Asset Turnover,0.83,0.82,0.81,0.78,0.76,0.73,0.64,0.69,0.70,0.70,0.70
Interest Coverage,12.75,14.49,16.15,16.43,18.74,19.48,16.11,21.10,26.06,27.14,27.14
Return on Equity (ROE),18.90%,20.70%,21.00%,19.40%,21.90%,21.00%,17.60%,20.40%,20.90%,21.00%,21.00%
Return on Assets (ROA),10.00%,11.00%,12.00%,10.90%,12.80%,12.40%,10.20%,12.20%,13.20%,13.80%,13.80%
Return on Capital (ROIC),14.87%,15.89%,16.40%,14.69%,17.18%,16.04%,12.74%,15.94%,16.28%,16.06%,16.06%
Earnings Yield,5.33%,4.81%,5.50%,5.61%,8.39%,7.47%,6.76%,7.09%,7.51%,6.63%,7.17%
FCF Yield,4.08%,4.32%,5.07%,5.31%,8.32%,6.22%,10.18%,7.77%,4.91%,6.97%,7.53%
Dividend Yield,1.40%,1.30%,1.50%,1.70%,2.40%,2.30%,2.60%,2.40%,2.60%,2.30%,2.78%
Payout Ratio,25.50%,26.70%,27.00%,30.30%,28.20%,31.20%,38.70%,33.60%,34.30%,35.20%,39.66%
Buyback Yield / Dilution,0.17%,-,-0.51%,1.35%,2.22%,2.44%,1.97%,-0.36%,1.45%,0.55%,0.55%
Total Shareholder Return,1.57%,1.30%,0.99%,3.05%,4.62%,4.74%,4.57%,2.04%,4.05%,2.85%,3.34%
