,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"11,641","11,497","13,121","14,907","11,091","10,212","11,062","17,017","14,781","15,763","16,796"
Market Cap Growth,13.10%,-1.24%,14.13%,13.61%,-25.60%,-7.92%,8.31%,53.84%,-13.14%,6.64%,-
Enterprise Value,"14,693","14,102","15,503","17,557","13,768","12,665","13,177","18,667","16,303","17,456","18,489"
PE Ratio,19.40,16.50,13.64,48.56,9.08,12.53,35.80,22.81,17.17,17.11,18.79
PS Ratio,0.84,0.86,0.95,1.05,0.79,0.75,0.95,1.37,1.15,1.15,1.23
PB Ratio,2.73,2.32,2.35,2.64,2.14,1.85,1.89,2.50,2.08,2.26,2.40
P/FCF Ratio,17.51,18.72,28.97,31.06,14.67,16.50,22.85,13.88,12.79,17.87,19.04
P/OCF Ratio,10.64,11.12,14.60,16.51,9.86,10.66,14.40,10.65,9.93,12.45,13.27
EV/Sales Ratio,1.06,1.05,1.12,1.24,0.99,0.93,1.13,1.51,1.27,1.28,1.35
EV/EBITDA Ratio,9.89,8.88,9.65,12.80,6.96,8.32,15.71,13.30,10.73,11.20,11.87
EV/EBIT Ratio,14.14,12.38,13.26,18.74,8.88,11.38,29.41,18.41,14.53,15.01,15.90
EV/FCF Ratio,22.09,22.97,34.22,36.58,18.21,20.46,27.22,15.23,14.10,19.79,20.96
Debt / Equity Ratio,0.91,0.73,0.66,0.69,0.73,0.69,0.75,0.55,0.50,0.55,0.55
Debt / EBITDA Ratio,2.61,2.27,2.29,2.85,1.91,2.50,5.21,2.68,2.34,2.49,2.49
Debt / FCF Ratio,5.83,5.88,8.12,8.15,5.01,6.16,9.03,3.07,3.08,4.39,4.39
Quick Ratio,0.51,0.54,0.61,0.72,0.61,0.59,0.93,0.94,0.79,0.70,0.70
Current Ratio,1.65,1.71,1.81,1.92,1.89,1.84,2.26,2.31,2.02,1.77,1.77
Asset Turnover,0.93,0.91,0.91,0.91,0.96,0.92,0.74,0.80,0.80,0.83,0.83
Interest Coverage,5.44,6.74,6.72,5.39,9.34,6.51,2.70,7.14,10.49,15.10,15.10
Return on Equity (ROE),13.50%,14.90%,18.00%,5.40%,22.40%,15.10%,5.50%,12.00%,12.50%,13.10%,13.10%
Return on Assets (ROA),4.00%,4.70%,6.30%,2.00%,8.40%,5.50%,2.00%,4.80%,5.40%,5.60%,5.60%
Return on Capital (ROIC),9.07%,9.55%,10.97%,3.94%,10.88%,10.32%,4.81%,8.07%,8.93%,9.09%,9.09%
Earnings Yield,5.15%,6.06%,7.33%,2.06%,11.02%,7.98%,2.79%,4.38%,5.83%,5.84%,5.48%
FCF Yield,5.71%,5.34%,3.45%,3.22%,6.82%,6.06%,4.38%,7.20%,7.82%,5.60%,5.25%
Dividend Yield,0.20%,0.20%,0.20%,0.10%,0.20%,0.20%,0.20%,0.10%,0.50%,0.10%,0.09%
Payout Ratio,3.70%,3.20%,2.30%,7.00%,1.60%,2.30%,5.90%,2.40%,8.10%,1.70%,1.75%
Buyback Yield / Dilution,1.81%,0.86%,1.27%,2.51%,7.77%,6.05%,-0.27%,3.69%,5.29%,6.11%,6.11%
Total Shareholder Return,2.01%,1.06%,1.47%,2.61%,7.97%,6.25%,-0.07%,3.79%,5.79%,6.21%,6.21%
