,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,110.6,221.1,103.6,-769.6,80.2,158,197.7,197.8,91.4,140,172.4,188.9,108.8,179.8,165.7,-148.1,34.4,116.5,223.8,192.2,31.1,46.2,99.3,168.4,20.4,61.2,145.4,30.8,-31.1,62,88.9,132.9,55.7,113.4,121.5,180.4,85.4,24.4,76.1,124.3
Depreciation & Amortization,48.1,47.5,46.3,44.2,47.5,41.5,42.5,45,47,51.6,53.3,54.8,55.8,56.3,57.6,55.9,55.7,55.2,48.3,51.3,48.7,53,53.8,54.8,54,52,52,54.4,60.4,60.5,58.4,58.1,56.3,55.2,53.9,52.3,49.4,49.1,48.9,47.3
Share-Based Compensation,54.1,58,64.5,54,44.3,56.3,53.3,63.4,51.8,55.6,54.7,62.5,62,44.1,45,36.4,70.4,56.6,53.2,36.9,33.9,55.7,57.5,55.1,42,44,52.7,51.5,57.5,50.5,54.9,59.7,45.2,47.2,61.5,55.4,60.9,62,74.7,81.8
Other Operating Activities,-88.2,97,-284.1,956.3,47.3,7.4,-0.5,-182.2,-17.8,112.8,-36.5,44.1,320,18.5,-66.9,268.4,110.6,-58,-118,-68,45.7,-66.1,-25.6,-182.6,155.8,-59.6,-133.7,-10.9,93,84.2,-65.5,-134.7,35.9,-482.7,-185.1,-168.5,-4.2,207.5,129.5,-244.3
Operating Cash Flow,124.6,423.6,-69.7,284.9,219.3,263.2,293,124,172.4,360,243.9,350.3,546.6,298.7,201.4,212.6,271.1,170.3,207.3,212.4,159.4,88.8,185,95.7,272.2,97.6,116.4,125.8,179.8,257.2,136.7,116,193.1,-266.9,51.8,119.6,191.5,343,329.2,9.1
Operating Cash Flow Growth,-,48.95%,-,-27.69%,76.00%,-37.87%,-,-56.48%,-21.39%,36.78%,-16.76%,182.50%,217.05%,-17.03%,-17.43%,-39.31%,-50.40%,-42.99%,2.93%,-0.09%,-41.20%,-47.86%,-10.76%,-54.94%,70.77%,9.91%,-37.08%,31.45%,-33.95%,163.52%,17.44%,-7.79%,7.40%,-,-62.11%,3.10%,-0.83%,-,535.52%,-92.39%
Capital Expenditures,-57.4,-41.2,-42.4,-51.9,-44.2,-39.6,-71.1,-55.4,-49.3,-67.6,-46,-51.8,-32.1,-32.2,-33.3,-53.6,-42.2,-37.1,-31.6,-36.5,-27.9,-27.3,-28.3,-26.1,-21.8,-22,-24.1,-32.5,-19.7,-21.4,-28.4,-30.5,-25,-24.5,-23.9,-31.7,-42.1,-41.1,-40.8,-35.4
Acquisitions,-27.1,0,0,105.7,0,0,-3.5,0,0,-22.8,-73.9,-16.3,0,75,-27,0,-22.2,-9.3,0,-27.6,0,-270.9,0,-7.3,-0.2,0,50.2,-484,-175,0,0,-17.7,-3.3,88.5,0,-10.7,0,0,0,-0.7
Change in Investments,972.6,-816.3,117.6,229.8,-177.1,-103.1,-43,21.9,-7.9,20.7,-59.1,-43,22.4,-31.6,-19.3,-171.3,"1,177",17.5,-321.7,-101.1,-76.2,-154.6,-118.9,209.3,190.9,42.6,-124.9,142.1,298.4,-61.1,5.4,63.8,91.7,88.9,136.6,120.9,83.4,53,36.6,-80.5
Other Investing Activities,24.9,0.1,20,-0.4,-,-,11.6,0.1,-,0.5,-2.9,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-4.7,-0.5,-1.3,0.7,0.6,-,0.5,0.9,0.8,-2.2,0.9,0.6,0.3,-1.8
Investing Cash Flow,913,-857.4,95.2,283.2,-221.3,-142.7,-106,-33.4,-57.2,-69.2,-181.9,-108.7,-9.7,11.2,-79.6,-224.9,"1,112",-28.9,-353.3,-165.2,-104.1,-452.8,-147.2,175.9,168.9,20.6,-103.5,-374.9,102.4,-81.8,-22.4,15.6,63.9,153.8,113.5,76.3,42.2,12.5,-3.9,-118.4
Dividends Paid,0,0,-43.8,-42.2,-40.8,-38.7,-38.5,-38.3,-38.3,-38.1,-38,-38.1,-38,-37.8,-37.7,-36.9,-62.1,-62.8,-62.1,-62.3,-66.2,-65.5,-64.7,-63.7,-65.5,-66.3,-66.2,-66.1,-65.2,-64.7,-65,-64.2,-67.5,-67.3,-68,-67.6,-70.6,-69.9,-70,-70.3
Share Issuance / Repurchase,-804.6,18.7,-817.5,-499.3,-370.6,-571.1,-18.1,-71.8,-51.4,-126.5,-86.3,1.9,-96,-123.8,-111.3,-330.2,-724.9,0.2,26,-1,26.6,-300.7,-25.4,-199.8,-176.1,-1.6,-73.5,-75.2,-103.7,-110.5,-23.8,-149.1,-97.7,-99.5,27.2,-88,-120.2,-119.5,-95.4,-0.6
Debt Issued / Paid,346.1,0,0,0,595,0,-0.8,0,194,-16.4,0.9,15.5,0,0,0,16.9,-16.6,0.3,-0.6,0,-350,0,-119.4,0,0,0,0,363.3,-482.1,0,0,0,0,0,0,0,0,-1.3,0,1.3
Other Financing Activities,-285.3,-6,300.9,8.8,1.7,2.6,3.1,-7.4,-,-,-,-15.5,-,-,-,-,-,-0.5,-1,-1.2,-,-,-,-,-,4.8,-,-,-,-3.4,-,-,-,-,-,-,-,-,-,-2.3
