,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"7,274","9,506","13,447","9,662","12,166","9,396","12,427","7,009","7,674","5,158","6,917"
Market Cap Growth,-,30.68%,41.45%,-28.15%,25.91%,-22.77%,32.26%,-43.60%,9.49%,-32.79%,-
Enterprise Value,"10,346","15,502","19,728","15,932","18,297","15,724","18,976","15,515","18,374","17,832","20,111"
PE Ratio,71.52,28.10,31.48,15.26,16.01,9.84,13.36,-1.75,-1.70,-2.27,-33.41
PS Ratio,2.83,3.04,3.10,1.98,2.26,1.55,1.92,5.48,11.84,1.07,0.86
PB Ratio,2.79,2.70,3.56,2.13,2.12,1.58,1.91,1.61,3.16,75.20,15.77
P/FCF Ratio,-18.10,-28.89,-168.49,56.18,53.12,18.48,67.02,-2.00,-2.38,-3.28,-25.51
P/OCF Ratio,15.31,14.96,12.90,7.64,7.60,4.53,6.82,-2.74,-3.11,24.56,3.49
EV/Sales Ratio,4.03,4.96,4.54,3.27,3.39,2.60,2.94,12.12,28.36,3.68,2.49
EV/EBITDA Ratio,16.13,19.56,17.84,11.69,11.73,8.70,10.36,-5.58,-11.00,-26.81,14.75
EV/EBIT Ratio,26.12,31.78,30.08,17.37,17.62,12.68,16.02,-4.41,-7.57,-12.09,40.49
EV/FCF Ratio,-25.74,-47.11,-247.21,92.63,79.89,30.93,102.33,-4.43,-5.70,-11.33,-73.52
Debt / Equity Ratio,1.20,1.73,1.69,1.41,1.10,1.09,1.04,2.71,5.12,198.59,31.63
Debt / EBITDA Ratio,4.88,7.67,5.78,4.70,4.04,3.59,3.71,-4.25,-7.45,-20.48,10.18
Debt / FCF Ratio,-7.78,-18.48,-80.16,37.20,27.54,12.77,36.68,-3.37,-3.86,-8.65,-50.49
Quick Ratio,0.07,0.06,0.07,0.08,0.09,0.07,0.09,1.74,0.78,0.25,0.17
Current Ratio,0.17,0.14,0.14,0.18,0.21,0.18,0.20,1.86,0.89,0.37,0.30
Asset Turnover,0.40,0.37,0.37,0.38,0.39,0.40,0.40,0.07,0.04,0.26,0.43
Interest Coverage,1.40,3.21,2.96,3.31,3.88,4.58,4.34,-7.29,-1.17,-1.84,0.70
Return on Equity (ROE),4.10%,11.60%,11.50%,14.80%,14.50%,16.30%,15.00%,-93.60%,-134.40%,-315.50%,-198.40%
Return on Assets (ROA),1.60%,4.00%,3.60%,4.90%,5.50%,6.30%,5.80%,-23.00%,-24.00%,-12.00%,-1.10%
Return on Capital (ROIC),6.18%,5.27%,6.79%,8.37%,8.58%,9.64%,9.03%,-21.56%,-17.15%,-11.33%,3.67%
Earnings Yield,1.40%,3.56%,3.18%,6.55%,6.25%,10.16%,7.49%,-57.24%,-58.72%,-44.01%,-3.03%
FCF Yield,-5.53%,-3.46%,-0.59%,1.78%,1.88%,5.41%,1.49%,-49.97%,-41.97%,-30.51%,-3.97%
Buyback Yield / Dilution,-16.88%,-1.33%,-8.50%,0.95%,-0.69%,2.18%,3.54%,-17.67%,-43.47%,-14.86%,-21.57%
Total Shareholder Return,-16.88%,-1.33%,-8.50%,0.95%,-0.69%,2.18%,3.54%,-17.67%,-43.47%,-14.86%,-21.57%
