,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"20,063","21,662","22,991","22,849","23,747","23,362","25,424","25,979","26,323","28,190"
Revenue Growth (YoY),7.43%,7.97%,6.14%,-0.62%,3.93%,-1.62%,8.83%,2.18%,1.32%,7.09%
Cost of Revenue,"4,422","4,227","4,162","4,069","4,101","4,356","6,159","6,454","6,406","8,451"
Gross Profit,"15,641","17,435","18,829","18,780","19,646","19,006","19,265","19,525","19,917","19,739"
"Selling, General & Admin","4,699","4,846","5,062","4,870","5,332","5,150","5,730","5,368","5,414","6,179"
Research & Development,"4,297","4,070","3,840","3,562","3,737","4,116","4,207","4,819","4,434","4,784"
Other Operating Expenses,454,49,133,375,314,66,189,"1,699",503,879
Operating Expenses,"9,450","8,965","9,035","8,807","9,383","9,332","10,126","11,886","10,351","11,842"
Operating Income,"6,191","8,470","9,794","9,973","10,263","9,674","9,139","7,639","9,566","7,897"
Interest Expense / Income,"1,071","1,095","1,260","1,304","1,392","1,289","1,262","1,197","1,406","2,875"
Other Expense / Income,-465,-603,-629,-928,-674,-753,-256,-259,814,"-2,833"
Pretax Income,"5,585","7,978","9,163","9,597","9,545","9,138","8,133","6,701","7,346","7,855"
Income Tax,427,"1,039","1,441","7,618","1,151","1,296",869,808,794,"1,138"
Net Income,"5,158","6,939","7,722","1,979","8,394","7,842","7,264","5,893","6,552","6,717"
Net Income Growth,1.52%,34.53%,11.28%,-74.37%,324.15%,-6.58%,-7.37%,-18.87%,11.18%,2.52%
Shares Outstanding (Basic),759,758,748,731,661,605,586,570,538,535
Shares Outstanding (Diluted),770,766,754,735,665,609,590,573,541,538
Shares Change,0.65%,-0.52%,-1.57%,-2.52%,-9.52%,-8.42%,-3.12%,-2.88%,-5.58%,-0.55%
EPS (Basic),6.80,9.15,10.32,2.71,12.70,12.96,12.40,10.34,12.18,12.56
EPS (Diluted),6.70,9.06,10.24,2.69,12.62,12.88,12.31,10.28,12.11,12.49
EPS Growth,0.90%,35.22%,13.02%,-73.73%,369.14%,2.06%,-4.43%,-16.49%,17.80%,3.14%
Free Cash Flow,"8,237","9,411","9,616","10,513","10,558","8,532","9,889","8,381","8,785","7,359"
Free Cash Flow Per Share,10.85,12.42,12.86,14.38,15.97,14.10,16.88,14.70,16.33,13.76
Dividend Per Share,2.440,3.160,4.000,4.600,5.280,5.800,6.400,7.040,7.760,8.520
Dividend Growth,29.79%,29.51%,26.58%,15.00%,14.78%,9.85%,10.34%,10.00%,10.23%,9.79%
Gross Margin,77.96%,80.49%,81.90%,82.19%,82.73%,81.35%,75.77%,75.16%,75.66%,70.02%
Operating Margin,30.86%,39.10%,42.60%,43.65%,43.22%,41.41%,35.95%,29.40%,36.34%,28.01%
Profit Margin,25.71%,32.03%,33.59%,8.66%,35.35%,33.57%,28.57%,22.68%,24.89%,23.83%
Free Cash Flow Margin,41.06%,43.44%,41.83%,46.01%,44.46%,36.52%,38.90%,32.26%,33.37%,26.11%
Effective Tax Rate,7.65%,13.02%,15.73%,79.38%,12.06%,14.18%,10.68%,12.06%,10.81%,14.49%
EBITDA,"8,748","11,181","12,528","12,856","12,883","12,633","12,996","11,296","12,169","14,801"
EBITDA Margin,43.60%,51.62%,54.49%,56.27%,54.25%,54.07%,51.12%,43.48%,46.23%,52.50%
Depreciation & Amortization,"2,092","2,108","2,105","1,955","1,946","2,206","3,601","3,398","3,417","4,071"
EBIT,"6,656","9,073","10,423","10,901","10,937","10,427","9,395","7,898","8,752","10,730"
EBIT Margin,33.18%,41.88%,45.34%,47.71%,46.06%,44.63%,36.95%,30.40%,33.25%,38.06%
