,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"121,167","122,450","108,769","126,236","124,047","143,240","133,852","126,718","140,139","154,142","151,830"
Market Cap Growth,40.84%,1.06%,-11.17%,16.06%,-1.73%,15.47%,-6.55%,-5.33%,10.59%,9.99%,-
Enterprise Value,"124,856","122,497","105,280","119,900","128,672","164,232","156,191","151,990","169,779","207,811","205,499"
PE Ratio,23.49,17.65,14.09,63.79,14.78,18.27,18.43,21.50,21.39,22.95,22.71
PS Ratio,6.04,5.65,4.73,5.53,5.22,6.13,5.27,4.88,5.32,5.47,5.39
PB Ratio,4.70,4.36,3.64,5.00,9.92,14.81,14.23,18.91,38.28,24.73,24.36
P/FCF Ratio,14.71,13.01,11.31,12.01,11.75,16.79,13.54,15.12,15.95,20.95,20.63
P/OCF Ratio,13.54,12.58,10.51,11.29,10.98,15.65,12.75,13.68,14.42,18.20,17.92
EV/Sales Ratio,6.22,5.65,4.58,5.25,5.42,7.03,6.14,5.85,6.45,7.37,7.29
EV/EBITDA Ratio,14.27,10.96,8.40,9.33,9.99,13.00,12.02,13.46,13.95,14.04,13.88
EV/EBIT Ratio,18.76,13.50,10.10,11.00,11.76,15.75,16.62,19.24,19.40,19.37,19.15
EV/FCF Ratio,15.16,13.02,10.95,11.40,12.19,19.25,15.79,18.14,19.33,28.24,27.92
Debt / Equity Ratio,1.19,1.12,1.16,1.40,2.71,3.09,3.51,4.97,10.64,10.37,10.37
Debt / EBITDA Ratio,3.51,2.81,2.76,2.75,2.63,2.37,2.54,2.95,3.20,4.37,4.37
Debt / FCF Ratio,3.73,3.34,3.60,3.36,3.21,3.50,3.34,3.97,4.43,8.78,8.78
Quick Ratio,4.22,3.97,3.68,4.98,2.44,1.01,1.30,1.06,0.95,0.99,0.99
Current Ratio,4.95,4.45,4.11,5.49,2.79,1.44,1.81,1.59,1.41,1.65,1.65
Asset Turnover,0.29,0.31,0.30,0.29,0.35,0.39,0.40,0.42,0.43,0.31,0.31
Interest Coverage,6.21,8.29,8.27,8.36,7.86,8.09,7.44,6.60,6.22,3.73,3.73
Return on Equity (ROE),21.00%,25.20%,25.90%,6.60%,58.50%,74.30%,71.70%,72.50%,246.10%,103.30%,103.30%
Return on Assets (ROA),7.50%,9.80%,10.10%,2.50%,12.30%,12.90%,11.40%,9.50%,10.60%,7.30%,7.30%
Return on Capital (ROIC),10.12%,12.38%,12.80%,3.39%,19.44%,20.98%,19.25%,16.79%,20.03%,9.53%,9.53%
Earnings Yield,4.26%,5.67%,7.10%,1.57%,6.77%,5.47%,5.43%,4.65%,4.68%,4.36%,4.42%
FCF Yield,6.80%,7.69%,8.84%,8.33%,8.51%,5.96%,7.39%,6.61%,6.27%,4.77%,4.85%
Dividend Yield,1.50%,1.90%,2.70%,2.60%,2.70%,2.40%,2.80%,3.10%,3.00%,3.00%,3.17%
Payout Ratio,35.90%,34.50%,38.80%,169.70%,41.60%,44.80%,51.60%,68.10%,63.70%,67.80%,72.06%
Buyback Yield / Dilution,-0.65%,0.52%,1.57%,2.52%,9.52%,8.42%,3.12%,2.88%,5.58%,0.55%,0.55%
Total Shareholder Return,0.85%,2.42%,4.27%,5.12%,12.22%,10.82%,5.92%,5.98%,8.58%,3.55%,3.73%
