,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,199.07,145.11,126.52,147.93,137.56,89.63,121.68,102.25,107.48,52.19,72.76,97.3,153.3,148.6,124.8,143.5,166.3,140,136.8,275.1,346.2,161.3,150,229.3,165.2,210.1,212.7,245.4,263.3,450.9,392.4,341.9,659.4,373.3,353.3,432.7,435.6,413.6,403.1,543.2
Short-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,41.3,110.4,2.4,47.3,64,131.8,0.9,35.7,30.2,82.9,21.4,71,43.6,176.5,22.8,92.4,95.5,118.7,26.7,37.1,48.7,68.5,27.4,91.7,80.2,103.7,34,57.5
Cash & Cash Equivalents,199.07,145.11,126.52,147.93,137.56,89.63,121.68,102.25,107.48,52.19,72.76,97.3,194.6,259,127.2,190.8,230.3,271.8,137.7,310.8,376.4,244.2,171.4,300.3,208.8,386.6,235.5,337.8,358.8,569.6,419.1,379,708.1,441.8,380.7,524.4,515.8,517.3,437.1,600.7
Cash Growth,-5.43%,-30.16%,-44.11%,-33.17%,-30.90%,-38.23%,-3.83%,-30.88%,-21.86%,-41.77%,-40.20%,-4.84%,81.05%,396.24%,74.82%,96.09%,18.35%,4.94%,8.25%,62.89%,63.44%,-10.15%,24.47%,-3.38%,-44.53%,58.31%,37.40%,12.49%,71.84%,47.34%,77.96%,12.20%,97.35%,-22.44%,-9.16%,38.36%,-27.16%,17.09%,14.81%,14.55%
Receivables,68.03,64.45,65.67,69.08,60.78,71.03,72.62,68.22,64.19,78.18,68.28,76.7,233.3,231.3,195.8,217.3,268.4,252.2,221.9,287.3,251,245.9,235.5,234.7,396.5,376.8,283.3,337.3,374.8,333.1,324.2,326.9,380.3,391.3,380.2,369.8,393.4,363.6,359.1,337.3
Other Current Assets,8.93,34.37,30.54,27.1,11.05,33.95,28.4,33.65,13.02,43.5,65.54,61.1,27.8,29.4,51.3,26.6,13.6,60,75.9,85.6,55.8,87.3,82.6,72.6,26.8,17.8,863.5,891.7,"1,300","1,278","1,756",825.4,"1,847","1,100","1,136",661.8,"1,549",863.4,"1,482","1,041"
Total Current Assets,276.02,243.94,222.73,244.11,209.39,194.62,222.7,204.12,184.69,173.87,206.58,235.1,455.7,519.7,374.3,434.7,512.3,584,435.5,683.7,683.2,577.4,489.5,607.6,632.1,781.2,"1,382","1,567","2,033","2,181","2,499","1,531","2,935","1,933","1,897","1,556","2,458","1,744","2,278","1,979"
"Property, Plant & Equipment",74.09,75.14,75.29,71.77,67.64,67.08,63.14,65.27,62.98,66.04,64.83,60.8,79.5,80.5,82.1,78.8,79.1,70.3,70.8,76.6,129.9,125.7,123.4,121.5,205.8,206.4,211.7,206.6,204.9,211.6,218.8,217.6,231.5,234.6,222.3,222.2,224.5,223.5,226.2,254.5
Long-Term Investments,14.57,14.71,14.92,12.35,42.74,43.41,43.68,48.43,53.49,72.7,73.47,72.9,82,82,83.2,82.7,85,88.7,88.7,86.2,63.4,63.5,69.7,61.2,62.3,61.3,53.2,42.7,40.7,41.1,36,245.8,244.5,243.5,253.6,253.2,269.7,294.2,342.6,345.3
Goodwill and Intangibles,48.16,51.99,54.15,55.67,56.03,57,67.9,66.97,93.68,94.03,96.47,35.2,"4,672","4,657","4,637","4,610","4,595","4,514","4,466","4,412","4,388","4,327","4,262","4,272","4,281","4,257","4,362","4,624","4,596","4,570","4,726","4,694","4,647","4,925","4,780","4,786","4,765","4,753","4,696","4,702"
Other Long-Term Assets,0,0,0,0,0,0,0,0,0,0,0,72.7,56.3,56.6,52,59.5,56.9,59.6,58.7,62.9,66.1,66.2,74.7,51.6,56.4,60.8,67.7,76.3,83.3,93.1,103.4,125.8,140.2,140.4,144.5,181.9,186.3,181.1,189.6,206.3
Total Long-Term Assets,136.82,141.85,144.36,139.79,166.41,167.49,174.72,180.67,210.14,232.77,234.76,241.6,"4,889","4,876","4,854","4,831","4,816","4,733","4,684","4,637","4,647","4,582","4,530","4,506","4,605","4,585","4,695","4,950","4,925","4,916","5,084","5,283","5,263","5,543","5,400","5,443","5,445","5,452","5,455","5,508"
Total Assets,412.84,385.78,367.09,383.9,375.8,362.11,397.42,384.79,394.83,406.64,441.34,476.7,"5,345","5,396","5,228","5,266","5,328","5,317","5,120","5,321","5,330","5,159","5,019","5,114","5,238","5,366","6,077","6,517","6,958","7,097","7,583","6,815","8,198","7,476","7,297","6,999","7,904","7,196","7,733","7,488"
Accounts Payable,52.15,57.26,61.05,69.8,53.91,60.36,68.52,66.25,57.45,62.25,74.07,86.8,226,301.9,165.8,259.4,253.9,360.8,162.9,279.6,184.5,263.9,184.6,270.9,337.2,463.5,251.3,402.9,339.7,380.9,269.3,336.2,423.3,522.2,439.1,567.3,443.6,501.2,387.4,464.6
Deferred Revenue,14.17,11.71,7.21,1.99,14.07,10.94,7.49,4.02,14.73,10.88,7.01,3.1,18,14.3,11.4,15.4,19.6,17.4,13.4,8.5,18.2,13.2,8.1,4.5,17.2,17.3,13.7,10.2,21.2,17.2,13.9,15.2,26.4,22.7,15.6,11.7,21.7,14.4,9.1,5.9
Current Debt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.5,299.6,299.8,299.9,0,0,0,0,0,70,68.7,49,0,0,0,0,0,0,304.7,304.8,164.9,74.9,0
Other Current Liabilities,8.14,0.05,0.03,1.88,2.73,1.17,2.66,3.73,11.18,3.5,0.05,0,16.9,60.1,60.8,59.2,110.8,2.2,3,8,8.8,8.7,6.3,6.2,3.7,15.7,793.3,831.5,"1,284","1,206","1,735",817.9,"1,891","1,055","1,091",593.5,"1,533",787.6,"1,378",912.9
