,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"4,895","4,231","4,561","5,353","4,822","4,776","5,553","5,351","5,344","5,423","5,271","6,006","6,590","10,241","12,138","14,136","12,860","11,707","10,730","10,977","10,651","11,569","12,833","13,303","9,843","10,235","9,542","10,028","10,581","12,703","13,206","13,906","12,197","12,019","12,449","13,310","14,195","14,570","16,483","18,848","19,640"
Market Cap Growth,51.84%,3.95%,14.98%,18.14%,-1.49%,12.88%,21.76%,-0.02%,10.81%,13.53%,-5.08%,12.24%,23.32%,88.85%,130.27%,135.35%,95.14%,14.32%,-11.60%,-22.35%,-17.18%,-1.18%,19.60%,21.20%,-7.58%,-11.53%,-25.64%,-24.62%,7.49%,24.12%,38.40%,38.67%,15.28%,-5.38%,-5.74%,-4.29%,16.38%,21.22%,32.41%,41.61%,-
Enterprise Value,"4,696","4,086","4,434","5,205","4,685","4,687","5,432","5,249","5,236","5,370","5,199","5,909","7,882","11,393","13,323","15,183","13,843","12,649","11,807","11,881","11,540","12,288","13,576","13,917","10,631","10,854","10,382","11,027","11,539","13,566","14,219","14,956","13,224","13,676","14,059","14,657","15,549","15,780","17,688","19,837","17,617"
PE Ratio,27.10,23.81,24.67,28.41,26.50,25.96,27.35,26.22,25.30,24.96,27.69,32.48,43.64,61.10,64.91,35.63,25.78,22.78,19.90,26.01,26.67,28.59,30.19,35.70,22.57,22.16,20.48,21.47,23.68,28.96,29.41,26.37,24.41,57.24,51.96,56.86,47.78,22.46,23.34,24.88,26.11
PS Ratio,8.34,7.29,7.70,8.67,8.01,7.87,8.61,8.06,7.73,7.58,7.56,8.54,7.41,7.55,6.75,6.34,4.85,4.37,4.06,3.96,4.11,4.54,4.85,5.33,3.50,3.34,3.00,2.93,3.01,3.68,3.80,3.98,3.53,3.30,3.26,3.36,3.57,3.74,4.33,5.00,5.20
PB Ratio,17.08,16.03,18.61,21.41,19.79,21.04,21.37,20.61,21.55,20.40,18.20,18.89,2.40,3.64,4.22,4.54,4.05,3.72,3.40,3.39,3.24,3.48,3.86,3.97,2.97,3.11,2.85,3.00,3.11,3.69,3.78,3.86,3.42,3.69,3.78,3.84,4.01,3.98,4.35,4.73,8.79
P/FCF Ratio,26.75,22.89,24.36,25.19,23.26,22.99,23.57,25.98,23.90,26.16,29.87,32.43,92.04,41.19,60.60,41.96,24.82,22.48,23.11,22.02,23.44,25.14,21.89,22.26,15.42,13.29,6.91,7.11,5.73,7.74,8.76,25.48,10.12,26.80,207.48,22.51,39.35,29.40,15.47,18.29,15.88
P/OCF Ratio,22.52,18.50,19.32,20.38,19.08,19.32,20.36,21.82,20.22,21.32,23.40,26.16,57.55,35.71,51.78,37.76,23.15,21.22,21.31,20.53,21.77,23.00,20.64,21.02,14.52,12.74,6.69,6.87,5.58,7.51,8.49,23.30,9.70,24.02,117.33,20.44,33.63,26.33,14.70,17.52,15.53
Debt / Equity Ratio,-,-,-,-,-,-,-,-,-,-,-,-,0.54,0.50,0.46,0.40,0.38,0.39,0.39,0.38,0.39,0.29,0.27,0.27,0.30,0.31,0.32,0.40,0.39,0.42,0.41,0.40,0.49,0.64,0.60,0.54,0.53,0.47,0.43,0.40,0.40
Quick Ratio,3.59,3.04,2.81,2.95,2.80,2.22,2.47,2.30,2.06,1.70,1.74,1.94,1.64,1.30,1.36,1.22,1.30,0.77,0.75,1.00,1.23,1.71,2.04,1.90,1.69,1.54,0.46,0.51,0.43,0.56,0.37,0.60,0.46,0.52,0.49,0.61,0.39,0.60,0.43,0.68,0.68
Current Ratio,3.71,3.53,3.26,3.31,2.96,2.69,2.83,2.76,2.22,2.27,2.55,2.62,1.75,1.38,1.57,1.30,1.33,0.86,0.91,1.15,1.34,2.02,2.46,2.16,1.77,1.57,1.23,1.19,1.20,1.36,1.24,1.31,1.25,1.21,1.23,1.05,1.07,1.19,1.23,1.43,1.43
Interest Coverage,-,-,-,-,-,-,6341.69,-,-,-,339.50,14.67,3.32,9.49,11.09,11.12,17.60,13.88,13.11,19.11,13.91,13.32,18.18,15.64,30.79,22.45,18.20,10.10,16.68,15.57,15.85,18.97,21.82,-16.59,15.22,14.79,17.44,18.40,18.54,22.78,17.79
Return on Capital (ROIC),Upgrade,64.13%,68.42%,76.47%,76.84%,76.01%,82.27%,79.10%,77.95%,84.15%,79.56%,63.47%,56.94%,3.64%,4.31%,5.02%,9.93%,12.18%,12.57%,13.13%,10.00%,9.46%,10.04%,10.57%,9.36%,10.55%,11.23%,10.52%,10.04%,9.58%,9.17%,9.84%,11.20%,10.09%,3.46%,3.95%,3.83%,4.82%,12.39%,13.29%,13.79%
Dividend Yield,2.10%,2.50%,2.30%,1.20%,1.40%,1.50%,1.30%,1.40%,1.40%,1.40%,1.40%,1.30%,1.20%,1.10%,0.90%,0.80%,0.90%,1.00%,1.20%,1.20%,1.30%,1.20%,1.10%,1.10%,1.60%,1.50%,1.70%,1.70%,1.60%,1.40%,1.40%,1.40%,1.60%,1.70%,1.70%,1.60%,1.50%,1.40%,1.30%,1.20%,1.18%
Payout Ratio,32.10%,36.00%,36.80%,35.60%,42.00%,38.90%,28.40%,37.70%,38.30%,37.10%,50.00%,45.50%,156.20%,41.70%,50.90%,11.50%,26.00%,36.50%,40.80%,25.00%,36.50%,39.20%,37.90%,46.20%,25.40%,34.60%,41.60%,51.90%,33.10%,42.40%,42.90%,31.00%,47.10%,-27.60%,35.50%,33.30%,30.70%,31.60%,28.10%,27.60%,30.77%
Buyback Yield / Dilution,0.94%,1.73%,2.96%,3.17%,2.89%,2.96%,2.70%,2.24%,2.57%,2.39%,1.76%,1.59%,-12.47%,-38.38%,-38.50%,-38.84%,-22.50%,0.18%,0.71%,0.89%,0.89%,0.62%,-0.09%,0.36%,0.98%,1.79%,2.77%,3.06%,2.89%,2.46%,1.65%,0.56%,0.56%,0.56%,0.56%,0.19%,0.56%,0.19%,0.28%,0.75%,0.28%
Total Shareholder Return,3.04%,4.23%,5.26%,4.37%,4.29%,4.46%,4.00%,3.64%,3.97%,3.79%,3.16%,2.89%,-11.27%,-37.28%,-37.60%,-38.04%,-21.60%,1.18%,1.91%,2.09%,2.19%,1.82%,1.01%,1.46%,2.58%,3.29%,4.47%,4.76%,4.49%,3.86%,3.05%,1.96%,2.16%,2.26%,2.26%,1.79%,2.06%,1.59%,1.58%,1.95%,1.46%
