,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"11,316","13,923","14,797","20,515","8,703","9,817","10,038","12,543","6,524","6,567","7,350"
Market Cap Growth,5.89%,23.04%,6.28%,38.64%,-57.58%,12.80%,2.24%,24.96%,-47.99%,0.65%,-
Enterprise Value,"13,472","17,041","17,187","23,194","11,842","12,583","12,336","15,001","9,235","9,464","9,858"
PE Ratio,21.27,22.63,15.90,21.11,10.10,13.19,19.47,12.14,258.42,-14.94,11.81
PS Ratio,1.45,1.72,1.65,2.16,0.87,0.98,1.05,1.12,0.56,0.59,0.66
PB Ratio,2.56,2.86,2.56,2.90,1.17,1.21,1.18,1.49,0.81,0.80,0.96
P/FCF Ratio,112.73,34.11,22.58,71.33,22.48,11.24,7.47,19.82,73.80,4.94,7.68
P/OCF Ratio,17.09,15.27,11.15,17.19,7.37,6.92,5.67,9.58,9.75,4.94,5.53
EV/Sales Ratio,1.73,2.11,1.92,2.44,1.19,1.26,1.29,1.34,0.79,0.85,0.89
EV/EBITDA Ratio,17.68,20.78,13.41,17.19,10.88,15.91,19.37,11.13,6.05,-32.88,16.56
EV/EBIT Ratio,32.34,37.27,19.71,25.71,20.91,58.70,421.80,19.86,9.91,-10.31,-259.03
EV/FCF Ratio,134.20,41.75,26.22,80.65,30.58,14.41,9.18,23.70,104.46,7.12,10.30
Debt / Equity Ratio,0.51,0.66,0.43,0.39,0.44,0.36,0.36,0.32,0.40,0.42,0.41
Debt / EBITDA Ratio,2.96,3.90,1.96,2.05,2.99,3.67,4.82,2.02,2.11,-12.05,5.29
Debt / FCF Ratio,22.45,7.84,3.83,9.61,8.41,3.32,2.28,4.31,36.43,2.61,3.29
Quick Ratio,0.60,0.41,0.55,0.62,0.53,0.61,1.29,0.83,0.84,0.81,0.80
Current Ratio,1.60,1.00,1.28,1.53,1.38,1.63,2.26,1.78,1.92,1.78,1.78
Asset Turnover,0.94,0.81,0.88,0.78,0.76,0.74,0.67,0.79,0.83,0.76,0.80
Interest Coverage,7.87,11.78,31.57,43.53,28.21,5.19,0.56,13.20,17.94,-3.71,9.62
Return on Equity (ROE),12.03%,12.66%,16.09%,13.75%,11.58%,9.16%,6.04%,12.26%,0.31%,-5.35%,-5.76%
Return on Assets (ROA),6.42%,6.19%,9.09%,8.03%,6.58%,5.56%,3.60%,7.26%,0.18%,-3.01%,-3.24%
Return on Capital (ROIC),9.28%,8.56%,11.61%,10.19%,8.44%,1.93%,0.22%,5.43%,1.16%,-2.46%,-4.24%
Earnings Yield,4.70%,4.42%,6.29%,4.74%,9.90%,7.58%,5.14%,8.24%,0.39%,-6.69%,-5.98%
FCF Yield,0.89%,2.93%,4.43%,1.40%,4.45%,8.90%,13.39%,5.05%,1.36%,20.24%,13.02%
Buyback Yield / Dilution,-1.47%,-0.93%,-0.71%,-0.36%,0.09%,3.36%,1.19%,3.57%,7.30%,0.26%,-0.23%
Total Shareholder Return,-1.47%,-0.93%,-0.71%,-0.36%,0.09%,3.36%,1.19%,3.57%,7.30%,0.26%,-0.23%
