,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"1,474","1,407","1,548","1,601","1,610","1,440","1,540","1,586","1,621","1,529","1,615","1,691","1,721","1,629","1,727","1,843","1,990","1,948","2,139","2,210","2,318","2,090","2,262","2,364","2,450","2,281","2,146","2,473","2,738","2,618","2,908","3,145","3,497","3,489","3,838","3,838","3,650","3,230","3,133","3,164"
Revenue Growth (YoY),10.17%,8.93%,11.93%,11.51%,9.17%,2.36%,-0.51%,-0.92%,0.71%,6.15%,4.87%,6.57%,6.17%,6.57%,6.93%,9.03%,15.64%,19.59%,23.86%,19.88%,16.47%,7.26%,5.73%,6.96%,5.72%,9.15%,-5.13%,4.61%,11.73%,14.79%,35.55%,27.19%,27.74%,33.25%,31.95%,22.05%,4.37%,-7.42%,-18.37%,-17.57%
Cost of Revenue,919.13,885.13,960.31,984.47,966.63,836.07,883.19,914.89,937.16,865.48,934.26,994.27,"1,024",955.79,"1,026","1,112","1,207","1,155","1,277","1,336","1,480","1,203","1,302","1,412","1,462","1,336","1,202","1,484","1,677","1,561","1,770","1,920","2,157","2,149","2,329","2,290","2,126","1,810","1,724","1,789"
Gross Profit,555.15,521.78,587.56,616.69,642.88,604.11,656.76,671.61,683.86,663.23,680.77,696.39,696.76,673.37,701.33,730.86,783.56,793.2,861.64,873.97,837.9,886.28,959.37,951.21,987.95,944.64,943.12,988.04,"1,060","1,057","1,138","1,224","1,340","1,339","1,508","1,549","1,523","1,419","1,408","1,375"
"Selling, General & Admin",319.14,319.68,336.72,347.27,358.15,350.09,381.16,371.48,384.62,389.56,395.52,400.55,390.58,408.79,417.2,443.47,488.78,490.34,511.04,544.89,574.13,569.56,590.26,612.59,622.17,627.45,606.74,644.73,682.4,674.07,721.64,770.41,826.04,809.91,910.46,959.61,945.16,895.86,893.71,882.85
Other Operating Expenses,82.48,84.8,91.61,97.32,101.83,98.81,101.87,106.28,106.35,105.78,109.46,112.86,111.82,115.19,120.51,122.42,148.97,134.08,135.79,154.4,141.03,148.92,176.01,170.76,160.71,162.46,161.2,167.8,170.4,175.58,174.88,180.18,191.51,194.89,244.83,226.77,296.15,246.14,243.87,250.39
Operating Expenses,401.62,404.48,428.33,444.59,459.98,448.89,483.03,477.76,490.97,495.34,504.98,513.41,502.4,523.98,537.72,565.89,637.75,624.42,646.83,699.28,715.16,718.49,766.27,783.35,782.87,789.9,767.93,812.54,852.8,849.64,896.52,950.59,"1,018","1,005","1,155","1,186","1,241","1,142","1,138","1,133"
Operating Income,153.53,117.31,159.23,172.1,182.91,155.22,173.74,193.85,192.89,167.89,175.79,182.98,194.36,149.39,163.62,164.97,145.81,168.78,214.81,174.69,122.74,167.8,193.09,167.86,205.08,154.74,175.18,175.5,207.69,207.65,241.55,273.83,322.5,334.29,353.08,362.23,281.95,277.49,270.71,241.72
Interest Expense / Income,4.89,6.38,8.33,6.65,5.67,6.7,6.66,7.84,4.38,6.44,6.42,6.49,5.95,6.82,7.39,8.31,6.26,9.15,9.86,9.96,11.46,13.03,14.76,12.36,14.53,12.04,12.82,11.9,10.83,12.02,12.06,11.98,10.19,12.59,12.84,13.56,12.26,14.79,14.6,12.59
Other Expense / Income,-0.07,-,-,-,-0.09,-,-,-,-0.09,-,-,-,-0.07,-,-,-,-0.24,-,-,-,-0.22,-,-,-,-1.75,-,-,-,-0.49,-,-,-,-0.49,-,-,-,-1.07,-,-,-
Pretax Income,148.71,110.93,150.9,165.45,177.32,148.52,167.07,186.01,188.6,161.45,169.37,176.49,188.49,142.57,156.22,156.66,139.78,159.63,204.96,164.73,111.51,154.76,178.33,155.51,192.3,142.71,162.37,163.61,197.35,195.63,229.49,261.85,312.81,321.71,340.24,348.67,270.76,262.7,256.11,229.13
Income Tax,56.85,42.26,57.49,63.04,67.02,56.59,63.66,70.87,71.86,61.35,64.36,67.07,70.93,39.87,58.35,56.28,-245.52,41.49,53.31,33.62,22.82,35.16,44.7,37.1,47.62,37.87,40.67,38.11,43.34,49.02,57.33,62.02,70.6,78.38,84.9,79.28,69.46,64.93,66.56,41.7
Net Income,91.86,68.66,93.41,102.41,110.31,91.93,103.42,115.14,116.75,100.1,105.01,109.43,117.56,102.7,97.87,100.39,385.31,118.14,151.65,131.11,88.68,119.6,133.63,118.41,144.68,104.83,121.7,125.5,154.01,146.61,172.16,199.83,242.21,243.33,255.34,269.38,201.3,197.77,189.55,187.43
Net Income Growth,9.39%,-6.39%,6.51%,14.46%,20.08%,33.89%,10.72%,12.43%,5.84%,8.88%,1.54%,-4.96%,0.69%,2.60%,-6.80%,-8.26%,227.76%,15.03%,54.95%,30.61%,-76.98%,1.23%,-11.88%,-9.69%,63.14%,-12.35%,-8.93%,5.98%,6.45%,39.85%,41.47%,59.23%,57.27%,65.97%,48.31%,34.81%,-16.89%,-18.72%,-25.77%,-30.42%
Shares Outstanding (Basic),117,117,117,117,117,117,116,115,114,113,113,113,112,111,110,110,110,110,109,109,109,109,107,107,106,106,106,106,106,106,106,105,105,105,104,104,104,104,104,103
Shares Outstanding (Diluted),119,119,119,118,118,118,118,116,115,114,114,113,112,112,111,111,111,111,111,110,110,110,108,108,108,107,107,107,107,107,107,106,106,106,105,105,105,105,105,104
