,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"9,110","8,432","8,651","8,630","9,870","9,950","9,568","8,300","8,407","9,500","9,117","9,143","10,890","10,212","10,050","12,156","12,619","12,858","13,341","13,005","10,158","11,014","9,940","11,814","12,446","9,800","12,691","13,334","14,441","17,766","17,219","17,591","21,465","21,053","16,500","16,238","18,053","18,208","18,763","19,483","21,835"
Market Cap Growth,29.02%,-3.69%,1.85%,1.08%,8.34%,17.99%,10.60%,-3.82%,-14.82%,-4.52%,-4.71%,10.15%,29.53%,7.49%,10.24%,32.96%,15.88%,25.91%,32.74%,6.99%,-19.51%,-14.34%,-25.49%,-9.16%,22.53%,-11.02%,27.68%,12.87%,16.03%,81.28%,35.68%,31.92%,48.64%,18.50%,-4.17%,-7.69%,-15.90%,-13.51%,13.72%,19.98%,-
Enterprise Value,"9,813","9,160","9,520","9,462","10,798","10,822","10,456","9,288","9,400","10,455","10,063","10,081","11,870","11,150","10,986","13,233","13,690","13,851","14,331","14,067","11,299","12,246","11,305","13,032","13,707","11,055","13,723","14,319","15,433","18,514","17,952","18,361","22,411","22,205","17,672","17,398","19,263","19,396","19,913","20,853","23,206"
PE Ratio,26.61,24.97,25.19,24.22,26.34,25.00,23.45,19.73,19.68,21.82,20.86,21.20,25.20,23.49,23.51,29.05,18.39,18.32,17.66,16.54,20.75,22.43,21.01,25.66,24.11,19.54,25.92,26.85,28.54,32.43,28.78,26.15,28.21,24.55,17.54,16.07,18.62,19.71,21.87,25.11,28.49
PS Ratio,1.63,1.48,1.48,1.43,1.60,1.61,1.55,1.34,1.36,1.51,1.44,1.42,1.66,1.53,1.49,1.76,1.76,1.71,1.68,1.57,1.18,1.26,1.12,1.31,1.36,1.05,1.37,1.43,1.50,1.78,1.60,1.54,1.76,1.62,1.18,1.11,1.22,1.25,1.36,1.48,1.66
PB Ratio,9.00,7.90,8.00,7.44,8.19,7.79,7.15,6.65,6.47,7.39,6.61,6.60,7.70,7.44,7.14,8.26,6.86,6.62,6.56,6.25,4.83,5.00,4.66,5.39,5.49,4.29,5.31,5.36,5.55,6.53,6.15,6.02,6.89,6.47,4.96,4.63,4.92,4.80,4.80,4.85,5.43
P/FCF Ratio,69.10,205.77,-4594.50,140.60,-763.30,99.07,49.52,33.71,26.53,24.17,24.07,24.33,29.52,27.37,23.32,34.01,36.62,55.28,55.31,58.18,50.20,69.54,62.60,32.75,30.35,19.92,19.40,25.57,27.66,26.11,31.04,33.92,61.88,297.63,131.71,72.02,52.33,40.45,46.67,89.65,100.48
P/OCF Ratio,15.86,16.01,14.87,13.29,15.26,13.39,11.97,9.68,9.63,10.30,10.20,10.63,12.75,12.23,12.21,15.22,14.76,15.47,14.18,12.95,9.34,10.23,8.53,9.47,11.33,8.94,11.21,12.44,12.86,14.35,14.95,14.89,17.54,18.29,12.32,10.09,10.16,9.23,8.98,9.99,11.19
Debt / Equity Ratio,0.70,0.80,0.81,0.72,0.78,0.69,0.67,0.80,0.77,0.75,0.69,0.68,0.70,0.69,0.67,0.74,0.59,0.51,0.49,0.51,0.55,0.58,0.64,0.59,0.57,0.57,0.55,0.52,0.50,0.48,0.47,0.44,0.42,0.40,0.39,0.35,0.34,0.33,0.37,0.36,0.36
Quick Ratio,0.81,1.15,1.31,0.86,0.86,0.84,0.86,1.24,1.38,1.20,1.37,1.30,1.35,1.23,1.24,1.27,1.32,0.83,0.89,0.91,0.99,1.06,0.99,1.05,1.23,1.13,1.26,1.31,1.50,1.52,1.52,1.20,1.20,1.06,1.02,1.21,1.01,0.84,0.89,0.81,0.81
