,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,295.7,498.6,404.1,653.8,457,597.6,646.1,718.4,501.4,369.9,645,930.1,819.3,508.2,630.3,818.3,"1,227","1,226","1,261",714.1,709.2,726.8,"1,187","1,179",662.9,903.5,"1,024","1,183","1,174","1,313","1,507",862.8,"1,031","1,198","1,248",769,872.5,"1,043","1,410","1,144"
Short-Term Investments,535.9,985.5,"1,111",785,913.8,811.4,604.4,506.3,450.4,690.3,555.3,341,98.9,623.6,772.5,519.2,272.3,174.4,334.4,242.4,253.8,207.5,170.3,337.8,368.2,260.3,271.3,219.4,156.4,248.4,287.8,604,465,317.7,490.9,446.3,381.7,466.7,453.8,500.5
Cash & Cash Equivalents,831.6,"1,484","1,515","1,439","1,371","1,409","1,251","1,225",951.8,"1,060","1,200","1,271",918.2,"1,132","1,403","1,338","1,499","1,401","1,596",956.5,963,934.3,"1,357","1,517","1,031","1,164","1,295","1,403","1,331","1,561","1,795","1,467","1,496","1,516","1,739","1,215","1,254","1,509","1,864","1,645"
Cash Growth,49.06%,158.10%,99.99%,53.57%,64.84%,-5.06%,-17.46%,-14.88%,-30.57%,-24.76%,-4.01%,3.79%,-3.53%,6.75%,16.87%,5.22%,63.29%,23.77%,13.75%,-28.49%,-35.77%,-33.30%,-14.97%,58.59%,7.07%,24.56%,-4.54%,-7.54%,29.05%,34.15%,38.55%,4.58%,12.42%,-2.91%,-3.12%,-17.15%,-16.16%,-0.43%,7.20%,35.32%
Receivables,311,335.1,331,330.8,351,357.6,343.9,371.8,394.3,431.1,459.5,414.6,510.2,510.7,475,479.3,446.8,520.1,530.1,537.3,578,609.6,570,599.1,585.1,567.9,671.7,602.8,664.3,700.3,664.2,664.9,686.2,679.2,661.4,699.1,779.3,816.9,802.1,836.9
Inventory,308,317.1,303.6,296.8,298.5,313.3,333.5,339.9,356.6,367.6,401,396.6,431.4,491.6,538.4,554.9,573.9,568.1,583.8,607,630.9,624.9,611.1,640.9,662.2,735.1,773.3,802.3,767.9,759.5,737.8,726.7,730.6,740,757.8,875.5,914.3,980.2,"1,032","1,168"
Other Current Assets,152.7,141.8,159.5,164.7,234.5,217.1,217.6,111.5,116.6,126.2,110.6,157.7,158.6,149.3,150.2,177.5,196.9,207,203,186.1,196.9,185.9,201.7,227.1,229.5,223.5,240.1,283.3,306.4,301.9,318.8,322.3,328.6,328.1,356,305.9,309.4,340.6,369.1,386.1
Total Current Assets,"1,603","2,278","2,309","2,231","2,255","2,297","2,146","2,048","1,819","1,985","2,171","2,240","2,018","2,283","2,566","2,549","2,717","2,696","2,913","2,287","2,369","2,355","2,740","2,984","2,508","2,690","2,980","3,091","3,069","3,323","3,516","3,181","3,241","3,263","3,514","3,096","3,257","3,647","4,068","4,036"
"Property, Plant & Equipment",418.7,422.5,429.3,442.9,445.1,450.6,454.8,482.5,497.3,516.2,543.7,580,588.8,627.9,649.6,679.7,711.6,770.2,826.1,867.5,962.1,"1,002","1,047","1,140","1,176","1,280","1,366","1,489","1,506","1,530","1,549","1,639","1,642","1,644","1,654","1,725","1,735","1,747","1,772","1,843"
Long-Term Investments,95.2,99,92,240.9,255.6,324.6,366,379.9,369.2,391.7,467.5,532.1,519,551.5,567.5,567,532.1,470.4,479,506.3,453.7,412.9,386,585.5,587.8,594.4,599,801.6,802.2,"1,014","1,282","1,834","1,624","1,491","1,381","1,239","1,067",856.2,704.6,583.9
Goodwill and Intangibles,417,413.8,404.8,399.4,388.9,389.8,828.5,833.7,834.6,838.1,837,830.9,"1,347","1,374","1,395","1,595","1,625","1,585","1,590","1,455","1,445","1,560","1,538","1,504","1,501","1,501","1,502","1,505","1,501","1,499","1,496","1,492","1,488","1,485","1,425","1,450","1,755","1,731","1,727","1,682"
Other Long-Term Assets,117.5,113.2,114.7,208.7,144,146.3,81.8,312.3,333.4,320.3,319.4,327,306.9,302,309.5,276,239.2,164.9,150.3,207.6,240,244.1,256,274,303.3,357.9,353.2,350.5,334.8,295.8,317.7,357.5,424.3,542.3,664,783.1,837.6,"1,023","1,099","1,218"
Total Long-Term Assets,"1,048","1,049","1,041","1,292","1,234","1,311","1,731","2,008","2,035","2,066","2,168","2,270","2,762","2,855","2,922","3,117","3,108","2,990","3,046","3,037","3,101","3,219","3,227","3,504","3,568","3,734","3,820","4,146","4,145","4,339","4,645","5,322","5,179","5,162","5,124","5,197","5,394","5,357","5,303","5,328"
Total Assets,"2,652","3,327","3,350","3,523","3,488","3,608","3,877","4,056","3,854","4,051","4,339","4,510","4,780","5,139","5,488","5,666","5,825","5,686","5,958","5,324","5,469","5,574","5,966","6,488","6,076","6,424","6,801","7,237","7,214","7,662","8,160","8,503","8,420","8,425","8,638","8,293","8,651","9,004","9,371","9,363"
Accounts Payable,356.2,540.5,427.8,426.1,405.3,445.2,532.5,476.2,458.3,478.2,532.8,532.5,584.8,562.5,693.7,770.3,674.1,584,661.2,876.6,623.9,673.2,751.7,876.9,722,849.4,822.1,866.7,772.5,861.1,942.3,"1,007",926,945.8,894.4,996.9,"1,057","1,133","1,215","1,171"
Current Debt,725.4,598,596.4,0,602.7,600.3,604.9,0,602.2,602.5,600.6,0,847.9,"1,017",0,598,598.6,599.2,599.9,0,22.6,23.8,24.1,25.5,24.9,23.8,24.2,27.2,26.5,25.1,24.2,25.5,23.9,23.3,23.5,25.5,25.1,24.3,24.3,24.9
Other Current Liabilities,-,-,-,0,-,-,-,0,-,-,-,0,-,-,41.5,51.7,41.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Current Liabilities,-,-,-,426.1,-,-,-,476.2,-,-,-,532.5,-,-,735.2,"1,420","1,315","1,183","1,261",876.6,646.5,697,775.8,902.4,746.9,873.2,846.3,893.9,799,886.2,966.5,"1,032",949.9,969.1,917.9,"1,022","1,082","1,157","1,239","1,195"
Long-Term Debt,-,-,-,598.1,-,-,-,596.9,-,-,-,822.3,-,-,"1,034",438.4,456,593.9,593.6,593.8,643.6,644.5,646.6,653.3,650.3,660.7,665.9,667.7,662.3,659.1,659.9,664.8,664.3,659.5,663.3,665.8,662.7,660.2,666.8,670
Other Long-Term Liabilities,-,-,-,307.4,-,-,-,480.1,-,-,-,536.2,-,-,556.7,851.8,808.9,744.8,742.2,712.9,731.7,731.7,729.1,784.1,777.8,"1,051","1,078","1,101","1,094",983.5,992.6,969.6,960.8,852.9,839.2,797.6,844.5,740.1,738,778.4
